topic, metric, value, alpha, gamma, eta, inference, dataset
29,itd,9.91667,1e-05,1e-05,0.000114,rand,denews-25-set1
30,pmi,32.6963,1e-05,1e-05,0.000114,rand,denews-25-set1
30,coh,-321.622,1e-05,1e-05,0.000114,rand,denews-25-set1
30,itd,9.96667,1e-05,1e-05,0.000114,rand,denews-25-set1
31,pmi,37.7537,1e-05,1e-05,0.000114,rand,denews-25-set1
31,coh,-268.979,1e-05,1e-05,0.000114,rand,denews-25-set1
31,itd,9.96667,1e-05,1e-05,0.000114,rand,denews-25-set1
32,pmi,7.13883,1e-05,1e-05,0.000114,rand,denews-25-set1
32,coh,-429.653,1e-05,1e-05,0.000114,rand,denews-25-set1
32,itd,9.95,1e-05,1e-05,0.000114,rand,denews-25-set1
33,pmi,40.0268,1e-05,1e-05,0.000114,rand,denews-25-set1
33,coh,-372.875,1e-05,1e-05,0.000114,rand,denews-25-set1
33,itd,9.91667,1e-05,1e-05,0.000114,rand,denews-25-set1
34,pmi,21.9209,1e-05,1e-05,0.000114,rand,denews-25-set1
34,coh,-319.839,1e-05,1e-05,0.000114,rand,denews-25-set1
34,itd,9.95,1e-05,1e-05,0.000114,rand,denews-25-set1
35,pmi,18.6532,1e-05,1e-05,0.000114,rand,denews-25-set1
35,coh,-311.908,1e-05,1e-05,0.000114,rand,denews-25-set1
35,itd,9.98333,1e-05,1e-05,0.000114,rand,denews-25-set1
36,pmi,-16.2013,1e-05,1e-05,0.000114,rand,denews-25-set1
36,coh,-339.077,1e-05,1e-05,0.000114,rand,denews-25-set1
36,itd,10,1e-05,1e-05,0.000114,rand,denews-25-set1
37,pmi,43.4561,1e-05,1e-05,0.000114,rand,denews-25-set1
37,coh,-187.774,1e-05,1e-05,0.000114,rand,denews-25-set1
37,itd,9.96667,1e-05,1e-05,0.000114,rand,denews-25-set1
38,pmi,56.2538,1e-05,1e-05,0.000114,rand,denews-25-set1
38,coh,-245.503,1e-05,1e-05,0.000114,rand,denews-25-set1
38,itd,9.96667,1e-05,1e-05,0.000114,rand,denews-25-set1
39,pmi,51.0841,1e-05,1e-05,0.000114,rand,denews-25-set1
39,coh,-369.585,1e-05,1e-05,0.000114,rand,denews-25-set1
39,itd,9.9,1e-05,1e-05,0.000114,rand,denews-25-set1
40,pmi,28.5083,1e-05,1e-05,0.000114,rand,denews-25-set1
40,coh,-353.946,1e-05,1e-05,0.000114,rand,denews-25-set1
40,itd,9.98333,1e-05,1e-05,0.000114,rand,denews-25-set1
41,pmi,51.302,1e-05,1e-05,0.000114,rand,denews-25-set1
41,coh,-303.602,1e-05,1e-05,0.000114,rand,denews-25-set1
41,itd,9.93333,1e-05,1e-05,0.000114,rand,denews-25-set1
42,pmi,-17.1788,1e-05,1e-05,0.000114,rand,denews-25-set1
42,coh,-249.605,1e-05,1e-05,0.000114,rand,denews-25-set1
42,itd,10,1e-05,1e-05,0.000114,rand,denews-25-set1
43,pmi,-14.8974,1e-05,1e-05,0.000114,rand,denews-25-set1
43,coh,-225.051,1e-05,1e-05,0.000114,rand,denews-25-set1
43,itd,9.98333,1e-05,1e-05,0.000114,rand,denews-25-set1
44,pmi,-10.4602,1e-05,1e-05,0.000114,rand,denews-25-set1
44,coh,-312.588,1e-05,1e-05,0.000114,rand,denews-25-set1
44,itd,10,1e-05,1e-05,0.000114,rand,denews-25-set1
45,pmi,38.6203,1e-05,1e-05,0.000114,rand,denews-25-set1
45,coh,-296.811,1e-05,1e-05,0.000114,rand,denews-25-set1
45,itd,9.95,1e-05,1e-05,0.000114,rand,denews-25-set1
46,pmi,15.7374,1e-05,1e-05,0.000114,rand,denews-25-set1
46,coh,-303.702,1e-05,1e-05,0.000114,rand,denews-25-set1
46,itd,9.91667,1e-05,1e-05,0.000114,rand,denews-25-set1
47,pmi,122.065,1e-05,1e-05,0.000114,rand,denews-25-set1
47,coh,-233.443,1e-05,1e-05,0.000114,rand,denews-25-set1
47,itd,10,1e-05,1e-05,0.000114,rand,denews-25-set1
48,pmi,15.3494,1e-05,1e-05,0.000114,rand,denews-25-set1
48,coh,-298.361,1e-05,1e-05,0.000114,rand,denews-25-set1
48,itd,9.98333,1e-05,1e-05,0.000114,rand,denews-25-set1
49,pmi,-38.9874,1e-05,1e-05,0.000114,rand,denews-25-set1
49,coh,-296.777,1e-05,1e-05,0.000114,rand,denews-25-set1
49,itd,10,1e-05,1e-05,0.000114,rand,denews-25-set1
50,pmi,28.2577,1e-05,1e-05,0.000114,rand,denews-25-set1
50,coh,-219.052,1e-05,1e-05,0.000114,rand,denews-25-set1
50,itd,9.98333,1e-05,1e-05,0.000114,rand,denews-25-set1
51,pmi,-22.5364,1e-05,1e-05,0.000114,rand,denews-25-set1
51,coh,-333.261,1e-05,1e-05,0.000114,rand,denews-25-set1
51,itd,9.93333,1e-05,1e-05,0.000114,rand,denews-25-set1
52,pmi,13.9052,1e-05,1e-05,0.000114,rand,denews-25-set1
52,coh,-265.802,1e-05,1e-05,0.000114,rand,denews-25-set1
52,itd,9.98333,1e-05,1e-05,0.000114,rand,denews-25-set1
53,pmi,23.0547,1e-05,1e-05,0.000114,rand,denews-25-set1
53,coh,-218.547,1e-05,1e-05,0.000114,rand,denews-25-set1
53,itd,9.96667,1e-05,1e-05,0.000114,rand,denews-25-set1
54,pmi,44.5008,1e-05,1e-05,0.000114,rand,denews-25-set1
54,coh,-233.995,1e-05,1e-05,0.000114,rand,denews-25-set1
54,itd,9.98333,1e-05,1e-05,0.000114,rand,denews-25-set1
55,pmi,-54.8696,1e-05,1e-05,0.000114,rand,denews-25-set1
55,coh,-343.675,1e-05,1e-05,0.000114,rand,denews-25-set1
55,itd,10,1e-05,1e-05,0.000114,rand,denews-25-set1
56,pmi,52.5065,1e-05,1e-05,0.000114,rand,denews-25-set1
56,coh,-335.618,1e-05,1e-05,0.000114,rand,denews-25-set1
56,itd,9.86667,1e-05,1e-05,0.000114,rand,denews-25-set1
57,pmi,-1.21494,1e-05,1e-05,0.000114,rand,denews-25-set1
57,coh,-235.557,1e-05,1e-05,0.000114,rand,denews-25-set1
57,itd,9.96667,1e-05,1e-05,0.000114,rand,denews-25-set1
58,pmi,4.26875,1e-05,1e-05,0.000114,rand,denews-25-set1
58,coh,-303.028,1e-05,1e-05,0.000114,rand,denews-25-set1
58,itd,10,1e-05,1e-05,0.000114,rand,denews-25-set1
59,pmi,27.5638,1e-05,1e-05,0.000114,rand,denews-25-set1
59,coh,-336.957,1e-05,1e-05,0.000114,rand,denews-25-set1
59,itd,9.95,1e-05,1e-05,0.000114,rand,denews-25-set1
60,pmi,33.5419,1e-05,1e-05,0.000114,rand,denews-25-set1
60,coh,-348.01,1e-05,1e-05,0.000114,rand,denews-25-set1
60,itd,9.88333,1e-05,1e-05,0.000114,rand,denews-25-set1
0,pmi,66.1552,1e-05,1e-05,0.000114,rgs,denews-25-set1
0,coh,-335.118,1e-05,1e-05,0.000114,rgs,denews-25-set1
0,itd,9.83051,1e-05,1e-05,0.000114,rgs,denews-25-set1
1,pmi,90.9672,1e-05,1e-05,0.000114,rgs,denews-25-set1
1,coh,-287.37,1e-05,1e-05,0.000114,rgs,denews-25-set1
1,itd,9.9322,1e-05,1e-05,0.000114,rgs,denews-25-set1
2,pmi,55.5158,1e-05,1e-05,0.000114,rgs,denews-25-set1
2,coh,-318.781,1e-05,1e-05,0.000114,rgs,denews-25-set1
2,itd,9.72881,1e-05,1e-05,0.000114,rgs,denews-25-set1
3,pmi,-15.3427,1e-05,1e-05,0.000114,rgs,denews-25-set1
3,coh,-248.023,1e-05,1e-05,0.000114,rgs,denews-25-set1
3,itd,9.94915,1e-05,1e-05,0.000114,rgs,denews-25-set1
4,pmi,38.8298,1e-05,1e-05,0.000114,rgs,denews-25-set1
4,coh,-312.738,1e-05,1e-05,0.000114,rgs,denews-25-set1
4,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
5,pmi,50.1318,1e-05,1e-05,0.000114,rgs,denews-25-set1
5,coh,-219.213,1e-05,1e-05,0.000114,rgs,denews-25-set1
5,itd,9.64407,1e-05,1e-05,0.000114,rgs,denews-25-set1
6,pmi,43.4232,1e-05,1e-05,0.000114,rgs,denews-25-set1
6,coh,-310.448,1e-05,1e-05,0.000114,rgs,denews-25-set1
6,itd,9.77966,1e-05,1e-05,0.000114,rgs,denews-25-set1
7,pmi,44.5862,1e-05,1e-05,0.000114,rgs,denews-25-set1
7,coh,-237.808,1e-05,1e-05,0.000114,rgs,denews-25-set1
7,itd,9.71186,1e-05,1e-05,0.000114,rgs,denews-25-set1
8,pmi,84.6482,1e-05,1e-05,0.000114,rgs,denews-25-set1
8,coh,-237.22,1e-05,1e-05,0.000114,rgs,denews-25-set1
8,itd,9.86441,1e-05,1e-05,0.000114,rgs,denews-25-set1
9,pmi,14.366,1e-05,1e-05,0.000114,rgs,denews-25-set1
9,coh,-352.325,1e-05,1e-05,0.000114,rgs,denews-25-set1
9,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
10,pmi,59.008,1e-05,1e-05,0.000114,rgs,denews-25-set1
10,coh,-296.043,1e-05,1e-05,0.000114,rgs,denews-25-set1
10,itd,9.84746,1e-05,1e-05,0.000114,rgs,denews-25-set1
11,pmi,21.1519,1e-05,1e-05,0.000114,rgs,denews-25-set1
11,coh,-300.858,1e-05,1e-05,0.000114,rgs,denews-25-set1
11,itd,9.91525,1e-05,1e-05,0.000114,rgs,denews-25-set1
12,pmi,84.3135,1e-05,1e-05,0.000114,rgs,denews-25-set1
12,coh,-288.619,1e-05,1e-05,0.000114,rgs,denews-25-set1
12,itd,9.94915,1e-05,1e-05,0.000114,rgs,denews-25-set1
13,pmi,-2.81252,1e-05,1e-05,0.000114,rgs,denews-25-set1
13,coh,-260.806,1e-05,1e-05,0.000114,rgs,denews-25-set1
13,itd,9.89831,1e-05,1e-05,0.000114,rgs,denews-25-set1
14,pmi,59.0834,1e-05,1e-05,0.000114,rgs,denews-25-set1
14,coh,-263.397,1e-05,1e-05,0.000114,rgs,denews-25-set1
14,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
15,pmi,52.3662,1e-05,1e-05,0.000114,rgs,denews-25-set1
15,coh,-338.131,1e-05,1e-05,0.000114,rgs,denews-25-set1
15,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
16,pmi,41.6535,1e-05,1e-05,0.000114,rgs,denews-25-set1
16,coh,-322.488,1e-05,1e-05,0.000114,rgs,denews-25-set1
16,itd,9.94915,1e-05,1e-05,0.000114,rgs,denews-25-set1
17,pmi,51.3852,1e-05,1e-05,0.000114,rgs,denews-25-set1
17,coh,-363.187,1e-05,1e-05,0.000114,rgs,denews-25-set1
17,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
18,pmi,35.6423,1e-05,1e-05,0.000114,rgs,denews-25-set1
18,coh,-282.165,1e-05,1e-05,0.000114,rgs,denews-25-set1
18,itd,9.79661,1e-05,1e-05,0.000114,rgs,denews-25-set1
19,pmi,46.9416,1e-05,1e-05,0.000114,rgs,denews-25-set1
19,coh,-354.244,1e-05,1e-05,0.000114,rgs,denews-25-set1
19,itd,9.76271,1e-05,1e-05,0.000114,rgs,denews-25-set1
20,pmi,14.6648,1e-05,1e-05,0.000114,rgs,denews-25-set1
20,coh,-344.762,1e-05,1e-05,0.000114,rgs,denews-25-set1
20,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
21,pmi,39.146,1e-05,1e-05,0.000114,rgs,denews-25-set1
21,coh,-255.659,1e-05,1e-05,0.000114,rgs,denews-25-set1
21,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
22,pmi,63.4039,1e-05,1e-05,0.000114,rgs,denews-25-set1
22,coh,-305.684,1e-05,1e-05,0.000114,rgs,denews-25-set1
22,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
23,pmi,47.4595,1e-05,1e-05,0.000114,rgs,denews-25-set1
23,coh,-179.567,1e-05,1e-05,0.000114,rgs,denews-25-set1
23,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
24,pmi,-38.8324,1e-05,1e-05,0.000114,rgs,denews-25-set1
24,coh,-284.092,1e-05,1e-05,0.000114,rgs,denews-25-set1
24,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
25,pmi,78.6551,1e-05,1e-05,0.000114,rgs,denews-25-set1
25,coh,-262.897,1e-05,1e-05,0.000114,rgs,denews-25-set1
25,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
26,pmi,49.6099,1e-05,1e-05,0.000114,rgs,denews-25-set1
26,coh,-318.084,1e-05,1e-05,0.000114,rgs,denews-25-set1
26,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
27,pmi,29.8706,1e-05,1e-05,0.000114,rgs,denews-25-set1
27,coh,-306.943,1e-05,1e-05,0.000114,rgs,denews-25-set1
27,itd,9.84746,1e-05,1e-05,0.000114,rgs,denews-25-set1
28,pmi,15.8931,1e-05,1e-05,0.000114,rgs,denews-25-set1
28,coh,-335.814,1e-05,1e-05,0.000114,rgs,denews-25-set1
28,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
29,pmi,55.9076,1e-05,1e-05,0.000114,rgs,denews-25-set1
29,coh,-160.269,1e-05,1e-05,0.000114,rgs,denews-25-set1
29,itd,9.83051,1e-05,1e-05,0.000114,rgs,denews-25-set1
30,pmi,26.0548,1e-05,1e-05,0.000114,rgs,denews-25-set1
30,coh,-218.164,1e-05,1e-05,0.000114,rgs,denews-25-set1
30,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
31,pmi,5.35699,1e-05,1e-05,0.000114,rgs,denews-25-set1
31,coh,-303.921,1e-05,1e-05,0.000114,rgs,denews-25-set1
31,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
32,pmi,7.11866,1e-05,1e-05,0.000114,rgs,denews-25-set1
32,coh,-286.222,1e-05,1e-05,0.000114,rgs,denews-25-set1
32,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
33,pmi,45.3386,1e-05,1e-05,0.000114,rgs,denews-25-set1
33,coh,-314.819,1e-05,1e-05,0.000114,rgs,denews-25-set1
33,itd,9.9661,1e-05,1e-05,0.000114,rgs,denews-25-set1
34,pmi,59.4768,1e-05,1e-05,0.000114,rgs,denews-25-set1
34,coh,-295.908,1e-05,1e-05,0.000114,rgs,denews-25-set1
34,itd,9.88136,1e-05,1e-05,0.000114,rgs,denews-25-set1
35,pmi,279.006,1e-05,1e-05,0.000114,rgs,denews-25-set1
35,coh,-235.267,1e-05,1e-05,0.000114,rgs,denews-25-set1
35,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
36,pmi,30.1518,1e-05,1e-05,0.000114,rgs,denews-25-set1
36,coh,-283.452,1e-05,1e-05,0.000114,rgs,denews-25-set1
36,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
37,pmi,-9.36042,1e-05,1e-05,0.000114,rgs,denews-25-set1
37,coh,-263.493,1e-05,1e-05,0.000114,rgs,denews-25-set1
37,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
38,pmi,-15.567,1e-05,1e-05,0.000114,rgs,denews-25-set1
38,coh,-323.41,1e-05,1e-05,0.000114,rgs,denews-25-set1
38,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
39,pmi,48.1379,1e-05,1e-05,0.000114,rgs,denews-25-set1
39,coh,-282.263,1e-05,1e-05,0.000114,rgs,denews-25-set1
39,itd,9.94915,1e-05,1e-05,0.000114,rgs,denews-25-set1
40,pmi,5.38196,1e-05,1e-05,0.000114,rgs,denews-25-set1
40,coh,-267.876,1e-05,1e-05,0.000114,rgs,denews-25-set1
40,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
41,pmi,51.9333,1e-05,1e-05,0.000114,rgs,denews-25-set1
41,coh,-305.61,1e-05,1e-05,0.000114,rgs,denews-25-set1
41,itd,9.9322,1e-05,1e-05,0.000114,rgs,denews-25-set1
42,pmi,-27.5879,1e-05,1e-05,0.000114,rgs,denews-25-set1
42,coh,-277.746,1e-05,1e-05,0.000114,rgs,denews-25-set1
42,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
43,pmi,1.63044,1e-05,1e-05,0.000114,rgs,denews-25-set1
43,coh,-297.026,1e-05,1e-05,0.000114,rgs,denews-25-set1
43,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
44,pmi,64.554,1e-05,1e-05,0.000114,rgs,denews-25-set1
44,coh,-225.812,1e-05,1e-05,0.000114,rgs,denews-25-set1
44,itd,9.9661,1e-05,1e-05,0.000114,rgs,denews-25-set1
45,pmi,54.7783,1e-05,1e-05,0.000114,rgs,denews-25-set1
45,coh,-186.148,1e-05,1e-05,0.000114,rgs,denews-25-set1
45,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
46,pmi,-17.2397,1e-05,1e-05,0.000114,rgs,denews-25-set1
46,coh,-269.962,1e-05,1e-05,0.000114,rgs,denews-25-set1
46,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
47,pmi,-14.3279,1e-05,1e-05,0.000114,rgs,denews-25-set1
47,coh,-332.775,1e-05,1e-05,0.000114,rgs,denews-25-set1
47,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
48,pmi,35.8769,1e-05,1e-05,0.000114,rgs,denews-25-set1
48,coh,-277.327,1e-05,1e-05,0.000114,rgs,denews-25-set1
48,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
49,pmi,41.3097,1e-05,1e-05,0.000114,rgs,denews-25-set1
49,coh,-317.956,1e-05,1e-05,0.000114,rgs,denews-25-set1
49,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
50,pmi,13.2811,1e-05,1e-05,0.000114,rgs,denews-25-set1
50,coh,-260.704,1e-05,1e-05,0.000114,rgs,denews-25-set1
50,itd,9.94915,1e-05,1e-05,0.000114,rgs,denews-25-set1
51,pmi,15.7374,1e-05,1e-05,0.000114,rgs,denews-25-set1
51,coh,-345.455,1e-05,1e-05,0.000114,rgs,denews-25-set1
51,itd,9.89831,1e-05,1e-05,0.000114,rgs,denews-25-set1
52,pmi,-41.3423,1e-05,1e-05,0.000114,rgs,denews-25-set1
52,coh,-258.546,1e-05,1e-05,0.000114,rgs,denews-25-set1
52,itd,10,1e-05,1e-05,0.000114,rgs,denews-25-set1
53,pmi,10.0298,1e-05,1e-05,0.000114,rgs,denews-25-set1
53,coh,-280.285,1e-05,1e-05,0.000114,rgs,denews-25-set1
53,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
54,pmi,-37.5412,1e-05,1e-05,0.000114,rgs,denews-25-set1
54,coh,-336.562,1e-05,1e-05,0.000114,rgs,denews-25-set1
54,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
55,pmi,65.5249,1e-05,1e-05,0.000114,rgs,denews-25-set1
55,coh,-219.854,1e-05,1e-05,0.000114,rgs,denews-25-set1
55,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
56,pmi,33.8983,1e-05,1e-05,0.000114,rgs,denews-25-set1
56,coh,-189.224,1e-05,1e-05,0.000114,rgs,denews-25-set1
56,itd,9.94915,1e-05,1e-05,0.000114,rgs,denews-25-set1
57,pmi,-12.7412,1e-05,1e-05,0.000114,rgs,denews-25-set1
57,coh,-303.15,1e-05,1e-05,0.000114,rgs,denews-25-set1
57,itd,9.9322,1e-05,1e-05,0.000114,rgs,denews-25-set1
58,pmi,-25.7551,1e-05,1e-05,0.000114,rgs,denews-25-set1
58,coh,-350.955,1e-05,1e-05,0.000114,rgs,denews-25-set1
58,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
59,pmi,15.4288,1e-05,1e-05,0.000114,rgs,denews-25-set1
59,coh,-310.68,1e-05,1e-05,0.000114,rgs,denews-25-set1
59,itd,9.98305,1e-05,1e-05,0.000114,rgs,denews-25-set1
0,pmi,114.286,1e-05,1e-05,0.000114,sa,denews-25-set1
0,coh,-143.828,1e-05,1e-05,0.000114,sa,denews-25-set1
0,itd,9.95946,1e-05,1e-05,0.000114,sa,denews-25-set1
1,pmi,81.3621,1e-05,1e-05,0.000114,sa,denews-25-set1
1,coh,-266.899,1e-05,1e-05,0.000114,sa,denews-25-set1
1,itd,9.94595,1e-05,1e-05,0.000114,sa,denews-25-set1
2,pmi,-12.9826,1e-05,1e-05,0.000114,sa,denews-25-set1
2,coh,-273.855,1e-05,1e-05,0.000114,sa,denews-25-set1
2,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
3,pmi,45.7429,1e-05,1e-05,0.000114,sa,denews-25-set1
3,coh,-263.04,1e-05,1e-05,0.000114,sa,denews-25-set1
3,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
4,pmi,63.253,1e-05,1e-05,0.000114,sa,denews-25-set1
4,coh,-278.24,1e-05,1e-05,0.000114,sa,denews-25-set1
4,itd,9.81081,1e-05,1e-05,0.000114,sa,denews-25-set1
5,pmi,48.4496,1e-05,1e-05,0.000114,sa,denews-25-set1
5,coh,-321.142,1e-05,1e-05,0.000114,sa,denews-25-set1
5,itd,9.87838,1e-05,1e-05,0.000114,sa,denews-25-set1
6,pmi,12.8459,1e-05,1e-05,0.000114,sa,denews-25-set1
6,coh,-264.625,1e-05,1e-05,0.000114,sa,denews-25-set1
6,itd,9.94595,1e-05,1e-05,0.000114,sa,denews-25-set1
7,pmi,51.3008,1e-05,1e-05,0.000114,sa,denews-25-set1
7,coh,-273.794,1e-05,1e-05,0.000114,sa,denews-25-set1
7,itd,9.82432,1e-05,1e-05,0.000114,sa,denews-25-set1
8,pmi,45.5744,1e-05,1e-05,0.000114,sa,denews-25-set1
8,coh,-310.167,1e-05,1e-05,0.000114,sa,denews-25-set1
8,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
9,pmi,28.6371,1e-05,1e-05,0.000114,sa,denews-25-set1
9,coh,-227.685,1e-05,1e-05,0.000114,sa,denews-25-set1
9,itd,9.87838,1e-05,1e-05,0.000114,sa,denews-25-set1
10,pmi,1.17107,1e-05,1e-05,0.000114,sa,denews-25-set1
10,coh,-293.299,1e-05,1e-05,0.000114,sa,denews-25-set1
10,itd,9.91892,1e-05,1e-05,0.000114,sa,denews-25-set1
11,pmi,78.3718,1e-05,1e-05,0.000114,sa,denews-25-set1
11,coh,-305.609,1e-05,1e-05,0.000114,sa,denews-25-set1
11,itd,9.91892,1e-05,1e-05,0.000114,sa,denews-25-set1
12,pmi,41.3294,1e-05,1e-05,0.000114,sa,denews-25-set1
12,coh,-322.425,1e-05,1e-05,0.000114,sa,denews-25-set1
12,itd,9.81081,1e-05,1e-05,0.000114,sa,denews-25-set1
13,pmi,63.514,1e-05,1e-05,0.000114,sa,denews-25-set1
13,coh,-260.329,1e-05,1e-05,0.000114,sa,denews-25-set1
13,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
14,pmi,33.1281,1e-05,1e-05,0.000114,sa,denews-25-set1
14,coh,-334.716,1e-05,1e-05,0.000114,sa,denews-25-set1
14,itd,9.90541,1e-05,1e-05,0.000114,sa,denews-25-set1
15,pmi,61.261,1e-05,1e-05,0.000114,sa,denews-25-set1
15,coh,-152.035,1e-05,1e-05,0.000114,sa,denews-25-set1
15,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
16,pmi,6.46529,1e-05,1e-05,0.000114,sa,denews-25-set1
16,coh,-312.493,1e-05,1e-05,0.000114,sa,denews-25-set1
16,itd,9.94595,1e-05,1e-05,0.000114,sa,denews-25-set1
17,pmi,50.7132,1e-05,1e-05,0.000114,sa,denews-25-set1
17,coh,-253.836,1e-05,1e-05,0.000114,sa,denews-25-set1
17,itd,9.93243,1e-05,1e-05,0.000114,sa,denews-25-set1
18,pmi,80.0853,1e-05,1e-05,0.000114,sa,denews-25-set1
18,coh,-278.713,1e-05,1e-05,0.000114,sa,denews-25-set1
18,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
19,pmi,23.6131,1e-05,1e-05,0.000114,sa,denews-25-set1
19,coh,-363.185,1e-05,1e-05,0.000114,sa,denews-25-set1
19,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
20,pmi,-62.5063,1e-05,1e-05,0.000114,sa,denews-25-set1
20,coh,-291.019,1e-05,1e-05,0.000114,sa,denews-25-set1
20,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
21,pmi,36.8046,1e-05,1e-05,0.000114,sa,denews-25-set1
21,coh,-285.022,1e-05,1e-05,0.000114,sa,denews-25-set1
21,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
22,pmi,36.5112,1e-05,1e-05,0.000114,sa,denews-25-set1
22,coh,-227.902,1e-05,1e-05,0.000114,sa,denews-25-set1
22,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
23,pmi,31.8845,1e-05,1e-05,0.000114,sa,denews-25-set1
23,coh,-338.045,1e-05,1e-05,0.000114,sa,denews-25-set1
23,itd,9.93243,1e-05,1e-05,0.000114,sa,denews-25-set1
24,pmi,26.1562,1e-05,1e-05,0.000114,sa,denews-25-set1
24,coh,-383.636,1e-05,1e-05,0.000114,sa,denews-25-set1
24,itd,9.87838,1e-05,1e-05,0.000114,sa,denews-25-set1
25,pmi,23.2872,1e-05,1e-05,0.000114,sa,denews-25-set1
25,coh,-268.379,1e-05,1e-05,0.000114,sa,denews-25-set1
25,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
26,pmi,58.8548,1e-05,1e-05,0.000114,sa,denews-25-set1
26,coh,-294.316,1e-05,1e-05,0.000114,sa,denews-25-set1
26,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
27,pmi,55.8449,1e-05,1e-05,0.000114,sa,denews-25-set1
27,coh,-219.242,1e-05,1e-05,0.000114,sa,denews-25-set1
27,itd,9.83784,1e-05,1e-05,0.000114,sa,denews-25-set1
28,pmi,33.9454,1e-05,1e-05,0.000114,sa,denews-25-set1
28,coh,-241.267,1e-05,1e-05,0.000114,sa,denews-25-set1
28,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
29,pmi,-1.52314,1e-05,1e-05,0.000114,sa,denews-25-set1
29,coh,-338.238,1e-05,1e-05,0.000114,sa,denews-25-set1
29,itd,9.94595,1e-05,1e-05,0.000114,sa,denews-25-set1
30,pmi,-20.0121,1e-05,1e-05,0.000114,sa,denews-25-set1
30,coh,-269.543,1e-05,1e-05,0.000114,sa,denews-25-set1
30,itd,9.95946,1e-05,1e-05,0.000114,sa,denews-25-set1
31,pmi,-38.8166,1e-05,1e-05,0.000114,sa,denews-25-set1
31,coh,-232.159,1e-05,1e-05,0.000114,sa,denews-25-set1
31,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
32,pmi,85.4189,1e-05,1e-05,0.000114,sa,denews-25-set1
32,coh,-215.191,1e-05,1e-05,0.000114,sa,denews-25-set1
32,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
33,pmi,-5.12709,1e-05,1e-05,0.000114,sa,denews-25-set1
33,coh,-295.485,1e-05,1e-05,0.000114,sa,denews-25-set1
33,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
34,pmi,19.8062,1e-05,1e-05,0.000114,sa,denews-25-set1
34,coh,-287.432,1e-05,1e-05,0.000114,sa,denews-25-set1
34,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
35,pmi,51.302,1e-05,1e-05,0.000114,sa,denews-25-set1
35,coh,-303.602,1e-05,1e-05,0.000114,sa,denews-25-set1
