inference,topic,vocabulary,count
null,9,9,0.00010846
null,9,10,0.00010846
null,9,11,0.00878525
null,9,12,0.00010846
null,9,13,0.0109544
null,9,14,0.00010846
null,9,15,0.00010846
null,9,16,0.00010846
null,9,17,0.00010846
null,9,18,0.00010846
null,9,19,0.00010846
null,9,20,0.00010846
null,10,1,0.000155763
null,10,2,0.0998442
null,10,3,0.292991
null,10,4,0.514174
null,10,5,0.000155763
null,10,6,0.000155763
null,10,7,0.000155763
null,10,8,0.000155763
null,10,9,0.000155763
null,10,10,0.000155763
null,10,11,0.0842679
null,10,12,0.000155763
null,10,13,0.000155763
null,10,14,0.000155763
null,10,15,0.000155763
null,10,16,0.000155763
null,10,17,0.00638629
null,10,18,0.000155763
null,10,19,0.000155763
null,10,20,0.000155763
null,11,1,0.000132979
null,11,2,0.239495
null,11,3,0.351197
null,11,4,0.0426862
null,11,5,0.000132979
null,11,6,0.000132979
null,11,7,0.130452
null,11,8,0.000132979
null,11,9,0.000132979
null,11,10,0.000132979
null,11,11,0.14109
null,11,12,0.000132979
null,11,13,0.000132979
null,11,14,0.000132979
null,11,15,0.000132979
null,11,16,0.0932181
null,11,17,0.000132979
null,11,18,0.000132979
null,11,19,0.000132979
null,11,20,0.000132979
null,12,1,0.000285714
null,12,2,0.0117143
null,12,3,0.000285714
null,12,4,0.526
null,12,5,0.000285714
null,12,6,0.000285714
null,12,7,0.337429
null,12,8,0.000285714
null,12,9,0.000285714
null,12,10,0.000285714
null,12,11,0.000285714
null,12,12,0.000285714
null,12,13,0.000285714
null,12,14,0.000285714
null,12,15,0.000285714
null,12,16,0.108857
null,12,17,0.000285714
null,12,18,0.006
null,12,19,0.006
null,12,20,0.000285714
null,13,1,0.000724638
null,13,2,0.000724638
null,13,3,0.000724638
null,13,4,0.71087
null,13,5,0.0442029
null,13,6,0.000724638
null,13,7,0.000724638
null,13,8,0.000724638
null,13,9,0.000724638
null,13,10,0.000724638
null,13,11,0.000724638
null,13,12,0.232609
null,13,13,0.000724638
null,13,14,0.000724638
null,13,15,0.000724638
null,13,16,0.000724638
null,13,17,0.000724638
null,13,18,0.000724638
null,13,19,0.000724638
null,13,20,0.000724638
crs,1,1,0.000121655
crs,1,2,0.0317518
crs,1,3,0.0536496
crs,1,4,0.605961
crs,1,5,0.000121655
crs,1,6,0.0414842
crs,1,7,0.000121655
crs,1,8,0.000121655
crs,1,9,0.000121655
crs,1,10,0.000121655
crs,1,11,0.0244526
crs,1,12,0.000121655
crs,1,13,0.000121655
crs,1,14,0.2118
crs,1,15,0.000121655
crs,1,16,0.0122871
crs,1,17,0.00255474
crs,1,18,0.0147202
crs,1,19,0.000121655
crs,1,20,0.000121655
crs,2,1,5.54939e-05
crs,2,2,5.54939e-05
crs,2,3,0.0144839
crs,2,4,0.0122642
crs,2,5,0.0966149
crs,2,6,5.54939e-05
crs,2,7,5.54939e-05
crs,2,8,5.54939e-05
crs,2,9,5.54939e-05
crs,2,10,5.54939e-05
crs,2,11,0.00560488
crs,2,12,0.838013
crs,2,13,5.54939e-05
crs,2,14,0.0211432
crs,2,15,5.54939e-05
crs,2,16,5.54939e-05
crs,2,17,5.54939e-05
crs,2,18,0.0111543
crs,2,19,5.54939e-05
crs,2,20,5.54939e-05
crs,3,1,9.90099e-05
crs,3,2,9.90099e-05
crs,3,3,0.01
crs,3,4,0.970396
crs,3,5,9.90099e-05
crs,3,6,9.90099e-05
crs,3,7,0.00207921
crs,3,8,9.90099e-05
crs,3,9,9.90099e-05
crs,3,10,9.90099e-05
crs,3,11,9.90099e-05
crs,3,12,9.90099e-05
crs,3,13,0.0159406
crs,3,14,9.90099e-05
crs,3,15,9.90099e-05
crs,3,16,9.90099e-05
crs,3,17,9.90099e-05
crs,3,18,9.90099e-05
crs,3,19,9.90099e-05
crs,3,20,9.90099e-05
crs,4,1,4.91642e-05
crs,4,2,0.249803
crs,4,3,0.465143
crs,4,4,0.0610128
crs,4,5,0.0039823
crs,4,6,0.0147984
crs,4,7,4.91642e-05
crs,4,8,4.91642e-05
crs,4,9,4.91642e-05
crs,4,10,0.00201573
crs,4,11,0.137709
crs,4,12,0.023648
crs,4,13,4.91642e-05
crs,4,14,0.037414
crs,4,15,0.0039823
crs,4,16,4.91642e-05
crs,4,17,4.91642e-05
crs,4,18,4.91642e-05
crs,4,19,4.91642e-05
crs,4,20,4.91642e-05
crs,5,1,5.56793e-05
crs,5,2,0.010078
crs,5,3,5.56793e-05
crs,5,4,0.00896437
crs,5,5,5.56793e-05
crs,5,6,0.00228285
crs,5,7,0.664866
crs,5,8,5.56793e-05
crs,5,9,0.0156459
crs,5,10,0.0178731
crs,5,11,5.56793e-05
crs,5,12,0.00673719
crs,5,13,5.56793e-05
crs,5,14,5.56793e-05
crs,5,15,5.56793e-05
crs,5,16,0.253953
crs,5,17,5.56793e-05
crs,5,18,5.56793e-05
crs,5,19,0.00562361
crs,5,20,0.0134187
crs,6,1,0.000102459
crs,6,2,0.000102459
crs,6,3,0.000102459
crs,6,4,0.0103484
crs,6,5,0.0697746
crs,6,6,0.000102459
crs,6,7,0.295184
crs,6,8,0.00215164
crs,6,9,0.000102459
crs,6,10,0.0103484
crs,6,11,0.00625
crs,6,12,0.424283
crs,6,13,0.000102459
crs,6,14,0.000102459
crs,6,15,0.000102459
crs,6,16,0.145594
crs,6,17,0.000102459
crs,6,18,0.000102459
crs,6,19,0.0164959
crs,6,20,0.0185451
crs,7,1,4.1425e-05
crs,7,2,0.0116404
crs,7,3,0.0398094
crs,7,4,0.00418393
crs,7,5,4.1425e-05
crs,7,6,0.217937
crs,7,7,0.0447804
crs,7,8,4.1425e-05
crs,7,9,4.1425e-05
crs,7,10,4.1425e-05
crs,7,11,4.1425e-05
crs,7,12,0.00998343
crs,7,13,4.1425e-05
crs,7,14,0.598219
crs,7,15,4.1425e-05
crs,7,16,0.0679785
crs,7,17,0.000869925
crs,7,18,0.00418393
crs,7,19,4.1425e-05
crs,7,20,4.1425e-05
crs,8,1,0.000229358
crs,8,2,0.000229358
crs,8,3,0.000229358
crs,8,4,0.541514
crs,8,5,0.0415138
crs,8,6,0.000229358
crs,8,7,0.0827982
crs,8,8,0.000229358
crs,8,9,0.000229358
crs,8,10,0.000229358
crs,8,11,0.000229358
crs,8,12,0.28922
crs,8,13,0.000229358
crs,8,14,0.000229358
crs,8,15,0.000229358
crs,8,16,0.0415138
crs,8,17,0.000229358
crs,8,18,0.000229358
crs,8,19,0.000229358
crs,8,20,0.000229358
crs,9,1,0.000128535
crs,9,2,0.120951
crs,9,3,0.285476
crs,9,4,0.483419
crs,9,5,0.000128535
crs,9,6,0.000128535
crs,9,7,0.000128535
crs,9,8,0.000128535
crs,9,9,0.000128535
crs,9,10,0.000128535
crs,9,11,0.108098
crs,9,12,0.000128535
crs,9,13,0.000128535
crs,9,14,0.000128535
crs,9,15,0.000128535
crs,9,16,0.000128535
crs,9,17,0.000128535
crs,9,18,0.000128535
crs,9,19,0.000128535
crs,9,20,0.000128535
rand,1,1,9.19118e-05
rand,1,2,9.19118e-05
rand,1,3,0.047886
rand,1,4,0.143474
rand,1,5,9.19118e-05
rand,1,6,0.180239
rand,1,7,0.0129596
rand,1,8,9.19118e-05
rand,1,9,9.19118e-05
rand,1,10,9.19118e-05
rand,1,11,0.0111213
rand,1,12,0.00193015
rand,1,13,0.00193015
rand,1,14,0.531342
rand,1,15,9.19118e-05
rand,1,16,0.0497243
rand,1,17,0.00376838
rand,1,18,0.0147978
rand,1,19,9.19118e-05
rand,1,20,9.19118e-05
rand,2,1,0.000165563
rand,2,2,0.125993
rand,2,3,0.314735
rand,2,4,0.463742
rand,2,5,0.000165563
rand,2,6,0.000165563
rand,2,7,0.000165563
rand,2,8,0.000165563
rand,2,9,0.000165563
rand,2,10,0.000165563
rand,2,11,0.0928808
rand,2,12,0.000165563
rand,2,13,0.000165563
rand,2,14,0.000165563
rand,2,15,0.000165563
rand,2,16,0.000165563
rand,2,17,0.000165563
rand,2,18,0.000165563
rand,2,19,0.000165563
rand,2,20,0.000165563
rand,3,1,9.5057e-05
rand,3,2,0.313783
rand,3,3,0.454468
rand,3,4,0.0514259
rand,3,5,9.5057e-05
rand,3,6,9.5057e-05
rand,3,7,0.0305133
rand,3,8,9.5057e-05
rand,3,9,9.5057e-05
rand,3,10,9.5057e-05
rand,3,11,0.148384
rand,3,12,9.5057e-05
rand,3,13,9.5057e-05
rand,3,14,9.5057e-05
rand,3,15,9.5057e-05
rand,3,16,9.5057e-05
rand,3,17,9.5057e-05
rand,3,18,9.5057e-05
rand,3,19,9.5057e-05
rand,3,20,9.5057e-05
rand,4,1,5.74053e-05
rand,4,2,5.74053e-05
rand,4,3,0.00350172
rand,4,4,0.017279
rand,4,5,0.104535
rand,4,6,5.74053e-05
rand,4,7,5.74053e-05
rand,4,8,5.74053e-05
rand,4,9,5.74053e-05
rand,4,10,5.74053e-05
rand,4,11,5.74053e-05
rand,4,12,0.848507
rand,4,13,5.74053e-05
rand,4,14,0.0149828
rand,4,15,5.74053e-05
rand,4,16,5.74053e-05
rand,4,17,5.74053e-05
rand,4,18,0.0103904
rand,4,19,5.74053e-05
rand,4,20,5.74053e-05
rand,5,1,8.03859e-05
rand,5,2,0.0177653
rand,5,3,0.0225884
rand,5,4,0.940595
rand,5,5,8.03859e-05
rand,5,6,8.03859e-05
rand,5,7,8.03859e-05
rand,5,8,8.03859e-05
rand,5,9,8.03859e-05
rand,5,10,8.03859e-05
rand,5,11,0.00811897
rand,5,12,8.03859e-05
rand,5,13,0.00972669
rand,5,14,8.03859e-05
rand,5,15,8.03859e-05
rand,5,16,8.03859e-05
rand,5,17,8.03859e-05
rand,5,18,8.03859e-05
rand,5,19,8.03859e-05
rand,5,20,8.03859e-05
rand,6,1,8.53242e-05
rand,6,2,0.17244
rand,6,3,0.421587
rand,6,4,0.0666382
rand,6,5,0.0154437
rand,6,6,0.030802
rand,6,7,8.53242e-05
rand,6,8,8.53242e-05
rand,6,9,8.53242e-05
rand,6,10,0.00179181
rand,6,11,0.126365
rand,6,12,0.0973549
rand,6,13,8.53242e-05
rand,6,14,0.0563993
rand,6,15,0.00691126
rand,6,16,8.53242e-05
rand,6,17,8.53242e-05
rand,6,18,0.00349829
rand,6,19,8.53242e-05
rand,6,20,8.53242e-05
rand,7,1,0.000108696
rand,7,2,0.000108696
rand,7,3,0.000108696
rand,7,4,0.00445652
rand,7,5,0.0522826
rand,7,6,0.000108696
rand,7,7,0.276196
rand,7,8,0.00228261
rand,7,9,0.000108696
rand,7,10,0.000108696
rand,7,11,0.00445652
rand,7,12,0.45663
rand,7,13,0.000108696
rand,7,14,0.000108696
rand,7,15,0.000108696
rand,7,16,0.1675
rand,7,17,0.000108696
rand,7,18,0.000108696
rand,7,19,0.0175
rand,7,20,0.0175
rand,8,1,9.96016e-05
rand,8,2,9.96016e-05
rand,8,3,0.0299801
rand,8,4,0.00408367
rand,8,5,9.96016e-05
rand,8,6,0.189343
rand,8,7,0.169422
rand,8,8,9.96016e-05
rand,8,9,9.96016e-05
rand,8,10,0.0060757
rand,8,11,9.96016e-05
rand,8,12,9.96016e-05
rand,8,13,9.96016e-05
rand,8,14,0.52002
rand,8,15,9.96016e-05
rand,8,16,0.0797809
rand,8,17,9.96016e-05
rand,8,18,9.96016e-05
rand,8,19,9.96016e-05
rand,8,20,9.96016e-05
rand,9,1,0.000115207
rand,9,2,0.0346774
rand,9,3,0.0623272
rand,9,4,0.000115207
rand,9,5,0.000115207
rand,9,6,0.198272
rand,9,7,0.0162442
rand,9,8,0.000115207
rand,9,9,0.00241935
rand,9,10,0.000115207
rand,9,11,0.000115207
rand,9,12,0.0185484
rand,9,13,0.000115207
rand,9,14,0.587673
rand,9,15,0.000115207
rand,9,16,0.0738479
rand,9,17,0.000115207
rand,9,18,0.0047235
rand,9,19,0.000115207
rand,9,20,0.000115207
rand,10,1,6.26566e-05
rand,10,2,0.00632832
rand,10,3,0.00758145
rand,10,4,0.0151003
rand,10,5,6.26566e-05
rand,10,6,6.26566e-05
rand,10,7,0.636654
rand,10,8,6.26566e-05
rand,10,9,0.0163534
rand,10,10,0.0238722
rand,10,11,0.00632832
rand,10,12,6.26566e-05
rand,10,13,6.26566e-05
rand,10,14,0.0188596
rand,10,15,6.26566e-05
rand,10,16,0.24693
rand,10,17,6.26566e-05
rand,10,18,6.26566e-05
rand,10,19,0.00632832
rand,10,20,0.0151003
rand,11,1,0.00027027
rand,11,2,0.0110811
rand,11,3,0.00027027
rand,11,4,0.605676
rand,11,5,0.0543243
rand,11,6,0.00027027
rand,11,7,0.0327027
rand,11,8,0.00027027
rand,11,9,0.00027027
rand,11,10,0.00027027
rand,11,11,0.00027027
rand,11,12,0.281351
rand,11,13,0.00567568
rand,11,14,0.00027027
rand,11,15,0.00027027
rand,11,16,0.00027027
rand,11,17,0.00027027
rand,11,18,0.00027027
rand,11,19,0.00027027
rand,11,20,0.00567568
rand,12,1,0.000241546
rand,12,2,0.000241546
rand,12,3,0.000241546
rand,12,4,0.599275
rand,12,5,0.000241546
rand,12,6,0.000241546
rand,12,7,0.280435
rand,12,8,0.000241546
rand,12,9,0.000241546
rand,12,10,0.000241546
rand,12,11,0.00990338
rand,12,12,0.000241546
rand,12,13,0.000241546
rand,12,14,0.000241546
rand,12,15,0.000241546
rand,12,16,0.106522
rand,12,17,0.000241546
rand,12,18,0.000241546
rand,12,19,0.000241546
rand,12,20,0.000241546
rgs,1,1,0.00025641
rgs,1,2,0.00025641
rgs,1,3,0.00025641
rgs,1,4,0.24641
rgs,1,5,0.00025641
rgs,1,6,0.251538
rgs,1,7,0.00025641
rgs,1,8,0.00025641
rgs,1,9,0.00025641
rgs,1,10,0.00025641
rgs,1,11,0.00025641
rgs,1,12,0.00025641
rgs,1,13,0.00025641
rgs,1,14,0.456667
rgs,1,15,0.00025641
rgs,1,16,0.00025641
rgs,1,17,0.0105128
rgs,1,18,0.0310256
rgs,1,19,0.00025641
rgs,1,20,0.00025641
rgs,2,1,7.84929e-05
rgs,2,2,0.279513
rgs,2,3,0.491444
rgs,2,4,0.050314
rgs,2,5,7.84929e-05
rgs,2,6,7.84929e-05
rgs,2,7,0.0204867
rgs,2,8,7.84929e-05
rgs,2,9,7.84929e-05
rgs,2,10,0.00478807
rgs,2,11,0.147645
rgs,2,12,7.84929e-05
rgs,2,13,7.84929e-05
rgs,2,14,0.00164835
rgs,2,15,0.00321821
rgs,2,16,7.84929e-05
rgs,2,17,7.84929e-05
rgs,2,18,7.84929e-05
rgs,2,19,7.84929e-05
rgs,2,20,7.84929e-05
rgs,3,1,6.21118e-05
rgs,3,2,6.21118e-05
rgs,3,3,0.00751553
rgs,3,4,0.00875776
rgs,3,5,0.094472
rgs,3,6,0.00254658
rgs,3,7,6.21118e-05
rgs,3,8,6.21118e-05
rgs,3,9,6.21118e-05
rgs,3,10,6.21118e-05
rgs,3,11,0.00503106
rgs,3,12,0.846025
rgs,3,13,6.21118e-05
rgs,3,14,0.0236646
rgs,3,15,6.21118e-05
rgs,3,16,6.21118e-05
rgs,3,17,6.21118e-05
rgs,3,18,0.0112422
rgs,3,19,6.21118e-05
rgs,3,20,6.21118e-05
rgs,4,1,6.61376e-05
rgs,4,2,0.00800265
rgs,4,3,0.0146164
rgs,4,4,0.952447
rgs,4,5,6.61376e-05
rgs,4,6,0.00138889
rgs,4,7,6.61376e-05
rgs,4,8,6.61376e-05
rgs,4,9,6.61376e-05
rgs,4,10,6.61376e-05
rgs,4,11,0.0119709
rgs,4,12,6.61376e-05
rgs,4,13,0.0106481
rgs,4,14,6.61376e-05
rgs,4,15,6.61376e-05
rgs,4,16,6.61376e-05
rgs,4,17,6.61376e-05
rgs,4,18,6.61376e-05
rgs,4,19,6.61376e-05
rgs,4,20,6.61376e-05
rgs,5,1,0.000111111
rgs,5,2,0.173444
rgs,5,3,0.400111
rgs,5,4,0.0734444
rgs,5,5,0.0156667
rgs,5,6,0.0467778
rgs,5,7,0.000111111
rgs,5,8,0.000111111
rgs,5,9,0.000111111
rgs,5,10,0.000111111
rgs,5,11,0.129
rgs,5,12,0.0712222
rgs,5,13,0.000111111
rgs,5,14,0.0845556
rgs,5,15,0.00455556
rgs,5,16,0.000111111
rgs,5,17,0.000111111
rgs,5,18,0.000111111
rgs,5,19,0.000111111
rgs,5,20,0.000111111
rgs,6,1,0.00037594
rgs,6,2,0.00037594
rgs,6,3,0.00037594
rgs,6,4,0.00037594
rgs,6,5,0.00037594
rgs,6,6,0.0906015
rgs,6,7,0.331203
rgs,6,8,0.00037594
rgs,6,9,0.00037594
rgs,6,10,0.00037594
rgs,6,11,0.00789474
rgs,6,12,0.00037594
rgs,6,13,0.00037594
rgs,6,14,0.489098
rgs,6,15,0.00037594
rgs,6,16,0.0755639
rgs,6,17,0.00037594
rgs,6,18,0.00037594
rgs,6,19,0.00037594
rgs,6,20,0.00037594
rgs,7,1,0.00010661
rgs,7,2,0.00010661
rgs,7,3,0.004371
rgs,7,4,0.0107676
rgs,7,5,0.0747335
rgs,7,6,0.00010661
rgs,7,7,0.247441
rgs,7,8,0.00223881
rgs,7,9,0.00010661
rgs,7,10,0.00863539
rgs,7,11,0.00010661
rgs,7,12,0.484115
rgs,7,13,0.00010661
rgs,7,14,0.00010661
rgs,7,15,0.00010661
rgs,7,16,0.132303
rgs,7,17,0.00010661
rgs,7,18,0.00010661
rgs,7,19,0.0128998
rgs,7,20,0.0214286
rgs,8,1,4.41696e-05
rgs,8,2,0.0194788
rgs,8,3,0.0556979
rgs,8,4,0.00711131
rgs,8,5,4.41696e-05
rgs,8,6,0.187323
rgs,8,7,0.0442138
rgs,8,8,4.41696e-05
rgs,8,9,4.41696e-05
rgs,8,10,4.41696e-05
rgs,8,11,4.41696e-05
rgs,8,12,0.0291961
rgs,8,13,4.41696e-05
rgs,8,14,0.576899
rgs,8,15,4.41696e-05
rgs,8,16,0.0742491
rgs,8,17,4.41696e-05
rgs,8,18,0.00534452
rgs,8,19,4.41696e-05
rgs,8,20,4.41696e-05
rgs,9,1,0.000204918
rgs,9,2,0.000204918
rgs,9,3,0.000204918
rgs,9,4,0.545287
rgs,9,5,0.0657787
rgs,9,6,0.000204918
rgs,9,7,0.0206967
rgs,9,8,0.000204918
rgs,9,9,0.000204918
rgs,9,10,0.000204918
rgs,9,11,0.000204918
rgs,9,12,0.340369
rgs,9,13,0.000204918
rgs,9,14,0.000204918
rgs,9,15,0.000204918
rgs,9,16,0.0247951
rgs,9,17,0.000204918
rgs,9,18,0.000204918
rgs,9,19,0.000204918
rgs,9,20,0.000204918
rgs,10,1,5.52486e-05
rgs,10,2,0.0122099
rgs,10,3,0.00116022
rgs,10,4,0.0144199
rgs,10,5,5.52486e-05
rgs,10,6,5.52486e-05
rgs,10,7,0.647569
rgs,10,8,5.52486e-05
rgs,10,9,0.0155249
rgs,10,10,0.0177348
rgs,10,11,5.52486e-05
rgs,10,12,0.0122099
rgs,10,13,5.52486e-05
rgs,10,14,0.00116022
rgs,10,15,5.52486e-05
rgs,10,16,0.257514
rgs,10,17,5.52486e-05
rgs,10,18,5.52486e-05
rgs,10,19,0.00779006
rgs,10,20,0.0122099
rgs,11,1,0.00016129
rgs,11,2,0.135645
rgs,11,3,0.309839
rgs,11,4,0.442097
rgs,11,5,0.00016129
rgs,11,6,0.00016129
rgs,11,7,0.00016129
rgs,11,8,0.00016129
rgs,11,9,0.00016129
rgs,11,10,0.00016129
rgs,11,11,0.109839
rgs,11,12,0.00016129
rgs,11,13,0.00016129
rgs,11,14,0.00016129
rgs,11,15,0.00016129
rgs,11,16,0.00016129
rgs,11,17,0.00016129
rgs,11,18,0.00016129
rgs,11,19,0.00016129
rgs,11,20,0.00016129
sa,1,1,0.000641026
sa,1,2,0.0262821
sa,1,3,0.000641026
sa,1,4,0.346795
sa,1,5,0.0391026
sa,1,6,0.000641026
sa,1,7,0.000641026
sa,1,8,0.000641026
sa,1,9,0.000641026
sa,1,10,0.000641026
sa,1,11,0.000641026
sa,1,12,0.21859
sa,1,13,0.000641026
sa,1,14,0.269872
sa,1,15,0.000641026
sa,1,16,0.0519231
sa,1,17,0.000641026
sa,1,18,0.0391026
sa,1,19,0.000641026
sa,1,20,0.000641026
sa,2,1,0.000322581
sa,2,2,0.000322581
sa,2,3,0.000322581
sa,2,4,0.716452
sa,2,5,0.026129
sa,2,6,0.000322581
sa,2,7,0.00677419
sa,2,8,0.000322581
sa,2,9,0.000322581
sa,2,10,0.000322581
sa,2,11,0.000322581
sa,2,12,0.232581
sa,2,13,0.0132258
sa,2,14,0.000322581
sa,2,15,0.000322581
sa,2,16,0.000322581
sa,2,17,0.000322581
sa,2,18,0.000322581
sa,2,19,0.000322581
sa,2,20,0.000322581
sa,3,1,0.00018797
sa,3,2,0.101692
sa,3,3,0.338534
sa,3,4,0.458835
sa,3,5,0.00018797
sa,3,6,0.00018797
sa,3,7,0.00018797
sa,3,8,0.00018797
sa,3,9,0.00018797
sa,3,10,0.00018797
sa,3,11,0.0979323
sa,3,12,0.00018797
sa,3,13,0.00018797
sa,3,14,0.00018797
sa,3,15,0.00018797
sa,3,16,0.00018797
sa,3,17,0.00018797
sa,3,18,0.00018797
sa,3,19,0.00018797
sa,3,20,0.00018797
sa,4,1,0.000218341
sa,4,2,0.000218341
sa,4,3,0.000218341
sa,4,4,0.615939
sa,4,5,0.000218341
sa,4,6,0.000218341
sa,4,7,0.284061
sa,4,8,0.000218341
sa,4,9,0.000218341
sa,4,10,0.000218341
sa,4,11,0.000218341
sa,4,12,0.000218341
sa,4,13,0.000218341
sa,4,14,0.000218341
sa,4,15,0.000218341
sa,4,16,0.0875546
sa,4,17,0.000218341
sa,4,18,0.00895197
sa,4,19,0.000218341
sa,4,20,0.000218341
sa,5,1,8.02568e-05
sa,5,2,0.00489567
sa,5,3,8.02568e-05
sa,5,4,0.00329053
sa,5,5,0.0610754
sa,5,6,8.02568e-05
sa,5,7,0.295425
sa,5,8,0.00168539
sa,5,9,0.00489567
sa,5,10,0.0113162
sa,5,11,0.00489567
sa,5,12,0.455939
sa,5,13,8.02568e-05
sa,5,14,8.02568e-05
sa,5,15,8.02568e-05
sa,5,16,0.134912
sa,5,17,8.02568e-05
sa,5,18,8.02568e-05
sa,5,19,0.00810594
sa,5,20,0.0129213
sa,6,1,7.19424e-05
