inference,topic,vocabulary,count
null,6,3,3.79939e-05
null,6,4,0.0403116
null,6,5,0.0197948
null,6,6,0.0159954
null,6,7,0.00155775
null,6,8,0.0327128
null,6,9,0.00611702
null,6,10,3.79939e-05
null,6,11,0.0182751
null,6,12,0.0258739
null,6,13,3.79939e-05
null,6,14,0.318427
null,6,15,0.0547492
null,6,16,0.294871
null,6,17,0.0486702
null,6,18,0.00763678
null,6,19,0.0144757
null,6,20,3.79939e-05
null,7,1,0.032396
null,7,2,0.127157
null,7,3,3.85208e-05
null,7,4,3.85208e-05
null,7,5,0.0177581
null,7,6,0.00697227
null,7,7,0.0108243
null,7,8,0.00312018
null,7,9,0.0285439
null,7,10,0.0262327
null,7,11,0.0038906
null,7,12,0.0817026
null,7,13,3.85208e-05
null,7,14,0.0169877
null,7,15,0.452273
null,7,16,0.023151
null,7,17,0.00543143
null,7,18,0.0909476
null,7,19,0.0678351
null,7,20,0.00466102
crs,1,1,4.85437e-05
crs,1,2,4.85437e-05
crs,1,3,4.85437e-05
crs,1,4,0.00199029
crs,1,5,0.472864
crs,1,6,4.85437e-05
crs,1,7,0.00587379
crs,1,8,4.85437e-05
crs,1,9,0.0146117
crs,1,10,0.0204369
crs,1,11,0.0709223
crs,1,12,0.10199
crs,1,13,4.85437e-05
crs,1,14,4.85437e-05
crs,1,15,0.00975728
crs,1,16,4.85437e-05
crs,1,17,0.00101942
crs,1,18,0.0757767
crs,1,19,0.219466
crs,1,20,0.00490291
crs,2,1,3.85208e-05
crs,2,2,3.85208e-05
crs,2,3,0.0177581
crs,2,4,3.85208e-05
crs,2,5,0.00157935
crs,2,6,0.00466102
crs,2,7,0.00466102
crs,2,8,3.85208e-05
crs,2,9,0.531626
crs,2,10,0.0300847
crs,2,11,3.85208e-05
crs,2,12,0.00312018
crs,2,13,0.0131356
crs,2,14,0.0100539
crs,2,15,0.0270031
crs,2,16,0.00697227
crs,2,17,0.0100539
crs,2,18,0.330547
crs,2,19,0.00697227
crs,2,20,0.00157935
crs,3,1,4.46429e-05
crs,3,2,4.46429e-05
crs,3,3,4.46429e-05
crs,3,4,0.0205804
crs,3,5,4.46429e-05
crs,3,6,4.46429e-05
crs,3,7,0.225938
crs,3,8,4.46429e-05
crs,3,9,4.46429e-05
crs,3,10,0.630402
crs,3,11,4.46429e-05
crs,3,12,4.46429e-05
crs,3,13,0.0446875
crs,3,14,4.46429e-05
crs,3,15,0.00629464
crs,3,16,0.0437946
crs,3,17,4.46429e-05
crs,3,18,0.00540179
crs,3,19,4.46429e-05
crs,3,20,0.0223661
crs,4,1,0.0942912
crs,4,2,0.00616858
crs,4,3,0.00386973
crs,4,4,0.0406513
crs,4,5,0.0168966
crs,4,6,0.0191954
crs,4,7,3.83142e-05
crs,4,8,0.0398851
crs,4,9,3.83142e-05
crs,4,10,0.00157088
crs,4,11,0.0191954
crs,4,12,0.0191954
crs,4,13,3.83142e-05
crs,4,14,0.333372
crs,4,15,0.0437165
crs,4,16,0.298889
crs,4,17,0.0475479
crs,4,18,0.00616858
crs,4,19,0.00923372
crs,4,20,3.83142e-05
crs,5,1,0.0297731
crs,5,2,0.133059
crs,5,3,3.91236e-05
crs,5,4,3.91236e-05
crs,5,5,0.0172535
crs,5,6,0.00551643
crs,5,7,0.00864632
crs,5,8,0.00316901
crs,5,9,0.0242958
crs,5,10,0.0282081
crs,5,11,0.0062989
crs,5,12,0.0790689
crs,5,13,3.91236e-05
crs,5,14,0.0117762
crs,5,15,0.463263
crs,5,16,0.0203834
crs,5,17,0.00551643
crs,5,18,0.0837637
crs,5,19,0.0751565
crs,5,20,0.00473396
rand,1,1,0.00011236
rand,1,2,0.00011236
rand,1,3,0.00011236
rand,1,4,0.00011236
rand,1,5,0.269775
rand,1,6,0.00011236
rand,1,7,0.00011236
rand,1,8,0.00011236
rand,1,9,0.23382
rand,1,10,0.00011236
rand,1,11,0.0517978
rand,1,12,0.0473034
rand,1,13,0.0113483
rand,1,14,0.00910112
rand,1,15,0.00011236
rand,1,16,0.00011236
rand,1,17,0.00011236
rand,1,18,0.209101
rand,1,19,0.166404
rand,1,20,0.00011236
rand,2,1,6.90608e-05
rand,2,2,6.90608e-05
rand,2,3,0.00145028
rand,2,4,0.00559392
rand,2,5,0.508356
rand,2,6,6.90608e-05
rand,2,7,0.00145028
rand,2,8,6.90608e-05
rand,2,9,0.00283149
rand,2,10,0.0207873
rand,2,11,0.0608425
rand,2,12,0.106423
rand,2,13,0.00145028
rand,2,14,6.90608e-05
rand,2,15,0.0138812
rand,2,16,6.90608e-05
rand,2,17,6.90608e-05
rand,2,18,0.0649862
rand,2,19,0.208633
rand,2,20,0.00283149
rand,3,1,4.60829e-05
rand,3,2,0.00557604
rand,3,3,0.0249309
rand,3,4,4.60829e-05
rand,3,5,0.0018894
rand,3,6,0.0064977
rand,3,7,4.60829e-05
rand,3,8,4.60829e-05
rand,3,9,0.544747
rand,3,10,0.0194009
rand,3,11,4.60829e-05
rand,3,12,4.60829e-05
rand,3,13,0.0120276
rand,3,14,0.0064977
rand,3,15,0.0341475
rand,3,16,0.000967742
rand,3,17,0.0064977
rand,3,18,0.327235
rand,3,19,0.0064977
rand,3,20,0.00281106
rand,4,1,4.31779e-05
rand,4,2,4.31779e-05
rand,4,3,4.31779e-05
rand,4,4,0.0190415
rand,4,5,4.31779e-05
rand,4,6,4.31779e-05
rand,4,7,0.226295
rand,4,8,0.000906736
rand,4,9,4.31779e-05
rand,4,10,0.628713
rand,4,11,0.00349741
rand,4,12,0.00695164
rand,4,13,0.041494
rand,4,14,4.31779e-05
rand,4,15,0.00177029
rand,4,16,0.0449482
rand,4,17,0.00349741
rand,4,18,4.31779e-05
rand,4,19,4.31779e-05
rand,4,20,0.0224957
rand,5,1,0.0926983
rand,5,2,0.00596738
rand,5,3,3.70645e-05
rand,5,4,0.0385841
rand,5,5,0.0185693
rand,5,6,0.017828
rand,5,7,3.70645e-05
rand,5,8,0.0378428
rand,5,9,0.00374351
rand,5,10,0.00151964
rand,5,11,0.0207932
rand,5,12,0.023017
rand,5,13,3.70645e-05
rand,5,14,0.323239
rand,5,15,0.0548925
rand,5,16,0.292105
rand,5,17,0.0474796
rand,5,18,0.0111564
rand,5,19,0.0104151
rand,5,20,3.70645e-05
rand,6,1,0.0283635
rand,6,2,0.129072
rand,6,3,3.93391e-05
rand,6,4,3.93391e-05
rand,6,5,0.0142014
rand,6,6,0.00554681
rand,6,7,0.0102675
rand,6,8,0.00318647
rand,6,9,0.0267899
rand,6,10,0.0299371
rand,6,11,0.00554681
rand,6,12,0.077144
rand,6,13,3.93391e-05
rand,6,14,0.0126279
rand,6,15,0.454799
rand,6,16,0.0212825
rand,6,17,0.0063336
rand,6,18,0.0928796
rand,6,19,0.0763572
rand,6,20,0.00554681
rgs,1,1,7.97448e-05
rgs,1,2,7.97448e-05
rgs,1,3,7.97448e-05
rgs,1,4,0.00805423
rgs,1,5,0.483333
rgs,1,6,7.97448e-05
rgs,1,7,7.97448e-05
rgs,1,8,7.97448e-05
rgs,1,9,0.00645933
rgs,1,10,0.0176236
rgs,1,11,0.0559011
rgs,1,12,0.100558
rgs,1,13,0.00486443
rgs,1,14,7.97448e-05
rgs,1,15,0.0208134
rgs,1,16,7.97448e-05
rgs,1,17,7.97448e-05
rgs,1,18,0.0606858
rgs,1,19,0.239314
rgs,1,20,0.00167464
rgs,2,1,0.00653105
rgs,2,2,0.000107066
rgs,2,3,0.00224839
rgs,2,4,0.000107066
rgs,2,5,0.304176
rgs,2,6,0.000107066
rgs,2,7,0.000107066
rgs,2,8,0.000107066
rgs,2,9,0.184261
rgs,2,10,0.00224839
rgs,2,11,0.0686296
rgs,2,12,0.0407923
rgs,2,13,0.00867238
rgs,2,14,0.0172377
rgs,2,15,0.000107066
rgs,2,16,0.0172377
rgs,2,17,0.000107066
rgs,2,18,0.194968
rgs,2,19,0.152141
rgs,2,20,0.000107066
rgs,3,1,0.00294118
rgs,3,2,0.00294118
rgs,3,3,0.00294118
rgs,3,4,0.00294118
rgs,3,5,0.944118
rgs,3,6,0.00294118
rgs,3,7,0.00294118
rgs,3,8,0.00294118
rgs,3,9,0.00294118
rgs,3,10,0.00294118
rgs,3,11,0.00294118
rgs,3,12,0.00294118
rgs,3,13,0.00294118
rgs,3,14,0.00294118
rgs,3,15,0.00294118
rgs,3,16,0.00294118
rgs,3,17,0.00294118
rgs,3,18,0.00294118
rgs,3,19,0.00294118
rgs,3,20,0.00294118
rgs,4,1,4.329e-05
rgs,4,2,0.00350649
rgs,4,3,0.0225541
rgs,4,4,4.329e-05
rgs,4,5,4.329e-05
rgs,4,6,0.0069697
rgs,4,7,0.0061039
rgs,4,8,4.329e-05
rgs,4,9,0.527316
rgs,4,10,0.0320779
rgs,4,11,4.329e-05
rgs,4,12,0.00177489
rgs,4,13,0.0121645
rgs,4,14,0.0052381
rgs,4,15,0.0450649
rgs,4,16,4.329e-05
rgs,4,17,0.00350649
rgs,4,18,0.322987
rgs,4,19,0.0087013
rgs,4,20,0.00177489
rgs,5,1,4.41306e-05
rgs,5,2,4.41306e-05
rgs,5,3,4.41306e-05
rgs,5,4,0.0168138
rgs,5,5,4.41306e-05
rgs,5,6,4.41306e-05
rgs,5,7,0.227758
rgs,5,8,4.41306e-05
rgs,5,9,4.41306e-05
rgs,5,10,0.626699
rgs,5,11,0.00533981
rgs,5,12,0.00622242
rgs,5,13,0.0406443
rgs,5,14,4.41306e-05
rgs,5,15,0.00710503
rgs,5,16,0.0415269
rgs,5,17,0.00357458
rgs,5,18,4.41306e-05
rgs,5,19,4.41306e-05
rgs,5,20,0.0238747
rgs,6,1,0.0895022
rgs,6,2,0.00725108
rgs,6,3,0.000757576
rgs,6,4,0.0382756
rgs,6,5,0.0281746
rgs,6,6,0.0166306
rgs,6,7,3.6075e-05
rgs,6,8,0.0389971
rgs,6,9,0.00941558
rgs,6,10,3.6075e-05
rgs,6,11,0.0180736
rgs,6,12,0.0224026
rgs,6,13,3.6075e-05
rgs,6,14,0.316775
rgs,6,15,0.0505411
rgs,6,16,0.291522
rgs,6,17,0.0505411
rgs,6,18,0.00797258
rgs,6,19,0.0130231
rgs,6,20,3.6075e-05
rgs,7,1,0.0272837
rgs,7,2,0.13145
rgs,7,3,4.00641e-05
rgs,7,4,0.000841346
rgs,7,5,0.0264824
rgs,7,6,0.00564904
rgs,7,7,0.00885417
rgs,7,8,0.00164263
rgs,7,9,0.0192708
rgs,7,10,0.0360978
rgs,7,11,0.00645032
rgs,7,12,0.0905849
rgs,7,13,4.00641e-05
rgs,7,14,0.00805288
rgs,7,15,0.447155
rgs,7,16,0.0120593
rgs,7,17,0.00404647
rgs,7,18,0.0921875
rgs,7,19,0.0753606
rgs,7,20,0.00645032
sa,1,1,0.000101833
sa,1,2,0.000101833
sa,1,3,0.00824847
sa,1,4,0.000101833
sa,1,5,0.291344
sa,1,6,0.000101833
sa,1,7,0.000101833
sa,1,8,0.000101833
sa,1,9,0.213951
sa,1,10,0.0265784
sa,1,11,0.0510183
sa,1,12,0.0387984
sa,1,13,0.00621181
sa,1,14,0.0163951
sa,1,15,0.000101833
sa,1,16,0.0286151
sa,1,17,0.000101833
sa,1,18,0.181365
sa,1,19,0.134521
sa,1,20,0.00213849
sa,2,1,6.9735e-05
sa,2,2,6.9735e-05
sa,2,3,0.00146444
sa,2,4,0.00146444
sa,2,5,0.474268
sa,2,6,6.9735e-05
sa,2,7,0.00285914
sa,2,8,6.9735e-05
sa,2,9,0.00564854
sa,2,10,0.0223849
sa,2,11,0.0600418
sa,2,12,0.104672
sa,2,13,0.00146444
sa,2,14,6.9735e-05
sa,2,15,0.0195955
sa,2,16,6.9735e-05
sa,2,17,6.9735e-05
sa,2,18,0.0670153
sa,2,19,0.237169
sa,2,20,0.00146444
sa,3,1,5.78704e-05
sa,3,2,0.00353009
sa,3,3,0.0255208
sa,3,4,5.78704e-05
sa,3,5,5.78704e-05
sa,3,6,0.00815972
sa,3,7,5.78704e-05
sa,3,8,5.78704e-05
sa,3,9,0.528993
sa,3,10,0.017419
sa,3,11,5.78704e-05
sa,3,12,0.00121528
sa,3,13,0.0139468
sa,3,14,0.00931713
sa,3,15,0.0463542
sa,3,16,0.00353009
sa,3,17,0.0151042
sa,3,18,0.31603
sa,3,19,0.00815972
sa,3,20,0.00237269
sa,4,1,0.00421687
sa,4,2,0.000200803
sa,4,3,0.000200803
sa,4,4,0.00421687
sa,4,5,0.000200803
sa,4,6,0.000200803
sa,4,7,0.0202811
sa,4,8,0.012249
sa,4,9,0.466064
sa,4,10,0.0925703
sa,4,11,0.000200803
sa,4,12,0.000200803
sa,4,13,0.00823293
sa,4,14,0.0202811
sa,4,15,0.000200803
sa,4,16,0.000200803
sa,4,17,0.000200803
sa,4,18,0.369679
sa,4,19,0.000200803
sa,4,20,0.000200803
sa,5,1,4.73485e-05
sa,5,2,4.73485e-05
sa,5,3,4.73485e-05
sa,5,4,0.0227746
sa,5,5,4.73485e-05
sa,5,6,4.73485e-05
sa,5,7,0.230161
sa,5,8,0.000994318
sa,5,9,4.73485e-05
sa,5,10,0.628835
sa,5,11,0.0047822
sa,5,12,4.73485e-05
sa,5,13,0.043608
sa,5,14,4.73485e-05
sa,5,15,4.73485e-05
sa,5,16,0.042661
sa,5,17,0.00383523
sa,5,18,4.73485e-05
sa,5,19,4.73485e-05
sa,5,20,0.0218277
sa,6,1,0.000285714
sa,6,2,0.126
sa,6,3,0.006
sa,6,4,0.000285714
sa,6,5,0.000285714
sa,6,6,0.000285714
sa,6,7,0.0974286
sa,6,8,0.000285714
sa,6,9,0.183143
sa,6,10,0.228857
sa,6,11,0.000285714
sa,6,12,0.0517143
sa,6,13,0.0174286
sa,6,14,0.000285714
sa,6,15,0.194571
sa,6,16,0.000285714
sa,6,17,0.000285714
sa,6,18,0.0688571
sa,6,19,0.000285714
sa,6,20,0.0231429
sa,7,1,0.175
sa,7,2,0.00833333
sa,7,3,0.00833333
sa,7,4,0.00833333
sa,7,5,0.00833333
sa,7,6,0.00833333
sa,7,7,0.00833333
sa,7,8,0.00833333
sa,7,9,0.00833333
sa,7,10,0.00833333
sa,7,11,0.00833333
sa,7,12,0.508333
sa,7,13,0.00833333
sa,7,14,0.00833333
sa,7,15,0.175
sa,7,16,0.00833333
sa,7,17,0.00833333
sa,7,18,0.00833333
sa,7,19,0.00833333
sa,7,20,0.00833333
sa,8,1,0.0945811
sa,8,2,0.00618755
sa,8,3,3.8432e-05
sa,8,4,0.0400077
sa,8,5,0.0192544
sa,8,6,0.0192544
sa,8,7,3.8432e-05
sa,8,8,0.0361645
sa,8,9,3.8432e-05
sa,8,10,3.8432e-05
sa,8,11,0.0215603
sa,8,12,0.0200231
sa,8,13,3.8432e-05
sa,8,14,0.328248
sa,8,15,0.0507686
sa,8,16,0.299039
sa,8,17,0.0476941
sa,8,18,0.00849347
sa,8,19,0.00849347
sa,8,20,3.8432e-05
sa,9,1,0.0260823
sa,9,2,0.106169
sa,9,3,0.000108225
sa,9,4,0.000108225
sa,9,5,0.000108225
sa,9,6,0.00443723
sa,9,7,0.00876623
sa,9,8,0.000108225
sa,9,9,0.00660173
sa,9,10,0.0109307
sa,9,11,0.000108225
sa,9,12,0.0563853
sa,9,13,0.000108225
sa,9,14,0.000108225
sa,9,15,0.549892
sa,9,16,0.0260823
sa,9,17,0.000108225
sa,9,18,0.123485
sa,9,19,0.0780303
sa,9,20,0.00227273
sa,10,1,0.0336364
sa,10,2,0.134336
sa,10,3,6.99301e-05
sa,10,4,6.99301e-05
sa,10,5,0.035035
sa,10,6,0.00566434
sa,10,7,0.00706294
sa,10,8,0.00706294
sa,10,9,0.0266434
sa,10,10,0.0392308
sa,10,11,0.00706294
sa,10,12,0.106364
sa,10,13,6.99301e-05
sa,10,14,0.021049
sa,10,15,0.408462
sa,10,16,0.0154545
sa,10,17,0.00566434
sa,10,18,0.0644056
sa,10,19,0.0741958
sa,10,20,0.00846154
