topic, pmi, sc, its, alpha, gamma, eta, inference
49,42.551,-297.683,503,1e-05,1e-05,0.00114811,null
50,34.1749,-361.696,511,1e-05,1e-05,0.00114811,null
51,26.8024,-330.671,507,1e-05,1e-05,0.00114811,null
52,-12.3587,-391.227,503,1e-05,1e-05,0.00114811,null
0,50.9681,-241.387,438,1e-05,1e-05,0.00114811,crs
1,35.5801,-284.717,432,1e-05,1e-05,0.00114811,crs
2,68.3206,-356.399,450,1e-05,1e-05,0.00114811,crs
3,52.525,-305.348,451,1e-05,1e-05,0.00114811,crs
4,65.2689,-311.271,438,1e-05,1e-05,0.00114811,crs
5,53.0585,-315.832,447,1e-05,1e-05,0.00114811,crs
6,41.7251,-286.627,454,1e-05,1e-05,0.00114811,crs
7,62.4694,-232.582,458,1e-05,1e-05,0.00114811,crs
8,99.2325,-359.425,441,1e-05,1e-05,0.00114811,crs
9,50.8937,-274.04,434,1e-05,1e-05,0.00114811,crs
10,-12.797,-308.778,447,1e-05,1e-05,0.00114811,crs
11,81.856,-279.791,414,1e-05,1e-05,0.00114811,crs
12,66.8951,-373.67,431,1e-05,1e-05,0.00114811,crs
13,54.1615,-347.73,444,1e-05,1e-05,0.00114811,crs
14,55.8149,-294.496,459,1e-05,1e-05,0.00114811,crs
15,37.8296,-276.541,453,1e-05,1e-05,0.00114811,crs
16,77.6085,-298.738,417,1e-05,1e-05,0.00114811,crs
17,28.6136,-247.081,452,1e-05,1e-05,0.00114811,crs
18,75.3463,-213.792,424,1e-05,1e-05,0.00114811,crs
19,34.2513,-336.811,440,1e-05,1e-05,0.00114811,crs
20,57.6202,-443.833,431,1e-05,1e-05,0.00114811,crs
21,31.6432,-292.941,453,1e-05,1e-05,0.00114811,crs
22,44.8268,-311.587,444,1e-05,1e-05,0.00114811,crs
23,42.5686,-328.901,450,1e-05,1e-05,0.00114811,crs
24,55.478,-288.906,442,1e-05,1e-05,0.00114811,crs
25,45.0509,-346.489,403,1e-05,1e-05,0.00114811,crs
26,48.4515,-310.607,446,1e-05,1e-05,0.00114811,crs
27,44.321,-347.552,451,1e-05,1e-05,0.00114811,crs
28,39.5972,-303.988,451,1e-05,1e-05,0.00114811,crs
29,69.5151,-297.189,452,1e-05,1e-05,0.00114811,crs
30,42.0271,-381.272,435,1e-05,1e-05,0.00114811,crs
31,87.5909,-295.231,418,1e-05,1e-05,0.00114811,crs
32,31.7694,-316.322,444,1e-05,1e-05,0.00114811,crs
33,53.246,-262.525,436,1e-05,1e-05,0.00114811,crs
34,47.7871,-259.7,437,1e-05,1e-05,0.00114811,crs
35,31.2278,-284.15,445,1e-05,1e-05,0.00114811,crs
36,-15.2397,-462.14,446,1e-05,1e-05,0.00114811,crs
37,1.29891,-436.331,440,1e-05,1e-05,0.00114811,crs
38,31.6066,-383.852,443,1e-05,1e-05,0.00114811,crs
39,22.6687,-284.622,454,1e-05,1e-05,0.00114811,crs
40,76.8238,-242.815,456,1e-05,1e-05,0.00114811,crs
41,76.972,-286.728,439,1e-05,1e-05,0.00114811,crs
42,39.9051,-343.176,453,1e-05,1e-05,0.00114811,crs
43,-30.6242,-407.175,446,1e-05,1e-05,0.00114811,crs
44,38.3516,-256.265,447,1e-05,1e-05,0.00114811,crs
45,16.9535,-416.523,448,1e-05,1e-05,0.00114811,crs
46,39.7154,-441.302,456,1e-05,1e-05,0.00114811,crs
0,87.5909,-295.231,453,1e-05,1e-05,0.00114811,rand
1,76.972,-297.341,473,1e-05,1e-05,0.00114811,rand
2,95.6523,-260.505,470,1e-05,1e-05,0.00114811,rand
3,51.0296,-288.561,460,1e-05,1e-05,0.00114811,rand
4,27.9103,-306.482,474,1e-05,1e-05,0.00114811,rand
5,68.3206,-356.399,476,1e-05,1e-05,0.00114811,rand
6,52.2662,-358.925,475,1e-05,1e-05,0.00114811,rand
7,49.1523,-341.552,474,1e-05,1e-05,0.00114811,rand
8,54.9308,-165.045,484,1e-05,1e-05,0.00114811,rand
9,43.8806,-309.659,436,1e-05,1e-05,0.00114811,rand
10,57.5391,-330.209,472,1e-05,1e-05,0.00114811,rand
11,53.5163,-259.934,469,1e-05,1e-05,0.00114811,rand
12,59.1256,-247.497,488,1e-05,1e-05,0.00114811,rand
13,41.7251,-261.35,485,1e-05,1e-05,0.00114811,rand
14,45.8169,-335.679,479,1e-05,1e-05,0.00114811,rand
15,50.9681,-241.387,469,1e-05,1e-05,0.00114811,rand
16,81.856,-282.167,451,1e-05,1e-05,0.00114811,rand
17,52.8829,-356.831,474,1e-05,1e-05,0.00114811,rand
18,65.912,-353.871,467,1e-05,1e-05,0.00114811,rand
19,54.8851,-381.585,480,1e-05,1e-05,0.00114811,rand
20,36.9826,-244.948,480,1e-05,1e-05,0.00114811,rand
21,66.8951,-360.391,462,1e-05,1e-05,0.00114811,rand
22,79.6628,-249.163,460,1e-05,1e-05,0.00114811,rand
23,45.4766,-368.929,465,1e-05,1e-05,0.00114811,rand
24,73.7209,-232.098,474,1e-05,1e-05,0.00114811,rand
25,25.6921,-254.629,483,1e-05,1e-05,0.00114811,rand
26,73.8197,-213.467,460,1e-05,1e-05,0.00114811,rand
27,39.1621,-299.762,480,1e-05,1e-05,0.00114811,rand
28,-0.933357,-355.149,474,1e-05,1e-05,0.00114811,rand
29,50.2404,-370.116,476,1e-05,1e-05,0.00114811,rand
30,28.9404,-256.167,484,1e-05,1e-05,0.00114811,rand
31,54.3285,-327.596,479,1e-05,1e-05,0.00114811,rand
32,43.2643,-274.559,467,1e-05,1e-05,0.00114811,rand
33,51.3699,-309.477,478,1e-05,1e-05,0.00114811,rand
34,34.4444,-424.01,482,1e-05,1e-05,0.00114811,rand
35,43.542,-281.482,482,1e-05,1e-05,0.00114811,rand
36,36.3266,-321.824,471,1e-05,1e-05,0.00114811,rand
37,76.8238,-242.815,486,1e-05,1e-05,0.00114811,rand
38,-14.6369,-313.028,482,1e-05,1e-05,0.00114811,rand
39,42.6187,-286.737,472,1e-05,1e-05,0.00114811,rand
40,14.0521,-352.824,486,1e-05,1e-05,0.00114811,rand
41,64.693,-312.842,488,1e-05,1e-05,0.00114811,rand
42,22.6687,-284.622,482,1e-05,1e-05,0.00114811,rand
43,44.4208,-388.381,482,1e-05,1e-05,0.00114811,rand
44,10.2941,-389.893,482,1e-05,1e-05,0.00114811,rand
45,14.4579,-348.531,479,1e-05,1e-05,0.00114811,rand
46,1.03035,-361.25,482,1e-05,1e-05,0.00114811,rand
47,47.7871,-259.7,462,1e-05,1e-05,0.00114811,rand
48,34.1749,-361.696,484,1e-05,1e-05,0.00114811,rand
49,32.4516,-334.084,471,1e-05,1e-05,0.00114811,rand
0,68.0958,-368.621,410,1e-05,1e-05,0.00114811,rgs
1,76.972,-319.478,433,1e-05,1e-05,0.00114811,rgs
2,57.7516,-307.148,420,1e-05,1e-05,0.00114811,rgs
3,24.9882,-335.316,442,1e-05,1e-05,0.00114811,rgs
4,68.3206,-345.149,438,1e-05,1e-05,0.00114811,rgs
5,52.2662,-328.441,439,1e-05,1e-05,0.00114811,rgs
6,59.5302,-315.817,442,1e-05,1e-05,0.00114811,rgs
7,51.8514,-277.216,441,1e-05,1e-05,0.00114811,rgs
8,55.332,-215.348,441,1e-05,1e-05,0.00114811,rgs
9,62.2312,-223.074,431,1e-05,1e-05,0.00114811,rgs
10,70.9284,-224.831,434,1e-05,1e-05,0.00114811,rgs
11,50.5411,-292.121,436,1e-05,1e-05,0.00114811,rgs
12,48.1424,-267.792,445,1e-05,1e-05,0.00114811,rgs
13,62.4694,-232.582,449,1e-05,1e-05,0.00114811,rgs
14,59.8861,-395.192,427,1e-05,1e-05,0.00114811,rgs
15,43.2653,-317.265,446,1e-05,1e-05,0.00114811,rgs
16,50.9681,-241.387,432,1e-05,1e-05,0.00114811,rgs
17,64.7429,-271.275,432,1e-05,1e-05,0.00114811,rgs
18,60.9713,-315.959,426,1e-05,1e-05,0.00114811,rgs
19,67.3564,-376.822,442,1e-05,1e-05,0.00114811,rgs
20,36.6225,-264.895,445,1e-05,1e-05,0.00114811,rgs
21,66.8951,-347.01,418,1e-05,1e-05,0.00114811,rgs
22,46.6627,-366.193,421,1e-05,1e-05,0.00114811,rgs
23,29.0034,-236.885,445,1e-05,1e-05,0.00114811,rgs
24,99.4653,-318.948,423,1e-05,1e-05,0.00114811,rgs
25,42.7397,-279.766,438,1e-05,1e-05,0.00114811,rgs
26,77.6085,-312.703,410,1e-05,1e-05,0.00114811,rgs
27,76.646,-321.655,420,1e-05,1e-05,0.00114811,rgs
28,39.6519,-367.808,399,1e-05,1e-05,0.00114811,rgs
29,35.368,-320.083,438,1e-05,1e-05,0.00114811,rgs
30,53.9651,-394.311,433,1e-05,1e-05,0.00114811,rgs
31,41.3679,-276.679,434,1e-05,1e-05,0.00114811,rgs
32,47.7077,-405.826,431,1e-05,1e-05,0.00114811,rgs
33,59.8087,-273.532,445,1e-05,1e-05,0.00114811,rgs
34,83.1577,-259.488,434,1e-05,1e-05,0.00114811,rgs
35,22.6687,-284.622,444,1e-05,1e-05,0.00114811,rgs
36,47.7871,-259.7,423,1e-05,1e-05,0.00114811,rgs
37,41.109,-349.041,443,1e-05,1e-05,0.00114811,rgs
38,14.4579,-348.531,438,1e-05,1e-05,0.00114811,rgs
39,38.5484,-459.719,443,1e-05,1e-05,0.00114811,rgs
40,-0.933357,-355.149,431,1e-05,1e-05,0.00114811,rgs
41,44.321,-347.552,441,1e-05,1e-05,0.00114811,rgs
42,43.3896,-213.801,428,1e-05,1e-05,0.00114811,rgs
43,51.6574,-337.234,446,1e-05,1e-05,0.00114811,rgs
44,76.8238,-242.815,445,1e-05,1e-05,0.00114811,rgs
45,25.3168,-305.914,432,1e-05,1e-05,0.00114811,rgs
0,76.972,-297.341,575,1e-05,1e-05,0.00114811,sa
1,44.8663,-291.884,556,1e-05,1e-05,0.00114811,sa
2,38.2087,-300.32,577,1e-05,1e-05,0.00114811,sa
3,49.5676,-251.916,582,1e-05,1e-05,0.00114811,sa
4,55.0373,-200.818,583,1e-05,1e-05,0.00114811,sa
5,74.6106,-380.325,578,1e-05,1e-05,0.00114811,sa
6,102.344,-290.086,587,1e-05,1e-05,0.00114811,sa
7,54.8038,-290.314,578,1e-05,1e-05,0.00114811,sa
8,41.7251,-297.381,595,1e-05,1e-05,0.00114811,sa
9,53.4685,-189.911,596,1e-05,1e-05,0.00114811,sa
10,58.4057,-282.786,590,1e-05,1e-05,0.00114811,sa
11,57.6202,-457.817,562,1e-05,1e-05,0.00114811,sa
12,64.1436,-260.301,580,1e-05,1e-05,0.00114811,sa
13,51.0593,-339.331,581,1e-05,1e-05,0.00114811,sa
14,45.8264,-287.719,597,1e-05,1e-05,0.00114811,sa
15,50.9681,-241.387,575,1e-05,1e-05,0.00114811,sa
16,33.7324,-212.752,590,1e-05,1e-05,0.00114811,sa
17,39.7064,-373.383,582,1e-05,1e-05,0.00114811,sa
18,66.4319,-251.036,573,1e-05,1e-05,0.00114811,sa
19,58.5094,-328.013,568,1e-05,1e-05,0.00114811,sa
20,64.794,-361.001,598,1e-05,1e-05,0.00114811,sa
21,34.6569,-265.101,588,1e-05,1e-05,0.00114811,sa
22,45.4766,-368.929,563,1e-05,1e-05,0.00114811,sa
23,29.7663,-279.073,591,1e-05,1e-05,0.00114811,sa
24,41.109,-349.041,591,1e-05,1e-05,0.00114811,sa
25,92.0057,-340.355,555,1e-05,1e-05,0.00114811,sa
26,42.7397,-306.782,580,1e-05,1e-05,0.00114811,sa
27,-12.797,-308.778,580,1e-05,1e-05,0.00114811,sa
28,65.0858,-325.773,562,1e-05,1e-05,0.00114811,sa
29,28.9404,-310.905,593,1e-05,1e-05,0.00114811,sa
30,84.4254,-402.874,587,1e-05,1e-05,0.00114811,sa
31,48.4712,-305.371,574,1e-05,1e-05,0.00114811,sa
32,81.6485,-332.419,561,1e-05,1e-05,0.00114811,sa
33,43.8806,-368.972,526,1e-05,1e-05,0.00114811,sa
34,78.9744,-360.475,580,1e-05,1e-05,0.00114811,sa
35,66.2063,-361.667,564,1e-05,1e-05,0.00114811,sa
36,50.6663,-454.99,580,1e-05,1e-05,0.00114811,sa
37,44.9557,-392.62,582,1e-05,1e-05,0.00114811,sa
38,51.2675,-364.898,565,1e-05,1e-05,0.00114811,sa
39,68.3206,-345.149,585,1e-05,1e-05,0.00114811,sa
40,41.5192,-280.79,557,1e-05,1e-05,0.00114811,sa
41,43.2643,-244.035,571,1e-05,1e-05,0.00114811,sa
42,40.9482,-359.452,583,1e-05,1e-05,0.00114811,sa
43,48.6046,-366.71,588,1e-05,1e-05,0.00114811,sa
44,31.9418,-290.125,594,1e-05,1e-05,0.00114811,sa
45,30.2202,-260.755,581,1e-05,1e-05,0.00114811,sa
46,75.9289,-308.656,542,1e-05,1e-05,0.00114811,sa
47,10.9222,-289.383,589,1e-05,1e-05,0.00114811,sa
48,38.0028,-374.417,580,1e-05,1e-05,0.00114811,sa
49,99.2325,-324.281,577,1e-05,1e-05,0.00114811,sa
50,87.5125,-340.422,561,1e-05,1e-05,0.00114811,sa
51,47.7871,-259.7,571,1e-05,1e-05,0.00114811,sa
52,51.3434,-309.413,576,1e-05,1e-05,0.00114811,sa
53,14.8235,-361.531,590,1e-05,1e-05,0.00114811,sa
54,77.6085,-324.842,543,1e-05,1e-05,0.00114811,sa
55,45.5439,-295.519,597,1e-05,1e-05,0.00114811,sa
56,25.3168,-305.914,577,1e-05,1e-05,0.00114811,sa
57,24.3266,-291.361,591,1e-05,1e-05,0.00114811,sa
58,76.8238,-242.815,593,1e-05,1e-05,0.00114811,sa
59,50.5747,-311.447,588,1e-05,1e-05,0.00114811,sa
60,42.6933,-218.191,591,1e-05,1e-05,0.00114811,sa
0,85.1692,-317.993,1074,0.001,0.001,0.00114811,null
1,68.962,-312.789,1079,0.001,0.001,0.00114811,null
2,82.505,-182.834,1088,0.001,0.001,0.00114811,null
3,90.5492,-318.705,1084,0.001,0.001,0.00114811,null
4,-9.70124,-429.708,1078,0.001,0.001,0.00114811,null
5,32.5234,-290.609,1097,0.001,0.001,0.00114811,null
6,68.3206,-345.149,1095,0.001,0.001,0.00114811,null
7,51.8907,-326.463,1083,0.001,0.001,0.00114811,null
8,77.5082,-292.25,1092,0.001,0.001,0.00114811,null
9,49.6509,-394.695,1085,0.001,0.001,0.00114811,null
10,52.432,-310.181,1092,0.001,0.001,0.00114811,null
11,50.8933,-283.985,1091,0.001,0.001,0.00114811,null
12,51.5458,-212.307,1091,0.001,0.001,0.00114811,null
13,37.9157,-319.38,1060,0.001,0.001,0.00114811,null
14,71.3619,-220.083,1086,0.001,0.001,0.00114811,null
15,53.5163,-217.967,1086,0.001,0.001,0.00114811,null
16,41.7251,-265.457,1096,0.001,0.001,0.00114811,null
17,42.9899,-318.778,1099,0.001,0.001,0.00114811,null
18,53.4685,-196.704,1105,0.001,0.001,0.00114811,null
19,50.2404,-387.883,1085,0.001,0.001,0.00114811,null
20,99.2325,-344.707,1089,0.001,0.001,0.00114811,null
21,37.3254,-262.228,1099,0.001,0.001,0.00114811,null
22,57.7516,-348.742,1081,0.001,0.001,0.00114811,null
23,80.9317,-275.698,1101,0.001,0.001,0.00114811,null
24,15.9606,-269.012,1087,0.001,0.001,0.00114811,null
25,36.8685,-322.166,1095,0.001,0.001,0.00114811,null
26,59.6671,-301.909,1090,0.001,0.001,0.00114811,null
27,63.6975,-292.286,1080,0.001,0.001,0.00114811,null
28,68.8179,-251.599,1085,0.001,0.001,0.00114811,null
29,66.3715,-281.545,1085,0.001,0.001,0.00114811,null
30,64.794,-330.484,1103,0.001,0.001,0.00114811,null
31,79.6628,-258.801,1072,0.001,0.001,0.00114811,null
32,45.7018,-321.26,1086,0.001,0.001,0.00114811,null
33,31.4529,-301.667,1077,0.001,0.001,0.00114811,null
34,31.2638,-260.774,1095,0.001,0.001,0.00114811,null
35,47.0677,-369.182,1092,0.001,0.001,0.00114811,null
36,26.1945,-262.723,1097,0.001,0.001,0.00114811,null
37,94.4953,-349.973,1070,0.001,0.001,0.00114811,null
38,39.416,-348.346,1078,0.001,0.001,0.00114811,null
39,7.61376,-310.803,1097,0.001,0.001,0.00114811,null
40,44.6029,-332.685,1090,0.001,0.001,0.00114811,null
41,52.492,-316.846,1101,0.001,0.001,0.00114811,null
42,30.5417,-408.434,1086,0.001,0.001,0.00114811,null
43,42.4373,-383.8,1086,0.001,0.001,0.00114811,null
44,41.0465,-291.306,1087,0.001,0.001,0.00114811,null
45,-22.8012,-329.621,1095,0.001,0.001,0.00114811,null
46,41.275,-203.228,1105,0.001,0.001,0.00114811,null
47,41.3497,-289.202,1094,0.001,0.001,0.00114811,null
48,11.3308,-418.501,1089,0.001,0.001,0.00114811,null
49,56.3195,-306.728,1081,0.001,0.001,0.00114811,null
50,67.9575,-404.626,1102,0.001,0.001,0.00114811,null
51,20.9157,-403.987,1083,0.001,0.001,0.00114811,null
52,26.9346,-388.634,1091,0.001,0.001,0.00114811,null
53,38.1138,-314.99,1072,0.001,0.001,0.00114811,null
54,47.5641,-406.683,1101,0.001,0.001,0.00114811,null
55,38.011,-352.043,1087,0.001,0.001,0.00114811,null
56,56.145,-341.965,1074,0.001,0.001,0.00114811,null
57,37.6897,-314.241,1089,0.001,0.001,0.00114811,null
58,40.3042,-376.162,1079,0.001,0.001,0.00114811,null
59,42.2344,-347.887,1082,0.001,0.001,0.00114811,null
60,80.7285,-413.944,1098,0.001,0.001,0.00114811,null
61,60.3543,-410.325,1075,0.001,0.001,0.00114811,null
62,58.3196,-418.229,1094,0.001,0.001,0.00114811,null
63,54.5388,-343.678,1095,0.001,0.001,0.00114811,null
64,46.5611,-323.698,1078,0.001,0.001,0.00114811,null
65,34.0999,-289.637,1099,0.001,0.001,0.00114811,null
66,46.2008,-356.159,1086,0.001,0.001,0.00114811,null
67,-22.1742,-357.799,1096,0.001,0.001,0.00114811,null
68,39.8647,-388.282,1094,0.001,0.001,0.00114811,null
69,79.2207,-363.278,1102,0.001,0.001,0.00114811,null
70,43.843,-400.502,1102,0.001,0.001,0.00114811,null
71,28.4501,-378.388,1088,0.001,0.001,0.00114811,null
72,34.0817,-333.097,1075,0.001,0.001,0.00114811,null
73,-71.1268,-413.26,1070,0.001,0.001,0.00114811,null
74,56.9021,-285.392,1089,0.001,0.001,0.00114811,null
75,40.5023,-377.058,1094,0.001,0.001,0.00114811,null
76,70.9005,-341.461,1084,0.001,0.001,0.00114811,null
77,3.31413,-379.346,1069,0.001,0.001,0.00114811,null
78,21.2679,-412.306,1076,0.001,0.001,0.00114811,null
79,16.6545,-377.956,1097,0.001,0.001,0.00114811,null
80,56.9066,-314.246,1092,0.001,0.001,0.00114811,null
81,33.1191,-313.47,1091,0.001,0.001,0.00114811,null
82,-2.18657,-444.71,1066,0.001,0.001,0.00114811,null
83,32.4755,-367.261,1099,0.001,0.001,0.00114811,null
84,-7.70036,-439.805,1068,0.001,0.001,0.00114811,null
85,39.1059,-341.833,1103,0.001,0.001,0.00114811,null
86,44.8866,-415.527,1081,0.001,0.001,0.00114811,null
87,46.1758,-282.392,1103,0.001,0.001,0.00114811,null
88,32.1598,-332.77,1073,0.001,0.001,0.00114811,null
89,35.2128,-439.865,1063,0.001,0.001,0.00114811,null
90,51.4242,-371.533,1085,0.001,0.001,0.00114811,null
91,50.2064,-323.643,1091,0.001,0.001,0.00114811,null
92,50.7048,-371.483,1071,0.001,0.001,0.00114811,null
93,41.188,-298.009,1084,0.001,0.001,0.00114811,null
94,-13.1486,-377.441,1099,0.001,0.001,0.00114811,null
95,29.8902,-429.462,1083,0.001,0.001,0.00114811,null
96,66.6312,-350.169,1078,0.001,0.001,0.00114811,null
97,50.8176,-337.767,1079,0.001,0.001,0.00114811,null
98,55.283,-341.388,1095,0.001,0.001,0.00114811,null
99,70.3186,-393.396,1090,0.001,0.001,0.00114811,null
100,33.9278,-368.219,1089,0.001,0.001,0.00114811,null
101,37.0016,-285.127,1091,0.001,0.001,0.00114811,null
102,20.9378,-334.07,1089,0.001,0.001,0.00114811,null
103,-21.3602,-359.796,1083,0.001,0.001,0.00114811,null
104,12.0647,-419.1,1095,0.001,0.001,0.00114811,null
105,-15.4078,-367.097,1100,0.001,0.001,0.00114811,null
106,59.2541,-330.238,1091,0.001,0.001,0.00114811,null
107,27.7962,-358.303,1083,0.001,0.001,0.00114811,null
108,29.2608,-339.338,1100,0.001,0.001,0.00114811,null
109,36.9265,-340.745,1098,0.001,0.001,0.00114811,null
110,11.807,-418.521,1059,0.001,0.001,0.00114811,null
111,9.32852,-404.996,1068,0.001,0.001,0.00114811,null
0,76.972,-324.751,1238,0.001,0.001,0.00114811,crs
1,6.57735,-294.219,1254,0.001,0.001,0.00114811,crs
2,37.9157,-321.66,1218,0.001,0.001,0.00114811,crs
3,-18.4603,-394.07,1247,0.001,0.001,0.00114811,crs
4,41.275,-279.72,1253,0.001,0.001,0.00114811,crs
5,68.3206,-334.343,1253,0.001,0.001,0.00114811,crs
6,52.2662,-324.272,1241,0.001,0.001,0.00114811,crs
7,22.7086,-333.541,1248,0.001,0.001,0.00114811,crs
8,53.1082,-264.85,1248,0.001,0.001,0.00114811,crs
9,53.7836,-238.965,1242,0.001,0.001,0.00114811,crs
10,74.2262,-291.757,1245,0.001,0.001,0.00114811,crs
11,52.6501,-293.548,1251,0.001,0.001,0.00114811,crs
12,41.7251,-304.975,1254,0.001,0.001,0.00114811,crs
13,48.3921,-238.051,1252,0.001,0.001,0.00114811,crs
14,48.9219,-365.315,1255,0.001,0.001,0.00114811,crs
15,52.2867,-212.551,1258,0.001,0.001,0.00114811,crs
16,50.2404,-406.15,1238,0.001,0.001,0.00114811,crs
17,54.487,-403.841,1245,0.001,0.001,0.00114811,crs
18,41.9539,-248.899,1259,0.001,0.001,0.00114811,crs
19,54.5143,-357.5,1252,0.001,0.001,0.00114811,crs
20,57.7516,-326.652,1235,0.001,0.001,0.00114811,crs
21,-14.1678,-306.492,1243,0.001,0.001,0.00114811,crs
22,50.035,-336.301,1242,0.001,0.001,0.00114811,crs
23,31.0978,-261.526,1244,0.001,0.001,0.00114811,crs
24,82.8704,-374.927,1260,0.001,0.001,0.00114811,crs
25,91.3227,-319.477,1246,0.001,0.001,0.00114811,crs
26,74.6283,-352.085,1245,0.001,0.001,0.00114811,crs
27,64.6291,-290.05,1266,0.001,0.001,0.00114811,crs
28,83.7681,-215.729,1241,0.001,0.001,0.00114811,crs
29,67.1615,-225.965,1245,0.001,0.001,0.00114811,crs
30,29.7663,-279.073,1254,0.001,0.001,0.00114811,crs
31,28.9404,-263.61,1253,0.001,0.001,0.00114811,crs
32,94.4953,-336.235,1232,0.001,0.001,0.00114811,crs
33,29.3519,-328.291,1253,0.001,0.001,0.00114811,crs
34,39.1621,-355.222,1232,0.001,0.001,0.00114811,crs
35,47.449,-267.29,1232,0.001,0.001,0.00114811,crs
36,35.0259,-300.187,1240,0.001,0.001,0.00114811,crs
37,30.2378,-283.244,1242,0.001,0.001,0.00114811,crs
38,23.4768,-323.346,1246,0.001,0.001,0.00114811,crs
39,48.6987,-207.446,1246,0.001,0.001,0.00114811,crs
40,39.9393,-237.431,1243,0.001,0.001,0.00114811,crs
41,43.4221,-413.88,1252,0.001,0.001,0.00114811,crs
42,87.5909,-284.283,1234,0.001,0.001,0.00114811,crs
43,42.5043,-396.656,1245,0.001,0.001,0.00114811,crs
44,83.6157,-391.104,1241,0.001,0.001,0.00114811,crs
45,30.5225,-410.068,1249,0.001,0.001,0.00114811,crs
46,33.5879,-254.439,1241,0.001,0.001,0.00114811,crs
47,77.5538,-362.235,1259,0.001,0.001,0.00114811,crs
48,64.3591,-451.861,1239,0.001,0.001,0.00114811,crs
49,-1.77377,-425.239,1221,0.001,0.001,0.00114811,crs
50,54.438,-433.63,1246,0.001,0.001,0.00114811,crs
51,68.4011,-311.57,1256,0.001,0.001,0.00114811,crs
52,35.3182,-333.816,1248,0.001,0.001,0.00114811,crs
53,18.7493,-359.195,1226,0.001,0.001,0.00114811,crs
54,25.1305,-291.334,1245,0.001,0.001,0.00114811,crs
55,43.5598,-307.687,1241,0.001,0.001,0.00114811,crs
56,46.9754,-345.734,1256,0.001,0.001,0.00114811,crs
57,-13.3894,-371.566,1255,0.001,0.001,0.00114811,crs
58,58.7332,-321.401,1257,0.001,0.001,0.00114811,crs
59,55.7556,-392.786,1227,0.001,0.001,0.00114811,crs
60,43.8799,-428.737,1248,0.001,0.001,0.00114811,crs
61,-22.6564,-355.676,1252,0.001,0.001,0.00114811,crs
62,24.8677,-466.351,1256,0.001,0.001,0.00114811,crs
