topic, pmi, sc, its, alpha, gamma, eta, inference
63,35.0829,-349.463,1251,0.001,0.001,0.00114811,crs
64,28.9254,-312.375,1260,0.001,0.001,0.00114811,crs
65,17.8142,-411.417,1219,0.001,0.001,0.00114811,crs
66,32.7111,-439.388,1243,0.001,0.001,0.00114811,crs
67,47.7124,-256.13,1259,0.001,0.001,0.00114811,crs
68,37.7361,-333.201,1257,0.001,0.001,0.00114811,crs
69,-0.163257,-456.055,1190,0.001,0.001,0.00114811,crs
70,28.0404,-421.414,1227,0.001,0.001,0.00114811,crs
71,50.3238,-271.711,1252,0.001,0.001,0.00114811,crs
72,35.634,-358.231,1244,0.001,0.001,0.00114811,crs
73,57.5483,-371.428,1232,0.001,0.001,0.00114811,crs
74,16.6105,-379.866,1245,0.001,0.001,0.00114811,crs
75,26.5234,-395.706,1245,0.001,0.001,0.00114811,crs
76,45.7018,-363.084,1241,0.001,0.001,0.00114811,crs
77,-18.3167,-378.077,1214,0.001,0.001,0.00114811,crs
78,32.3263,-295.736,1261,0.001,0.001,0.00114811,crs
79,54.235,-353.555,1256,0.001,0.001,0.00114811,crs
80,71.1715,-401.921,1259,0.001,0.001,0.00114811,crs
81,6.51091,-349.94,1260,0.001,0.001,0.00114811,crs
82,-29.5858,-435.343,1251,0.001,0.001,0.00114811,crs
83,77.6659,-322.875,1248,0.001,0.001,0.00114811,crs
84,-46.9593,-427.478,1250,0.001,0.001,0.00114811,crs
85,18.6422,-330.909,1250,0.001,0.001,0.00114811,crs
86,-4.27907,-339.959,1243,0.001,0.001,0.00114811,crs
87,50.6557,-337.131,1235,0.001,0.001,0.00114811,crs
88,0.276697,-395.024,1209,0.001,0.001,0.00114811,crs
89,35.0339,-358.108,1248,0.001,0.001,0.00114811,crs
90,29.3455,-300.944,1247,0.001,0.001,0.00114811,crs
91,27.376,-457.055,1191,0.001,0.001,0.00114811,crs
92,43.7241,-294.329,1253,0.001,0.001,0.00114811,crs
93,50.6063,-306.21,1247,0.001,0.001,0.00114811,crs
94,11.6267,-343.125,1227,0.001,0.001,0.00114811,crs
95,-9.91545,-382.831,1228,0.001,0.001,0.00114811,crs
96,26.5728,-298.943,1238,0.001,0.001,0.00114811,crs
97,15.5646,-388.188,1179,0.001,0.001,0.00114811,crs
98,65.5112,-353.068,1261,0.001,0.001,0.00114811,crs
99,28.9445,-358.272,1208,0.001,0.001,0.00114811,crs
100,71.1505,-310.091,1249,0.001,0.001,0.00114811,crs
101,32.3148,-392.714,1248,0.001,0.001,0.00114811,crs
102,-3.27525,-367.176,1223,0.001,0.001,0.00114811,crs
103,35.0737,-368.929,1255,0.001,0.001,0.00114811,crs
104,25.3082,-374.183,1196,0.001,0.001,0.00114811,crs
105,28.3642,-318.879,1245,0.001,0.001,0.00114811,crs
106,8.98463,-372.594,1196,0.001,0.001,0.00114811,crs
107,26.3878,-378.353,1234,0.001,0.001,0.00114811,crs
108,2.75517,-370.449,1240,0.001,0.001,0.00114811,crs
109,31.603,-380.534,1206,0.001,0.001,0.00114811,crs
110,45.3744,-381.963,1251,0.001,0.001,0.00114811,crs
111,76.8238,-217.507,1260,0.001,0.001,0.00114811,crs
112,33.6572,-353.536,1242,0.001,0.001,0.00114811,crs
113,23.5805,-398.979,1220,0.001,0.001,0.00114811,crs
114,34.8036,-308.626,1255,0.001,0.001,0.00114811,crs
115,49.7723,-347.838,1247,0.001,0.001,0.00114811,crs
116,26.4397,-343.375,1231,0.001,0.001,0.00114811,crs
117,-6.29287,-273.249,1257,0.001,0.001,0.00114811,crs
118,20.173,-373.955,1233,0.001,0.001,0.00114811,crs
119,56.5566,-360.825,1246,0.001,0.001,0.00114811,crs
120,26.83,-402.301,1237,0.001,0.001,0.00114811,crs
121,33.3619,-410.414,1236,0.001,0.001,0.00114811,crs
122,16.4806,-417.716,1201,0.001,0.001,0.00114811,crs
123,-9.18847,-452.873,1228,0.001,0.001,0.00114811,crs
124,33.2184,-353.833,1242,0.001,0.001,0.00114811,crs
125,0.497248,-399.304,1198,0.001,0.001,0.00114811,crs
126,41.0606,-342.015,1200,0.001,0.001,0.00114811,crs
127,16.3992,-357.237,1249,0.001,0.001,0.00114811,crs
0,68.0482,-271.365,1262,0.001,0.001,0.00114811,rand
1,76.972,-299.382,1274,0.001,0.001,0.00114811,rand
2,68.1976,-292.902,1275,0.001,0.001,0.00114811,rand
3,37.9418,-313.554,1276,0.001,0.001,0.00114811,rand
4,32.5234,-290.609,1282,0.001,0.001,0.00114811,rand
5,68.3206,-345.149,1284,0.001,0.001,0.00114811,rand
6,52.8701,-323.097,1275,0.001,0.001,0.00114811,rand
7,51.9456,-410.491,1276,0.001,0.001,0.00114811,rand
8,42.1968,-258.968,1279,0.001,0.001,0.00114811,rand
9,47.507,-341.544,1269,0.001,0.001,0.00114811,rand
10,54.1809,-155.75,1281,0.001,0.001,0.00114811,rand
11,38.6727,-392.807,1258,0.001,0.001,0.00114811,rand
12,37.9157,-302.559,1243,0.001,0.001,0.00114811,rand
13,53.8059,-308.668,1279,0.001,0.001,0.00114811,rand
14,63.293,-284.719,1264,0.001,0.001,0.00114811,rand
15,50.5411,-307.46,1277,0.001,0.001,0.00114811,rand
16,73.2244,-315.249,1259,0.001,0.001,0.00114811,rand
17,41.7251,-303.065,1288,0.001,0.001,0.00114811,rand
18,52.2867,-225.902,1290,0.001,0.001,0.00114811,rand
19,51.3699,-352.608,1269,0.001,0.001,0.00114811,rand
20,50.2404,-404.309,1266,0.001,0.001,0.00114811,rand
21,41.4382,-236.704,1287,0.001,0.001,0.00114811,rand
22,53.756,-272.848,1262,0.001,0.001,0.00114811,rand
23,58.7718,-312.345,1271,0.001,0.001,0.00114811,rand
24,57.7516,-341.787,1270,0.001,0.001,0.00114811,rand
25,-18.9188,-298.035,1284,0.001,0.001,0.00114811,rand
26,54.1879,-309.973,1279,0.001,0.001,0.00114811,rand
27,38.8343,-323.932,1251,0.001,0.001,0.00114811,rand
28,61.2512,-353.758,1261,0.001,0.001,0.00114811,rand
29,38.0755,-413.045,1283,0.001,0.001,0.00114811,rand
30,91.3227,-321.522,1274,0.001,0.001,0.00114811,rand
31,76.2804,-281.696,1257,0.001,0.001,0.00114811,rand
32,61.9078,-324.214,1293,0.001,0.001,0.00114811,rand
33,80.7021,-238.181,1261,0.001,0.001,0.00114811,rand
34,45.7018,-363.501,1274,0.001,0.001,0.00114811,rand
35,51.7177,-284.521,1272,0.001,0.001,0.00114811,rand
36,67.1615,-206.729,1271,0.001,0.001,0.00114811,rand
37,31.6809,-295.771,1277,0.001,0.001,0.00114811,rand
38,66.2989,-421.985,1270,0.001,0.001,0.00114811,rand
39,31.6432,-251.672,1288,0.001,0.001,0.00114811,rand
40,92.5617,-385.678,1266,0.001,0.001,0.00114811,rand
41,39.7125,-327.456,1261,0.001,0.001,0.00114811,rand
42,40.6999,-333.988,1271,0.001,0.001,0.00114811,rand
43,7.61376,-282.635,1282,0.001,0.001,0.00114811,rand
44,41.0676,-245.847,1279,0.001,0.001,0.00114811,rand
45,-25.97,-361.8,1280,0.001,0.001,0.00114811,rand
46,53.2613,-411.635,1269,0.001,0.001,0.00114811,rand
47,17.608,-321.238,1283,0.001,0.001,0.00114811,rand
48,33.8589,-316.743,1264,0.001,0.001,0.00114811,rand
49,36.5859,-337.648,1276,0.001,0.001,0.00114811,rand
50,58.8992,-345.026,1267,0.001,0.001,0.00114811,rand
51,38.1432,-325.965,1284,0.001,0.001,0.00114811,rand
52,83.6086,-344.638,1290,0.001,0.001,0.00114811,rand
53,34.3127,-342.479,1262,0.001,0.001,0.00114811,rand
54,23.3463,-367.088,1278,0.001,0.001,0.00114811,rand
55,40.16,-258.403,1267,0.001,0.001,0.00114811,rand
56,39.3004,-361.557,1270,0.001,0.001,0.00114811,rand
57,23.7242,-438.399,1276,0.001,0.001,0.00114811,rand
58,61.3435,-365.113,1276,0.001,0.001,0.00114811,rand
59,-8.302,-385.361,1250,0.001,0.001,0.00114811,rand
60,32.3736,-341.331,1286,0.001,0.001,0.00114811,rand
61,60.7412,-279.616,1268,0.001,0.001,0.00114811,rand
62,24.4959,-394.948,1275,0.001,0.001,0.00114811,rand
63,44.729,-319.306,1278,0.001,0.001,0.00114811,rand
64,17.4818,-341.019,1287,0.001,0.001,0.00114811,rand
65,47.9521,-318.453,1280,0.001,0.001,0.00114811,rand
66,-8.28999,-367.031,1260,0.001,0.001,0.00114811,rand
67,-27.1365,-341.415,1254,0.001,0.001,0.00114811,rand
68,50.5438,-304.492,1281,0.001,0.001,0.00114811,rand
69,17.3157,-351.049,1261,0.001,0.001,0.00114811,rand
70,54.1001,-344.705,1284,0.001,0.001,0.00114811,rand
71,18.1705,-414.099,1277,0.001,0.001,0.00114811,rand
72,35.6394,-333.987,1289,0.001,0.001,0.00114811,rand
73,46.3055,-415.679,1277,0.001,0.001,0.00114811,rand
74,32.1408,-247.223,1280,0.001,0.001,0.00114811,rand
75,54.6612,-367.496,1283,0.001,0.001,0.00114811,rand
76,-16.039,-326.247,1276,0.001,0.001,0.00114811,rand
77,-0.520176,-372.387,1270,0.001,0.001,0.00114811,rand
78,1.76683,-329.854,1277,0.001,0.001,0.00114811,rand
79,18.9108,-370.705,1284,0.001,0.001,0.00114811,rand
80,17.2698,-416.936,1258,0.001,0.001,0.00114811,rand
81,66.3863,-385.75,1275,0.001,0.001,0.00114811,rand
82,36.2116,-430.508,1259,0.001,0.001,0.00114811,rand
83,34.3695,-393.135,1273,0.001,0.001,0.00114811,rand
84,23.0418,-324.468,1289,0.001,0.001,0.00114811,rand
85,40.186,-390.255,1283,0.001,0.001,0.00114811,rand
86,44.5376,-395.602,1260,0.001,0.001,0.00114811,rand
87,26.3016,-405.205,1266,0.001,0.001,0.00114811,rand
88,68.8559,-379.063,1264,0.001,0.001,0.00114811,rand
89,47.1141,-325.484,1267,0.001,0.001,0.00114811,rand
90,19.5114,-332.039,1278,0.001,0.001,0.00114811,rand
91,62.7437,-198.166,1277,0.001,0.001,0.00114811,rand
92,59.0351,-325.201,1280,0.001,0.001,0.00114811,rand
93,20.2837,-349.141,1283,0.001,0.001,0.00114811,rand
94,-4.05653,-391.62,1239,0.001,0.001,0.00114811,rand
95,36.357,-388.958,1266,0.001,0.001,0.00114811,rand
96,14.2061,-415.202,1259,0.001,0.001,0.00114811,rand
97,32.9232,-347.602,1266,0.001,0.001,0.00114811,rand
98,50.8306,-317.145,1272,0.001,0.001,0.00114811,rand
99,37.5896,-361.101,1250,0.001,0.001,0.00114811,rand
100,-30.1891,-385.406,1289,0.001,0.001,0.00114811,rand
101,50.8806,-462.337,1286,0.001,0.001,0.00114811,rand
102,41.7797,-329.589,1261,0.001,0.001,0.00114811,rand
103,-8.08781,-377.426,1283,0.001,0.001,0.00114811,rand
104,7.98303,-450.681,1218,0.001,0.001,0.00114811,rand
105,25.9845,-387.79,1249,0.001,0.001,0.00114811,rand
106,0.278154,-418.065,1272,0.001,0.001,0.00114811,rand
107,14.5685,-392.86,1266,0.001,0.001,0.00114811,rand
108,29.264,-373.63,1268,0.001,0.001,0.00114811,rand
109,45.5157,-323.879,1272,0.001,0.001,0.00114811,rand
110,48.4437,-429.577,1255,0.001,0.001,0.00114811,rand
111,37.96,-455.935,1222,0.001,0.001,0.00114811,rand
112,88.5742,-261.729,1283,0.001,0.001,0.00114811,rand
113,25.1768,-390.734,1223,0.001,0.001,0.00114811,rand
114,24.9163,-419.071,1245,0.001,0.001,0.00114811,rand
115,-22.3031,-385.849,1258,0.001,0.001,0.00114811,rand
116,21.1457,-381.047,1266,0.001,0.001,0.00114811,rand
117,34.2207,-342.985,1292,0.001,0.001,0.00114811,rand
118,-18.6629,-312.312,1271,0.001,0.001,0.00114811,rand
119,34.4074,-369.467,1275,0.001,0.001,0.00114811,rand
120,-10.0198,-462.815,1237,0.001,0.001,0.00114811,rand
121,-12.665,-446.228,1231,0.001,0.001,0.00114811,rand
122,-41.1185,-371.696,1251,0.001,0.001,0.00114811,rand
123,-3.27525,-367.176,1257,0.001,0.001,0.00114811,rand
124,16.1471,-401.496,1293,0.001,0.001,0.00114811,rand
125,11.0325,-341.34,1242,0.001,0.001,0.00114811,rand
126,21.4292,-351.589,1261,0.001,0.001,0.00114811,rand
127,0.104128,-377.554,1229,0.001,0.001,0.00114811,rand
128,27.5874,-371.357,1266,0.001,0.001,0.00114811,rand
129,-4.94508,-398.35,1241,0.001,0.001,0.00114811,rand
130,23.1415,-365.235,1247,0.001,0.001,0.00114811,rand
0,81.6485,-312.042,1304,0.001,0.001,0.00114811,rgs
1,75.9765,-283.741,1323,0.001,0.001,0.00114811,rgs
2,69.5738,-287.029,1304,0.001,0.001,0.00114811,rgs
3,32.5234,-290.609,1327,0.001,0.001,0.00114811,rgs
4,72.2002,-322.124,1330,0.001,0.001,0.00114811,rgs
5,50.4144,-303.04,1319,0.001,0.001,0.00114811,rgs
6,41.4002,-322.768,1303,0.001,0.001,0.00114811,rgs
7,57.4585,-316.588,1321,0.001,0.001,0.00114811,rgs
8,50.0174,-297.66,1313,0.001,0.001,0.00114811,rgs
9,44.4083,-317.421,1313,0.001,0.001,0.00114811,rgs
10,51.9607,-261.84,1312,0.001,0.001,0.00114811,rgs
11,99.2325,-331.086,1318,0.001,0.001,0.00114811,rgs
12,47.0203,-282.016,1297,0.001,0.001,0.00114811,rgs
13,49.7923,-307.654,1322,0.001,0.001,0.00114811,rgs
14,68.13,-242.274,1309,0.001,0.001,0.00114811,rgs
15,50.5411,-295.993,1324,0.001,0.001,0.00114811,rgs
16,41.7251,-296.842,1324,0.001,0.001,0.00114811,rgs
17,41.565,-299.49,1322,0.001,0.001,0.00114811,rgs
18,52.2867,-223.763,1327,0.001,0.001,0.00114811,rgs
19,50.2404,-389.006,1308,0.001,0.001,0.00114811,rgs
20,62.4668,-302.179,1313,0.001,0.001,0.00114811,rgs
21,36.1975,-305.718,1326,0.001,0.001,0.00114811,rgs
22,54.8033,-332.209,1319,0.001,0.001,0.00114811,rgs
23,50.2188,-289.365,1293,0.001,0.001,0.00114811,rgs
24,0.281506,-343.242,1325,0.001,0.001,0.00114811,rgs
25,55.6138,-415.031,1322,0.001,0.001,0.00114811,rgs
26,61.1676,-229.251,1311,0.001,0.001,0.00114811,rgs
27,66.1146,-316.5,1318,0.001,0.001,0.00114811,rgs
28,32.7509,-351.879,1311,0.001,0.001,0.00114811,rgs
29,39.9869,-347.47,1324,0.001,0.001,0.00114811,rgs
30,69.2374,-258.44,1305,0.001,0.001,0.00114811,rgs
31,78.76,-360.146,1325,0.001,0.001,0.00114811,rgs
32,39.6857,-363.553,1306,0.001,0.001,0.00114811,rgs
33,71.6076,-233.891,1312,0.001,0.001,0.00114811,rgs
34,65.2967,-240.948,1306,0.001,0.001,0.00114811,rgs
35,30.4161,-296.305,1321,0.001,0.001,0.00114811,rgs
36,32.9004,-449.305,1309,0.001,0.001,0.00114811,rgs
37,88.6942,-215.859,1301,0.001,0.001,0.00114811,rgs
38,76.2223,-349.749,1324,0.001,0.001,0.00114811,rgs
39,29.8627,-395.141,1310,0.001,0.001,0.00114811,rgs
40,73.3816,-420.885,1315,0.001,0.001,0.00114811,rgs
41,25.9268,-234.782,1325,0.001,0.001,0.00114811,rgs
42,85.8001,-332.367,1292,0.001,0.001,0.00114811,rgs
43,32.9266,-318.79,1294,0.001,0.001,0.00114811,rgs
44,61.833,-340.59,1309,0.001,0.001,0.00114811,rgs
45,-3.66359,-251.893,1328,0.001,0.001,0.00114811,rgs
46,87.9677,-176.24,1297,0.001,0.001,0.00114811,rgs
47,31.7989,-421.692,1311,0.001,0.001,0.00114811,rgs
48,59.6455,-311.796,1327,0.001,0.001,0.00114811,rgs
49,40.9849,-361.349,1316,0.001,0.001,0.00114811,rgs
50,28.4876,-353.038,1318,0.001,0.001,0.00114811,rgs
51,63.1922,-311.362,1285,0.001,0.001,0.00114811,rgs
52,33.4896,-321.125,1322,0.001,0.001,0.00114811,rgs
53,64.6443,-356.901,1285,0.001,0.001,0.00114811,rgs
54,50.6347,-376.73,1323,0.001,0.001,0.00114811,rgs
55,-6.64701,-411.369,1278,0.001,0.001,0.00114811,rgs
56,42.3597,-353.493,1331,0.001,0.001,0.00114811,rgs
57,41.1799,-273.296,1306,0.001,0.001,0.00114811,rgs
58,41.3117,-386.062,1310,0.001,0.001,0.00114811,rgs
59,57.3162,-259.045,1320,0.001,0.001,0.00114811,rgs
60,68.8179,-275.892,1304,0.001,0.001,0.00114811,rgs
61,-3.00047,-407.829,1308,0.001,0.001,0.00114811,rgs
62,61.7845,-319.298,1312,0.001,0.001,0.00114811,rgs
63,92.6651,-397.968,1307,0.001,0.001,0.00114811,rgs
64,18.4649,-376.604,1280,0.001,0.001,0.00114811,rgs
65,3.71494,-254.039,1318,0.001,0.001,0.00114811,rgs
66,-0.893789,-322.516,1312,0.001,0.001,0.00114811,rgs
67,28.4528,-368.385,1325,0.001,0.001,0.00114811,rgs
68,31.9008,-344.859,1301,0.001,0.001,0.00114811,rgs
69,63.3964,-380.332,1321,0.001,0.001,0.00114811,rgs
70,25.3696,-253.012,1317,0.001,0.001,0.00114811,rgs
71,-32.7367,-377.569,1313,0.001,0.001,0.00114811,rgs
72,16.6105,-390.863,1317,0.001,0.001,0.00114811,rgs
73,82.6911,-267.377,1329,0.001,0.001,0.00114811,rgs
74,76.646,-299.553,1297,0.001,0.001,0.00114811,rgs
75,39.4349,-418.286,1325,0.001,0.001,0.00114811,rgs
76,35.3317,-366.116,1329,0.001,0.001,0.00114811,rgs
77,12.6257,-396.676,1290,0.001,0.001,0.00114811,rgs
78,64.8317,-396.936,1317,0.001,0.001,0.00114811,rgs
79,40.1117,-372.816,1328,0.001,0.001,0.00114811,rgs
80,-6.88384,-391.777,1321,0.001,0.001,0.00114811,rgs
81,32.815,-367.507,1309,0.001,0.001,0.00114811,rgs
82,27.2306,-364.491,1323,0.001,0.001,0.00114811,rgs
83,30.2992,-327.07,1325,0.001,0.001,0.00114811,rgs
84,42.5236,-250.821,1310,0.001,0.001,0.00114811,rgs
85,29.5244,-270.172,1329,0.001,0.001,0.00114811,rgs
86,33.7376,-308.107,1326,0.001,0.001,0.00114811,rgs
87,34.3365,-362.322,1324,0.001,0.001,0.00114811,rgs
88,74.9507,-269.513,1316,0.001,0.001,0.00114811,rgs
89,-15.1611,-372.093,1317,0.001,0.001,0.00114811,rgs
90,36.1667,-312.618,1329,0.001,0.001,0.00114811,rgs
91,58.5092,-314.072,1330,0.001,0.001,0.00114811,rgs
92,27.2351,-333.201,1310,0.001,0.001,0.00114811,rgs
93,60.8681,-343.025,1318,0.001,0.001,0.00114811,rgs
94,36.9141,-406.826,1318,0.001,0.001,0.00114811,rgs
95,67.7309,-244.402,1319,0.001,0.001,0.00114811,rgs
96,18.5782,-352.53,1294,0.001,0.001,0.00114811,rgs
97,19.2648,-397.736,1266,0.001,0.001,0.00114811,rgs
98,-22.4068,-348.488,1320,0.001,0.001,0.00114811,rgs
99,43.7474,-320.393,1316,0.001,0.001,0.00114811,rgs
100,39.5364,-330.183,1326,0.001,0.001,0.00114811,rgs
101,-22.961,-405.711,1307,0.001,0.001,0.00114811,rgs
102,-29.3082,-316.489,1322,0.001,0.001,0.00114811,rgs
103,38.4213,-376.71,1319,0.001,0.001,0.00114811,rgs
104,40.0228,-322.514,1308,0.001,0.001,0.00114811,rgs
105,41.8984,-422.046,1305,0.001,0.001,0.00114811,rgs
106,40.0988,-432.478,1324,0.001,0.001,0.00114811,rgs
107,41.5227,-388.952,1308,0.001,0.001,0.00114811,rgs
108,39.3613,-280.495,1323,0.001,0.001,0.00114811,rgs
109,72.7341,-389.747,1315,0.001,0.001,0.00114811,rgs
110,50.25,-387.544,1294,0.001,0.001,0.00114811,rgs
111,27.318,-424.449,1277,0.001,0.001,0.00114811,rgs
112,18.8197,-377.662,1317,0.001,0.001,0.00114811,rgs
113,7.95692,-396.93,1270,0.001,0.001,0.00114811,rgs
114,49.4041,-347.125,1313,0.001,0.001,0.00114811,rgs
115,22.6425,-407.946,1290,0.001,0.001,0.00114811,rgs
116,-10.0326,-409.78,1262,0.001,0.001,0.00114811,rgs
117,80.9317,-288.291,1327,0.001,0.001,0.00114811,rgs
118,18.1751,-410.181,1274,0.001,0.001,0.00114811,rgs
119,20.5029,-399.132,1289,0.001,0.001,0.00114811,rgs
120,34.1518,-258.956,1330,0.001,0.001,0.00114811,rgs
121,15.0565,-373.947,1290,0.001,0.001,0.00114811,rgs
122,-0.247397,-453.32,1265,0.001,0.001,0.00114811,rgs
123,32.1006,-414.68,1327,0.001,0.001,0.00114811,rgs
124,39.1977,-427.257,1321,0.001,0.001,0.00114811,rgs
125,-20.4484,-367.077,1312,0.001,0.001,0.00114811,rgs
126,-20.0586,-389.639,1279,0.001,0.001,0.00114811,rgs
127,43.0723,-389.651,1315,0.001,0.001,0.00114811,rgs
128,-5.49145,-416.237,1256,0.001,0.001,0.00114811,rgs
129,34.5487,-366.362,1314,0.001,0.001,0.00114811,rgs
130,33.3838,-336.289,1328,0.001,0.001,0.00114811,rgs
131,4.65155,-393.848,1306,0.001,0.001,0.00114811,rgs
132,19.4521,-342.744,1322,0.001,0.001,0.00114811,rgs
133,29.4761,-416.34,1274,0.001,0.001,0.00114811,rgs
134,37.773,-403.236,1302,0.001,0.001,0.00114811,rgs
0,76.972,-344.437,1308,0.001,0.001,0.00114811,sa
1,85.9032,-245.02,1314,0.001,0.001,0.00114811,sa
2,32.5234,-290.609,1324,0.001,0.001,0.00114811,sa
3,48.9577,-290.468,1324,0.001,0.001,0.00114811,sa
4,93.9689,-239.814,1318,0.001,0.001,0.00114811,sa
5,45.685,-323.585,1320,0.001,0.001,0.00114811,sa
6,41.7398,-333.059,1325,0.001,0.001,0.00114811,sa
7,49.7923,-280.003,1322,0.001,0.001,0.00114811,sa
8,62.9439,-270.626,1317,0.001,0.001,0.00114811,sa
9,56.0659,-283.962,1322,0.001,0.001,0.00114811,sa
10,41.7251,-304.975,1327,0.001,0.001,0.00114811,sa
11,49.8249,-306.029,1322,0.001,0.001,0.00114811,sa
12,52.2867,-217.435,1329,0.001,0.001,0.00114811,sa
13,56.6858,-380.333,1306,0.001,0.001,0.00114811,sa
14,53.951,-291.066,1313,0.001,0.001,0.00114811,sa
15,50.2779,-274.956,1327,0.001,0.001,0.00114811,sa
16,55.9447,-220.508,1307,0.001,0.001,0.00114811,sa
17,61.2961,-281.418,1304,0.001,0.001,0.00114811,sa
18,65.3746,-327.704,1306,0.001,0.001,0.00114811,sa
19,49.4806,-327.794,1322,0.001,0.001,0.00114811,sa
20,51.712,-291.643,1311,0.001,0.001,0.00114811,sa
21,27.3305,-308.605,1318,0.001,0.001,0.00114811,sa
22,65.55,-226.736,1306,0.001,0.001,0.00114811,sa
23,77.2045,-303.746,1313,0.001,0.001,0.00114811,sa
24,62.1637,-281.578,1331,0.001,0.001,0.00114811,sa
25,47.7346,-323.401,1315,0.001,0.001,0.00114811,sa
26,86.1991,-244.901,1295,0.001,0.001,0.00114811,sa
27,36.8329,-312.537,1323,0.001,0.001,0.00114811,sa
28,23.4576,-242.281,1321,0.001,0.001,0.00114811,sa
29,39.416,-372.178,1299,0.001,0.001,0.00114811,sa
30,-34.7815,-396.435,1322,0.001,0.001,0.00114811,sa
31,45.9201,-347.022,1307,0.001,0.001,0.00114811,sa
32,25.3417,-295.443,1314,0.001,0.001,0.00114811,sa
33,16.98,-287.671,1331,0.001,0.001,0.00114811,sa
34,39.4333,-341.123,1314,0.001,0.001,0.00114811,sa
35,7.06928,-282.168,1314,0.001,0.001,0.00114811,sa
36,37.6327,-321.837,1318,0.001,0.001,0.00114811,sa
37,-2.56858,-389.992,1319,0.001,0.001,0.00114811,sa
38,44.5928,-318.7,1326,0.001,0.001,0.00114811,sa
39,43.3775,-331.312,1297,0.001,0.001,0.00114811,sa
40,45.4813,-371.353,1315,0.001,0.001,0.00114811,sa
41,36.4124,-432.147,1329,0.001,0.001,0.00114811,sa
42,42.3247,-228.653,1313,0.001,0.001,0.00114811,sa
43,64.8317,-389.913,1315,0.001,0.001,0.00114811,sa
44,45.659,-257.186,1335,0.001,0.001,0.00114811,sa
45,88.5897,-322.318,1327,0.001,0.001,0.00114811,sa
46,39.3716,-329.287,1305,0.001,0.001,0.00114811,sa
47,54.1397,-449.97,1323,0.001,0.001,0.00114811,sa
48,102.365,-356.748,1308,0.001,0.001,0.00114811,sa
49,89.2568,-169.157,1309,0.001,0.001,0.00114811,sa
50,-17.4887,-388.244,1320,0.001,0.001,0.00114811,sa
51,44.7113,-340.052,1315,0.001,0.001,0.00114811,sa
52,31.8159,-432.242,1320,0.001,0.001,0.00114811,sa
53,-10.5785,-375.805,1330,0.001,0.001,0.00114811,sa
54,47.0203,-277.959,1302,0.001,0.001,0.00114811,sa
55,28.2737,-331.174,1312,0.001,0.001,0.00114811,sa
56,20.3719,-375.122,1316,0.001,0.001,0.00114811,sa
57,38.8917,-389.954,1319,0.001,0.001,0.00114811,sa
58,53.6578,-373.888,1293,0.001,0.001,0.00114811,sa
59,14.9178,-370.361,1306,0.001,0.001,0.00114811,sa
60,51.592,-335.534,1328,0.001,0.001,0.00114811,sa
61,80.7244,-372.094,1298,0.001,0.001,0.00114811,sa
62,57.8444,-369.908,1297,0.001,0.001,0.00114811,sa
63,71.9544,-370.934,1308,0.001,0.001,0.00114811,sa
64,1.06144,-361.884,1314,0.001,0.001,0.00114811,sa
65,-20.3051,-354.603,1310,0.001,0.001,0.00114811,sa
66,42.3174,-299.928,1310,0.001,0.001,0.00114811,sa
67,15.1262,-382.444,1303,0.001,0.001,0.00114811,sa
68,-18.9861,-302.84,1322,0.001,0.001,0.00114811,sa
69,44.809,-388.602,1315,0.001,0.001,0.00114811,sa
70,39.6824,-318.794,1318,0.001,0.001,0.00114811,sa
71,43.5857,-289.504,1306,0.001,0.001,0.00114811,sa
72,56.4994,-333.681,1312,0.001,0.001,0.00114811,sa
73,9.07848,-367.838,1314,0.001,0.001,0.00114811,sa
74,38.5367,-290.601,1315,0.001,0.001,0.00114811,sa
75,46.0757,-347.697,1312,0.001,0.001,0.00114811,sa
76,70.9008,-303.182,1325,0.001,0.001,0.00114811,sa
77,43.3309,-404.086,1320,0.001,0.001,0.00114811,sa
78,38.9229,-370.916,1315,0.001,0.001,0.00114811,sa
79,47.5488,-375.264,1313,0.001,0.001,0.00114811,sa
80,54.4012,-292.298,1328,0.001,0.001,0.00114811,sa
81,51.5621,-328.949,1325,0.001,0.001,0.00114811,sa
82,81.182,-249.287,1311,0.001,0.001,0.00114811,sa
83,48.8437,-374.59,1325,0.001,0.001,0.00114811,sa
84,24.9664,-296.657,1317,0.001,0.001,0.00114811,sa
85,55.3592,-396.867,1311,0.001,0.001,0.00114811,sa
86,63.1982,-337.768,1327,0.001,0.001,0.00114811,sa
87,76.8238,-208.934,1330,0.001,0.001,0.00114811,sa
88,-21.3633,-364.836,1314,0.001,0.001,0.00114811,sa
89,36.9303,-309.484,1301,0.001,0.001,0.00114811,sa
90,60.1725,-340.74,1323,0.001,0.001,0.00114811,sa
91,29.4849,-338.23,1325,0.001,0.001,0.00114811,sa
92,44.4435,-188.795,1313,0.001,0.001,0.00114811,sa
93,38.019,-306.861,1327,0.001,0.001,0.00114811,sa
94,9.54955,-406.655,1290,0.001,0.001,0.00114811,sa
95,-10.1072,-405.374,1291,0.001,0.001,0.00114811,sa
96,38.2478,-366.714,1324,0.001,0.001,0.00114811,sa
97,1.25514,-415.977,1292,0.001,0.001,0.00114811,sa
98,28.6444,-332.672,1324,0.001,0.001,0.00114811,sa
99,56.4007,-330.632,1321,0.001,0.001,0.00114811,sa
100,68.3206,-356.399,1323,0.001,0.001,0.00114811,sa
