topic, metric, value, alpha, gamma, eta, inference, dataset
2,coh,-266.269,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
2,itd,9.86842,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
3,pmi,92.633,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
3,coh,-160.646,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
3,itd,9.97368,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
4,pmi,68.6654,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
4,coh,-284.678,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
4,itd,9.92105,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
5,pmi,77.1558,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
5,coh,-264.647,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
5,itd,9.89474,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
6,pmi,87.8383,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
6,coh,-328.955,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
6,itd,10,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
7,pmi,66.3592,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
7,coh,-302.685,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
7,itd,9.94737,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
8,pmi,89.7748,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
8,coh,-241.089,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
8,itd,9.84211,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
9,pmi,61.2482,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
9,coh,-300.208,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
9,itd,9.86842,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
10,pmi,55.0832,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
10,coh,-323.205,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
10,itd,9.92105,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
11,pmi,85.2432,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
11,coh,-306.069,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
11,itd,9.86842,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
12,pmi,37.896,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
12,coh,-310.444,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
12,itd,9.76316,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
13,pmi,63.6113,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
13,coh,-275.17,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
13,itd,9.89474,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
14,pmi,89.9706,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
14,coh,-277.406,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
14,itd,9.71053,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
15,pmi,77.9109,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
15,coh,-213.682,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
15,itd,9.94737,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
16,pmi,110.495,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
16,coh,-315.317,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
16,itd,9.94737,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
17,pmi,57.2997,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
17,coh,-312.164,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
17,itd,9.73684,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
18,pmi,101.457,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
18,coh,-275.861,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
18,itd,10,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
19,pmi,59.7507,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
19,coh,-217.318,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
19,itd,9.94737,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
20,pmi,76.8409,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
20,coh,-278.385,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
20,itd,9.81579,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
21,pmi,45.5271,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
21,coh,-276.552,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
21,itd,9.73684,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
22,pmi,72.2642,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
22,coh,-253.4,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
22,itd,10,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
23,pmi,48.1807,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
23,coh,-286.611,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
23,itd,9.94737,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
24,pmi,51.5607,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
24,coh,-203.564,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
24,itd,9.76316,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
25,pmi,107.202,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
25,coh,-361.77,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
25,itd,9.81579,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
26,pmi,135.988,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
26,coh,-294.648,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
26,itd,9.97368,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
27,pmi,37.0067,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
27,coh,-357.629,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
27,itd,9.81579,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
28,pmi,90.2287,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
28,coh,-186.487,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
28,itd,9.78947,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
29,pmi,89.0449,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
29,coh,-330.162,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
29,itd,9.5,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
30,pmi,284.366,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
30,coh,-199.572,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
30,itd,9.94737,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
31,pmi,82.8692,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
31,coh,-320.474,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
31,itd,9.65789,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
32,pmi,47.9018,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
32,coh,-294.872,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
32,itd,9.89474,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
33,pmi,52.5317,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
33,coh,-296.322,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
33,itd,9.81579,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
34,pmi,103.254,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
34,coh,-183.194,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
34,itd,10,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
35,pmi,196.565,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
35,coh,-283.674,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
35,itd,9.97368,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
36,pmi,178.001,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
36,coh,-241.418,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
36,itd,9.94737,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
37,pmi,71.1991,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
37,coh,-298.448,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
37,itd,9.73684,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
38,pmi,61.6003,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
38,coh,-333.94,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
38,itd,9.89474,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
0,pmi,88.4268,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
0,coh,-276.995,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
0,itd,9.43902,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
1,pmi,77.9234,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
1,coh,-291.275,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
1,itd,9.82927,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
2,pmi,62.956,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
2,coh,-360.408,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
2,itd,9.73171,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
3,pmi,66.2713,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
3,coh,-266.269,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
3,itd,9.87805,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
4,pmi,110.683,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
4,coh,-168.979,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
4,itd,9.97561,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
5,pmi,68.6654,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
5,coh,-284.678,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
5,itd,9.92683,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
6,pmi,87.3642,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
6,coh,-300.993,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
6,itd,9.90244,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
7,pmi,90.5682,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
7,coh,-291.931,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
7,itd,9.97561,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
8,pmi,178.631,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
8,coh,-328.136,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
8,itd,9.92683,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
9,pmi,66.3592,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
9,coh,-302.685,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
9,itd,9.90244,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
10,pmi,138.936,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
10,coh,-235.813,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
10,itd,9.92683,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
11,pmi,65.7281,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
11,coh,-267.974,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
11,itd,9.97561,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
12,pmi,55.0832,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
12,coh,-323.205,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
12,itd,9.92683,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
13,pmi,37.896,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
13,coh,-310.444,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
13,itd,9.78049,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
14,pmi,63.6113,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
14,coh,-309.013,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
14,itd,9.87805,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
15,pmi,89.9706,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
15,coh,-277.406,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
15,itd,9.73171,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
16,pmi,69.203,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
16,coh,-232.678,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
16,itd,9.90244,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
17,pmi,110.495,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
17,coh,-315.317,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
17,itd,9.95122,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
18,pmi,57.2997,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
18,coh,-312.164,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
18,itd,9.73171,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
19,pmi,101.457,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
19,coh,-275.861,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
19,itd,9.97561,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
20,pmi,59.7507,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
20,coh,-217.318,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
20,itd,9.95122,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
21,pmi,76.8409,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
21,coh,-278.385,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
21,itd,9.82927,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
22,pmi,51.2369,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
22,coh,-291.169,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
22,itd,9.7561,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
23,pmi,72.2642,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
23,coh,-253.4,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
23,itd,10,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
24,pmi,48.1807,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
24,coh,-286.611,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
24,itd,9.95122,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
25,pmi,51.5607,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
25,coh,-223.476,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
25,itd,9.80488,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
26,pmi,107.202,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
26,coh,-361.77,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
26,itd,9.80488,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
27,pmi,135.988,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
27,coh,-310.244,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
27,itd,9.92683,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
28,pmi,37.0067,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
28,coh,-357.629,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
28,itd,9.80488,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
29,pmi,90.2287,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
29,coh,-186.487,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
29,itd,9.80488,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
30,pmi,106.706,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
30,coh,-384.424,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
30,itd,9.82927,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
31,pmi,85.2432,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
31,coh,-306.938,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
31,itd,9.90244,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
32,pmi,51.883,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
32,coh,-269.142,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
32,itd,9.92683,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
33,pmi,101.635,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
33,coh,-234.931,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
33,itd,9.92683,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
34,pmi,82.8692,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
34,coh,-320.474,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
34,itd,9.65854,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
35,pmi,47.6924,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
35,coh,-287.005,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
35,itd,9.87805,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
36,pmi,84.5078,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
36,coh,-337.694,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
36,itd,9.85366,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
37,pmi,106.824,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
37,coh,-234.738,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
37,itd,9.90244,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
38,pmi,44.5627,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
38,coh,-232.364,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
38,itd,9.68293,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
39,pmi,71.1991,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
39,coh,-308.307,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
39,itd,9.78049,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
40,pmi,80.8938,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
40,coh,-170.326,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
40,itd,9.90244,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
41,pmi,43.542,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
41,coh,-342.527,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
41,itd,9.85366,1.00E-05,1.00E-05,0.001,sa,ap-50-set2
