topic, pmi, sc, its, alpha, gamma, eta, inference
86,77.0838,-329.61,2424,0.001,0.001,0.00114811,smh1-sp1-mp1
87,48.2588,-329.584,2471,0.001,0.001,0.00114811,smh1-sp1-mp1
88,47.0318,-337.8,2406,0.001,0.001,0.00114811,smh1-sp1-mp1
89,52.9648,-287.273,2432,0.001,0.001,0.00114811,smh1-sp1-mp1
90,41.7474,-330.522,2400,0.001,0.001,0.00114811,smh1-sp1-mp1
91,31.44,-376.737,2477,0.001,0.001,0.00114811,smh1-sp1-mp1
92,52.4487,-298.037,2417,0.001,0.001,0.00114811,smh1-sp1-mp1
93,82.2168,-463.513,2445,0.001,0.001,0.00114811,smh1-sp1-mp1
94,72.1772,-281.267,2436,0.001,0.001,0.00114811,smh1-sp1-mp1
95,75.6837,-374.819,2416,0.001,0.001,0.00114811,smh1-sp1-mp1
96,29.8858,-286.157,2404,0.001,0.001,0.00114811,smh1-sp1-mp1
97,53.8482,-351.476,2393,0.001,0.001,0.00114811,smh1-sp1-mp1
98,44.3237,-290.357,2449,0.001,0.001,0.00114811,smh1-sp1-mp1
99,53.7469,-326.498,2382,0.001,0.001,0.00114811,smh1-sp1-mp1
100,42.4354,-309.099,2482,0.001,0.001,0.00114811,smh1-sp1-mp1
101,57.2189,-230.735,2457,0.001,0.001,0.00114811,smh1-sp1-mp1
102,59.4875,-230.523,2457,0.001,0.001,0.00114811,smh1-sp1-mp1
103,39.5411,-285.58,2425,0.001,0.001,0.00114811,smh1-sp1-mp1
104,50.3135,-236.964,2441,0.001,0.001,0.00114811,smh1-sp1-mp1
105,48.5061,-285.05,2438,0.001,0.001,0.00114811,smh1-sp1-mp1
106,41.8569,-275.903,2364,0.001,0.001,0.00114811,smh1-sp1-mp1
107,52.6298,-250.285,2428,0.001,0.001,0.00114811,smh1-sp1-mp1
108,62.709,-205.433,2427,0.001,0.001,0.00114811,smh1-sp1-mp1
109,83.1377,-240.914,2442,0.001,0.001,0.00114811,smh1-sp1-mp1
110,35.5097,-345.123,2484,0.001,0.001,0.00114811,smh1-sp1-mp1
111,67.1065,-385.379,2454,0.001,0.001,0.00114811,smh1-sp1-mp1
112,36.1544,-384.267,2450,0.001,0.001,0.00114811,smh1-sp1-mp1
113,43.706,-294.882,2474,0.001,0.001,0.00114811,smh1-sp1-mp1
114,47.7087,-222.512,2454,0.001,0.001,0.00114811,smh1-sp1-mp1
115,30.0915,-359.545,2410,0.001,0.001,0.00114811,smh1-sp1-mp1
116,73.4898,-295.335,2483,0.001,0.001,0.00114811,smh1-sp1-mp1
117,28.0207,-397.979,2471,0.001,0.001,0.00114811,smh1-sp1-mp1
118,39.8474,-233.944,2451,0.001,0.001,0.00114811,smh1-sp1-mp1
119,64.6804,-266.752,2483,0.001,0.001,0.00114811,smh1-sp1-mp1
120,66.142,-205.557,2436,0.001,0.001,0.00114811,smh1-sp1-mp1
121,84.149,-279.773,2460,0.001,0.001,0.00114811,smh1-sp1-mp1
122,44.767,-308.799,2424,0.001,0.001,0.00114811,smh1-sp1-mp1
123,79.4819,-291.043,2397,0.001,0.001,0.00114811,smh1-sp1-mp1
124,54.151,-317.426,2447,0.001,0.001,0.00114811,smh1-sp1-mp1
125,46.8225,-300.814,2446,0.001,0.001,0.00114811,smh1-sp1-mp1
126,92.0905,-217.665,2434,0.001,0.001,0.00114811,smh1-sp1-mp1
127,46.7894,-319.609,2411,0.001,0.001,0.00114811,smh1-sp1-mp1
128,39.5891,-292.943,2474,0.001,0.001,0.00114811,smh1-sp1-mp1
129,36.3148,-281.032,2450,0.001,0.001,0.00114811,smh1-sp1-mp1
130,23.3442,-342.682,2455,0.001,0.001,0.00114811,smh1-sp1-mp1
131,68.3987,-406.002,2399,0.001,0.001,0.00114811,smh1-sp1-mp1
132,44.4305,-320.561,2400,0.001,0.001,0.00114811,smh1-sp1-mp1
133,53.0766,-349.412,2396,0.001,0.001,0.00114811,smh1-sp1-mp1
134,28.8182,-413.464,2472,0.001,0.001,0.00114811,smh1-sp1-mp1
135,72.1998,-316.598,2432,0.001,0.001,0.00114811,smh1-sp1-mp1
136,71.308,-405.874,2450,0.001,0.001,0.00114811,smh1-sp1-mp1
137,35.0685,-248.853,2445,0.001,0.001,0.00114811,smh1-sp1-mp1
138,51.8779,-272.926,2454,0.001,0.001,0.00114811,smh1-sp1-mp1
139,37.7524,-353.1,2483,0.001,0.001,0.00114811,smh1-sp1-mp1
140,10.1273,-351.384,2430,0.001,0.001,0.00114811,smh1-sp1-mp1
141,57.2053,-353.819,2447,0.001,0.001,0.00114811,smh1-sp1-mp1
142,38.4038,-269.445,2449,0.001,0.001,0.00114811,smh1-sp1-mp1
143,28.1864,-186.921,2431,0.001,0.001,0.00114811,smh1-sp1-mp1
144,72.3336,-295.52,2493,0.001,0.001,0.00114811,smh1-sp1-mp1
145,91.2427,-330.398,2416,0.001,0.001,0.00114811,smh1-sp1-mp1
146,57.8112,-301.147,2467,0.001,0.001,0.00114811,smh1-sp1-mp1
147,35.9211,-338.569,2418,0.001,0.001,0.00114811,smh1-sp1-mp1
148,42.8241,-347.837,2440,0.001,0.001,0.00114811,smh1-sp1-mp1
149,50.8292,-283.859,2453,0.001,0.001,0.00114811,smh1-sp1-mp1
150,40.3785,-411.833,2451,0.001,0.001,0.00114811,smh1-sp1-mp1
151,69.5518,-265.423,2459,0.001,0.001,0.00114811,smh1-sp1-mp1
152,47.8175,-310.904,2417,0.001,0.001,0.00114811,smh1-sp1-mp1
153,35.3232,-431.382,2476,0.001,0.001,0.00114811,smh1-sp1-mp1
154,50.0415,-310.655,2427,0.001,0.001,0.00114811,smh1-sp1-mp1
155,44.2216,-256.043,2458,0.001,0.001,0.00114811,smh1-sp1-mp1
156,41.781,-366.439,2471,0.001,0.001,0.00114811,smh1-sp1-mp1
157,30.5249,-295.695,2405,0.001,0.001,0.00114811,smh1-sp1-mp1
158,42.4653,-333.963,2470,0.001,0.001,0.00114811,smh1-sp1-mp1
159,51.4117,-321.736,2420,0.001,0.001,0.00114811,smh1-sp1-mp1
160,22.6247,-357.774,2445,0.001,0.001,0.00114811,smh1-sp1-mp1
161,6.22607,-305.33,2447,0.001,0.001,0.00114811,smh1-sp1-mp1
162,41.8279,-265.385,2473,0.001,0.001,0.00114811,smh1-sp1-mp1
163,10.593,-311.823,2489,0.001,0.001,0.00114811,smh1-sp1-mp1
164,40.3219,-251.38,2447,0.001,0.001,0.00114811,smh1-sp1-mp1
165,88.5696,-303.353,2474,0.001,0.001,0.00114811,smh1-sp1-mp1
166,30.7355,-251.663,2448,0.001,0.001,0.00114811,smh1-sp1-mp1
167,43.8153,-278.944,2402,0.001,0.001,0.00114811,smh1-sp1-mp1
168,34.1338,-340.426,2472,0.001,0.001,0.00114811,smh1-sp1-mp1
169,51.592,-358.552,2469,0.001,0.001,0.00114811,smh1-sp1-mp1
170,67.9562,-258.185,2481,0.001,0.001,0.00114811,smh1-sp1-mp1
171,37.1678,-300.677,2478,0.001,0.001,0.00114811,smh1-sp1-mp1
172,19.4741,-423.216,2464,0.001,0.001,0.00114811,smh1-sp1-mp1
173,51.7526,-328.626,2432,0.001,0.001,0.00114811,smh1-sp1-mp1
174,53.9325,-361.147,2484,0.001,0.001,0.00114811,smh1-sp1-mp1
175,45.4324,-392.01,2393,0.001,0.001,0.00114811,smh1-sp1-mp1
176,28.2354,-276.72,2477,0.001,0.001,0.00114811,smh1-sp1-mp1
177,-18.0394,-354.449,2478,0.001,0.001,0.00114811,smh1-sp1-mp1
178,31.552,-229.297,2451,0.001,0.001,0.00114811,smh1-sp1-mp1
179,48.8779,-298.489,2491,0.001,0.001,0.00114811,smh1-sp1-mp1
180,-8.79514,-215.142,2477,0.001,0.001,0.00114811,smh1-sp1-mp1
181,121.719,-320.708,2475,0.001,0.001,0.00114811,smh1-sp1-mp1
182,48.257,-368.541,2398,0.001,0.001,0.00114811,smh1-sp1-mp1
183,52.3051,-324.827,2480,0.001,0.001,0.00114811,smh1-sp1-mp1
184,52.3082,-297.922,2462,0.001,0.001,0.00114811,smh1-sp1-mp1
185,37.721,-346.133,2469,0.001,0.001,0.00114811,smh1-sp1-mp1
186,47.0541,-286.174,2470,0.001,0.001,0.00114811,smh1-sp1-mp1
187,31.3316,-292.136,2466,0.001,0.001,0.00114811,smh1-sp1-mp1
188,64.4122,-346.416,2484,0.001,0.001,0.00114811,smh1-sp1-mp1
189,73.5632,-307.537,2482,0.001,0.001,0.00114811,smh1-sp1-mp1
190,49.1478,-337.691,2441,0.001,0.001,0.00114811,smh1-sp1-mp1
191,76.634,-310.327,2474,0.001,0.001,0.00114811,smh1-sp1-mp1
192,63.506,-338.498,2451,0.001,0.001,0.00114811,smh1-sp1-mp1
193,44.0217,-287.62,2434,0.001,0.001,0.00114811,smh1-sp1-mp1
194,74.1204,-356.284,2440,0.001,0.001,0.00114811,smh1-sp1-mp1
195,45.1414,-327.643,2467,0.001,0.001,0.00114811,smh1-sp1-mp1
196,50.6769,-270.428,2472,0.001,0.001,0.00114811,smh1-sp1-mp1
197,57.482,-324.772,2442,0.001,0.001,0.00114811,smh1-sp1-mp1
198,43.9344,-333.932,2477,0.001,0.001,0.00114811,smh1-sp1-mp1
199,38.9425,-338.302,2452,0.001,0.001,0.00114811,smh1-sp1-mp1
200,69.2087,-351.497,2495,0.001,0.001,0.00114811,smh1-sp1-mp1
201,52.3338,-266.694,2460,0.001,0.001,0.00114811,smh1-sp1-mp1
202,30.6713,-406.626,2457,0.001,0.001,0.00114811,smh1-sp1-mp1
203,-8.62358,-327.223,2432,0.001,0.001,0.00114811,smh1-sp1-mp1
204,23.2016,-359.171,2429,0.001,0.001,0.00114811,smh1-sp1-mp1
205,39.4137,-370.514,2468,0.001,0.001,0.00114811,smh1-sp1-mp1
206,23.2097,-311.395,2486,0.001,0.001,0.00114811,smh1-sp1-mp1
207,43.0004,-374.035,2475,0.001,0.001,0.00114811,smh1-sp1-mp1
208,38.8582,-387.085,2481,0.001,0.001,0.00114811,smh1-sp1-mp1
209,28.7606,-362.776,2483,0.001,0.001,0.00114811,smh1-sp1-mp1
210,50.2951,-395.297,2451,0.001,0.001,0.00114811,smh1-sp1-mp1
211,28.5291,-424.611,2443,0.001,0.001,0.00114811,smh1-sp1-mp1
212,46.8253,-302.809,2428,0.001,0.001,0.00114811,smh1-sp1-mp1
213,40.3192,-357.641,2477,0.001,0.001,0.00114811,smh1-sp1-mp1
214,46.9606,-267.736,2460,0.001,0.001,0.00114811,smh1-sp1-mp1
215,92.1614,-224.461,2480,0.001,0.001,0.00114811,smh1-sp1-mp1
216,11.2145,-322.874,2488,0.001,0.001,0.00114811,smh1-sp1-mp1
217,50.731,-331.355,2469,0.001,0.001,0.00114811,smh1-sp1-mp1
218,17.6226,-317.355,2462,0.001,0.001,0.00114811,smh1-sp1-mp1
219,51.9974,-263.782,2441,0.001,0.001,0.00114811,smh1-sp1-mp1
220,38.1133,-336.783,2478,0.001,0.001,0.00114811,smh1-sp1-mp1
221,53.1487,-320.041,2484,0.001,0.001,0.00114811,smh1-sp1-mp1
222,49.5268,-389.631,2425,0.001,0.001,0.00114811,smh1-sp1-mp1
223,17.3349,-326.94,2465,0.001,0.001,0.00114811,smh1-sp1-mp1
224,29.6912,-344.96,2470,0.001,0.001,0.00114811,smh1-sp1-mp1
225,48.5979,-318.476,2444,0.001,0.001,0.00114811,smh1-sp1-mp1
226,56.1294,-250.417,2485,0.001,0.001,0.00114811,smh1-sp1-mp1
227,25.3417,-379.49,2475,0.001,0.001,0.00114811,smh1-sp1-mp1
228,43.4688,-346.564,2470,0.001,0.001,0.00114811,smh1-sp1-mp1
229,37.4406,-322.062,2463,0.001,0.001,0.00114811,smh1-sp1-mp1
230,36.2995,-325.918,2476,0.001,0.001,0.00114811,smh1-sp1-mp1
231,41.4,-295.809,2441,0.001,0.001,0.00114811,smh1-sp1-mp1
232,29.0999,-352.755,2462,0.001,0.001,0.00114811,smh1-sp1-mp1
233,59.477,-361.428,2446,0.001,0.001,0.00114811,smh1-sp1-mp1
234,41.1683,-318.035,2478,0.001,0.001,0.00114811,smh1-sp1-mp1
235,28.54,-340.724,2478,0.001,0.001,0.00114811,smh1-sp1-mp1
236,32.9111,-303.149,2492,0.001,0.001,0.00114811,smh1-sp1-mp1
237,23.4516,-395.797,2479,0.001,0.001,0.00114811,smh1-sp1-mp1
238,51.0863,-313.984,2467,0.001,0.001,0.00114811,smh1-sp1-mp1
239,33.3159,-316.343,2462,0.001,0.001,0.00114811,smh1-sp1-mp1
240,35.0844,-401.742,2460,0.001,0.001,0.00114811,smh1-sp1-mp1
241,51.459,-347.274,2468,0.001,0.001,0.00114811,smh1-sp1-mp1
242,24.1074,-342.433,2468,0.001,0.001,0.00114811,smh1-sp1-mp1
243,26.7109,-359.279,2487,0.001,0.001,0.00114811,smh1-sp1-mp1
244,42.5646,-304.304,2460,0.001,0.001,0.00114811,smh1-sp1-mp1
245,26.9004,-353.151,2487,0.001,0.001,0.00114811,smh1-sp1-mp1
246,-31.126,-349.53,2445,0.001,0.001,0.00114811,smh1-sp1-mp1
247,53.006,-320.73,2490,0.001,0.001,0.00114811,smh1-sp1-mp1
248,54.4435,-345.965,2475,0.001,0.001,0.00114811,smh1-sp1-mp1
249,23.7544,-329.151,2465,0.001,0.001,0.00114811,smh1-sp1-mp1
250,16.3952,-412.168,2485,0.001,0.001,0.00114811,smh1-sp1-mp1
251,-8.69965,-439.271,2488,0.001,0.001,0.00114811,smh1-sp1-mp1
0,81.3059,-294.182,2440,0.001,0.001,0.00114811,smh1-sp2-mp0
1,76.972,-366.994,2462,0.001,0.001,0.00114811,smh1-sp2-mp0
2,52.7592,-324.576,2496,0.001,0.001,0.00114811,smh1-sp2-mp0
3,66.7789,-355.808,2410,0.001,0.001,0.00114811,smh1-sp2-mp0
4,30.0352,-261.181,2520,0.001,0.001,0.00114811,smh1-sp2-mp0
5,66.3119,-321.94,2482,0.001,0.001,0.00114811,smh1-sp2-mp0
6,57.1922,-341.327,2474,0.001,0.001,0.00114811,smh1-sp2-mp0
7,80.9081,-384.412,2505,0.001,0.001,0.00114811,smh1-sp2-mp0
8,50.7452,-258.143,2478,0.001,0.001,0.00114811,smh1-sp2-mp0
9,55.5674,-268.632,2478,0.001,0.001,0.00114811,smh1-sp2-mp0
10,108.561,-337.52,2438,0.001,0.001,0.00114811,smh1-sp2-mp0
11,73.6735,-452.592,2489,0.001,0.001,0.00114811,smh1-sp2-mp0
12,-7.13588,-299.803,2500,0.001,0.001,0.00114811,smh1-sp2-mp0
13,49.2133,-229.306,2450,0.001,0.001,0.00114811,smh1-sp2-mp0
14,69.1986,-262.957,2482,0.001,0.001,0.00114811,smh1-sp2-mp0
15,44.0284,-270.077,2496,0.001,0.001,0.00114811,smh1-sp2-mp0
16,41.7251,-295.969,2512,0.001,0.001,0.00114811,smh1-sp2-mp0
17,36.4479,-380.158,2467,0.001,0.001,0.00114811,smh1-sp2-mp0
18,59.1256,-223.19,2535,0.001,0.001,0.00114811,smh1-sp2-mp0
19,52.8361,-419.725,2480,0.001,0.001,0.00114811,smh1-sp2-mp0
20,58.1078,-265.515,2490,0.001,0.001,0.00114811,smh1-sp2-mp0
21,34.4578,-265.553,2509,0.001,0.001,0.00114811,smh1-sp2-mp0
22,57.9576,-280.958,2499,0.001,0.001,0.00114811,smh1-sp2-mp0
23,48.6988,-271.747,2492,0.001,0.001,0.00114811,smh1-sp2-mp0
24,69.0501,-314.437,2462,0.001,0.001,0.00114811,smh1-sp2-mp0
25,-16.9464,-243.857,2484,0.001,0.001,0.00114811,smh1-sp2-mp0
26,58.1417,-252.882,2493,0.001,0.001,0.00114811,smh1-sp2-mp0
27,54.7925,-323.689,2416,0.001,0.001,0.00114811,smh1-sp2-mp0
28,56.3002,-295.257,2455,0.001,0.001,0.00114811,smh1-sp2-mp0
29,85.1821,-256.808,2478,0.001,0.001,0.00114811,smh1-sp2-mp0
30,83.2555,-314.379,2499,0.001,0.001,0.00114811,smh1-sp2-mp0
31,58.6394,-376.263,2522,0.001,0.001,0.00114811,smh1-sp2-mp0
32,67.0457,-266.374,2523,0.001,0.001,0.00114811,smh1-sp2-mp0
33,23.918,-306.956,2409,0.001,0.001,0.00114811,smh1-sp2-mp0
34,30.9897,-329.543,2481,0.001,0.001,0.00114811,smh1-sp2-mp0
35,40.064,-263.495,2512,0.001,0.001,0.00114811,smh1-sp2-mp0
36,88.4566,-246.913,2479,0.001,0.001,0.00114811,smh1-sp2-mp0
37,70.5921,-298.69,2475,0.001,0.001,0.00114811,smh1-sp2-mp0
38,32.2109,-258.837,2509,0.001,0.001,0.00114811,smh1-sp2-mp0
39,93.0422,-209.911,2512,0.001,0.001,0.00114811,smh1-sp2-mp0
40,31.6895,-379.283,2512,0.001,0.001,0.00114811,smh1-sp2-mp0
41,67.1749,-305.688,2513,0.001,0.001,0.00114811,smh1-sp2-mp0
42,32.6874,-274.705,2505,0.001,0.001,0.00114811,smh1-sp2-mp0
43,99.4978,-300.005,2454,0.001,0.001,0.00114811,smh1-sp2-mp0
44,46.7979,-307.456,2492,0.001,0.001,0.00114811,smh1-sp2-mp0
45,32.7628,-362.316,2473,0.001,0.001,0.00114811,smh1-sp2-mp0
46,5.76551,-297.383,2520,0.001,0.001,0.00114811,smh1-sp2-mp0
47,68.8135,-297.488,2470,0.001,0.001,0.00114811,smh1-sp2-mp0
48,57.8281,-288.742,2474,0.001,0.001,0.00114811,smh1-sp2-mp0
49,53.5699,-412.833,2437,0.001,0.001,0.00114811,smh1-sp2-mp0
50,56.7187,-392.197,2511,0.001,0.001,0.00114811,smh1-sp2-mp0
51,18.71,-340.309,2452,0.001,0.001,0.00114811,smh1-sp2-mp0
52,68.1012,-314.864,2449,0.001,0.001,0.00114811,smh1-sp2-mp0
53,40.9752,-396.929,2506,0.001,0.001,0.00114811,smh1-sp2-mp0
54,32.0425,-386.001,2497,0.001,0.001,0.00114811,smh1-sp2-mp0
55,52.7015,-344.365,2510,0.001,0.001,0.00114811,smh1-sp2-mp0
56,69.9878,-317.729,2478,0.001,0.001,0.00114811,smh1-sp2-mp0
57,37.9916,-285.089,2481,0.001,0.001,0.00114811,smh1-sp2-mp0
58,67.177,-305.395,2481,0.001,0.001,0.00114811,smh1-sp2-mp0
59,51.7885,-181.02,2491,0.001,0.001,0.00114811,smh1-sp2-mp0
60,72.0336,-306.166,2480,0.001,0.001,0.00114811,smh1-sp2-mp0
61,44.6615,-410.946,2451,0.001,0.001,0.00114811,smh1-sp2-mp0
62,48.0428,-270.724,2463,0.001,0.001,0.00114811,smh1-sp2-mp0
63,48.9902,-339.267,2491,0.001,0.001,0.00114811,smh1-sp2-mp0
64,107.84,-376.007,2448,0.001,0.001,0.00114811,smh1-sp2-mp0
65,65.6791,-259.044,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
66,59.7138,-275.738,2446,0.001,0.001,0.00114811,smh1-sp2-mp0
67,54.9271,-248.921,2466,0.001,0.001,0.00114811,smh1-sp2-mp0
68,57.6971,-354.871,2431,0.001,0.001,0.00114811,smh1-sp2-mp0
69,86.5402,-411.317,2503,0.001,0.001,0.00114811,smh1-sp2-mp0
70,49.3048,-297.445,2450,0.001,0.001,0.00114811,smh1-sp2-mp0
71,62.0333,-274.181,2467,0.001,0.001,0.00114811,smh1-sp2-mp0
72,35.748,-377.058,2494,0.001,0.001,0.00114811,smh1-sp2-mp0
73,11.4387,-285.2,2483,0.001,0.001,0.00114811,smh1-sp2-mp0
74,25.2884,-411.721,2416,0.001,0.001,0.00114811,smh1-sp2-mp0
75,68.4389,-485.368,2473,0.001,0.001,0.00114811,smh1-sp2-mp0
76,35.3404,-262.22,2406,0.001,0.001,0.00114811,smh1-sp2-mp0
77,74.9401,-271.269,2453,0.001,0.001,0.00114811,smh1-sp2-mp0
78,59.997,-419.336,2470,0.001,0.001,0.00114811,smh1-sp2-mp0
79,65.2189,-270.437,2509,0.001,0.001,0.00114811,smh1-sp2-mp0
80,58.6548,-352.208,2478,0.001,0.001,0.00114811,smh1-sp2-mp0
81,113.997,-404.038,2503,0.001,0.001,0.00114811,smh1-sp2-mp0
82,44.3849,-280.626,2504,0.001,0.001,0.00114811,smh1-sp2-mp0
83,35.8326,-384.235,2472,0.001,0.001,0.00114811,smh1-sp2-mp0
84,46.9888,-292.677,2461,0.001,0.001,0.00114811,smh1-sp2-mp0
85,32.252,-360.43,2479,0.001,0.001,0.00114811,smh1-sp2-mp0
86,70.8278,-335.343,2443,0.001,0.001,0.00114811,smh1-sp2-mp0
87,67.9218,-309.555,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
88,21.2309,-300.686,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
89,59.1684,-268.382,2509,0.001,0.001,0.00114811,smh1-sp2-mp0
90,49.0378,-255.313,2519,0.001,0.001,0.00114811,smh1-sp2-mp0
91,35.5686,-275.4,2500,0.001,0.001,0.00114811,smh1-sp2-mp0
92,42.6977,-260.726,2478,0.001,0.001,0.00114811,smh1-sp2-mp0
93,76.6259,-307.447,2487,0.001,0.001,0.00114811,smh1-sp2-mp0
94,62.9096,-328.302,2464,0.001,0.001,0.00114811,smh1-sp2-mp0
95,63.8752,-401.332,2484,0.001,0.001,0.00114811,smh1-sp2-mp0
96,45.9889,-315.118,2436,0.001,0.001,0.00114811,smh1-sp2-mp0
97,84.1662,-346.195,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
98,51.643,-260.734,2474,0.001,0.001,0.00114811,smh1-sp2-mp0
99,39.2049,-308.558,2502,0.001,0.001,0.00114811,smh1-sp2-mp0
100,50.3478,-316.987,2484,0.001,0.001,0.00114811,smh1-sp2-mp0
101,93.9477,-320.306,2475,0.001,0.001,0.00114811,smh1-sp2-mp0
102,48.4422,-356.441,2448,0.001,0.001,0.00114811,smh1-sp2-mp0
103,49.8683,-252.134,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
104,49.795,-374.76,2485,0.001,0.001,0.00114811,smh1-sp2-mp0
105,36.0724,-385.356,2458,0.001,0.001,0.00114811,smh1-sp2-mp0
106,46.0577,-291.835,2460,0.001,0.001,0.00114811,smh1-sp2-mp0
107,37.0619,-313.161,2513,0.001,0.001,0.00114811,smh1-sp2-mp0
108,59.4947,-447.411,2472,0.001,0.001,0.00114811,smh1-sp2-mp0
109,55.4569,-348.86,2460,0.001,0.001,0.00114811,smh1-sp2-mp0
110,45.9794,-342.691,2501,0.001,0.001,0.00114811,smh1-sp2-mp0
111,67.6471,-230.051,2492,0.001,0.001,0.00114811,smh1-sp2-mp0
112,73.6237,-329.753,2493,0.001,0.001,0.00114811,smh1-sp2-mp0
113,60.1175,-316.402,2428,0.001,0.001,0.00114811,smh1-sp2-mp0
114,3.29926,-271.523,2488,0.001,0.001,0.00114811,smh1-sp2-mp0
115,61.1571,-283.403,2464,0.001,0.001,0.00114811,smh1-sp2-mp0
116,47.8773,-222.279,2506,0.001,0.001,0.00114811,smh1-sp2-mp0
117,88.8632,-254.052,2510,0.001,0.001,0.00114811,smh1-sp2-mp0
118,51.1235,-198.852,2461,0.001,0.001,0.00114811,smh1-sp2-mp0
119,51.4962,-222.401,2455,0.001,0.001,0.00114811,smh1-sp2-mp0
120,35.9976,-329.684,2515,0.001,0.001,0.00114811,smh1-sp2-mp0
121,37.2756,-338.16,2502,0.001,0.001,0.00114811,smh1-sp2-mp0
122,46.9066,-316.028,2499,0.001,0.001,0.00114811,smh1-sp2-mp0
123,57.6853,-346.307,2469,0.001,0.001,0.00114811,smh1-sp2-mp0
124,31.4494,-218.654,2487,0.001,0.001,0.00114811,smh1-sp2-mp0
125,37.032,-409.387,2498,0.001,0.001,0.00114811,smh1-sp2-mp0
126,64.163,-219.099,2494,0.001,0.001,0.00114811,smh1-sp2-mp0
127,32.6864,-405.908,2474,0.001,0.001,0.00114811,smh1-sp2-mp0
128,55.5738,-380.622,2464,0.001,0.001,0.00114811,smh1-sp2-mp0
129,54.3748,-318.841,2449,0.001,0.001,0.00114811,smh1-sp2-mp0
130,30.3128,-314.22,2499,0.001,0.001,0.00114811,smh1-sp2-mp0
131,66.5503,-206.927,2446,0.001,0.001,0.00114811,smh1-sp2-mp0
132,64.5144,-408.291,2466,0.001,0.001,0.00114811,smh1-sp2-mp0
133,101.503,-319.613,2511,0.001,0.001,0.00114811,smh1-sp2-mp0
134,73.7379,-260.9,2482,0.001,0.001,0.00114811,smh1-sp2-mp0
135,59.6711,-423.633,2453,0.001,0.001,0.00114811,smh1-sp2-mp0
136,66.0071,-375.959,2451,0.001,0.001,0.00114811,smh1-sp2-mp0
137,73.8386,-286.881,2488,0.001,0.001,0.00114811,smh1-sp2-mp0
138,74.7978,-241.227,2441,0.001,0.001,0.00114811,smh1-sp2-mp0
139,78.908,-197.201,2467,0.001,0.001,0.00114811,smh1-sp2-mp0
140,37.3314,-356.502,2468,0.001,0.001,0.00114811,smh1-sp2-mp0
141,-21.3831,-336.289,2482,0.001,0.001,0.00114811,smh1-sp2-mp0
142,55.7032,-281.916,2467,0.001,0.001,0.00114811,smh1-sp2-mp0
143,37.3477,-297.204,2469,0.001,0.001,0.00114811,smh1-sp2-mp0
144,56.5753,-326.106,2495,0.001,0.001,0.00114811,smh1-sp2-mp0
145,54.9081,-253.639,2465,0.001,0.001,0.00114811,smh1-sp2-mp0
146,75.8048,-215.517,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
147,22.8264,-355.498,2464,0.001,0.001,0.00114811,smh1-sp2-mp0
148,43.2803,-307.293,2490,0.001,0.001,0.00114811,smh1-sp2-mp0
149,39.374,-339.549,2455,0.001,0.001,0.00114811,smh1-sp2-mp0
150,-3.50045,-357.787,2492,0.001,0.001,0.00114811,smh1-sp2-mp0
151,36.3579,-342.371,2499,0.001,0.001,0.00114811,smh1-sp2-mp0
152,53.5199,-313.097,2480,0.001,0.001,0.00114811,smh1-sp2-mp0
153,65.6172,-326.424,2444,0.001,0.001,0.00114811,smh1-sp2-mp0
154,44.5304,-236.563,2421,0.001,0.001,0.00114811,smh1-sp2-mp0
155,68.262,-394.473,2475,0.001,0.001,0.00114811,smh1-sp2-mp0
156,47.5927,-411.022,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
157,55.4532,-308.201,2444,0.001,0.001,0.00114811,smh1-sp2-mp0
158,38.1393,-288.533,2515,0.001,0.001,0.00114811,smh1-sp2-mp0
159,35.8013,-453.828,2489,0.001,0.001,0.00114811,smh1-sp2-mp0
160,36.3366,-435.771,2499,0.001,0.001,0.00114811,smh1-sp2-mp0
161,81.3071,-253.189,2468,0.001,0.001,0.00114811,smh1-sp2-mp0
162,73.083,-253.926,2501,0.001,0.001,0.00114811,smh1-sp2-mp0
163,65.5421,-309.032,2492,0.001,0.001,0.00114811,smh1-sp2-mp0
164,59.3326,-249.584,2433,0.001,0.001,0.00114811,smh1-sp2-mp0
165,35.8447,-352.31,2509,0.001,0.001,0.00114811,smh1-sp2-mp0
166,57.0157,-239.213,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
167,30.5919,-451.832,2480,0.001,0.001,0.00114811,smh1-sp2-mp0
168,72.0985,-336.602,2474,0.001,0.001,0.00114811,smh1-sp2-mp0
169,23.897,-318.905,2437,0.001,0.001,0.00114811,smh1-sp2-mp0
170,82.7301,-335.49,2483,0.001,0.001,0.00114811,smh1-sp2-mp0
171,41.6589,-330.231,2489,0.001,0.001,0.00114811,smh1-sp2-mp0
172,85.5643,-334.467,2490,0.001,0.001,0.00114811,smh1-sp2-mp0
173,42.9058,-314.795,2435,0.001,0.001,0.00114811,smh1-sp2-mp0
174,69.1561,-280.554,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
