topic, pmi, sc, its, alpha, gamma, eta, inference
69,2.11255,-373.406,2438,0.001,0.001,0.00114811,smh1-sp0-mp0
70,68.7885,-325.133,2494,0.001,0.001,0.00114811,smh1-sp0-mp0
71,60.3536,-252.395,2514,0.001,0.001,0.00114811,smh1-sp0-mp0
72,67.5922,-355.967,2482,0.001,0.001,0.00114811,smh1-sp0-mp0
73,29.4317,-304.129,2487,0.001,0.001,0.00114811,smh1-sp0-mp0
74,86.5256,-289.482,2452,0.001,0.001,0.00114811,smh1-sp0-mp0
75,40.4233,-338.157,2493,0.001,0.001,0.00114811,smh1-sp0-mp0
76,48.9402,-267.051,2446,0.001,0.001,0.00114811,smh1-sp0-mp0
77,71.6032,-321.31,2476,0.001,0.001,0.00114811,smh1-sp0-mp0
78,88.1897,-294.09,2481,0.001,0.001,0.00114811,smh1-sp0-mp0
79,60.6659,-379.732,2460,0.001,0.001,0.00114811,smh1-sp0-mp0
80,49.5471,-313.802,2504,0.001,0.001,0.00114811,smh1-sp0-mp0
81,72.0357,-363.587,2477,0.001,0.001,0.00114811,smh1-sp0-mp0
82,79.5822,-238.679,2475,0.001,0.001,0.00114811,smh1-sp0-mp0
83,48.3932,-358.903,2429,0.001,0.001,0.00114811,smh1-sp0-mp0
84,31.6337,-379.86,2470,0.001,0.001,0.00114811,smh1-sp0-mp0
85,49.7681,-334.172,2492,0.001,0.001,0.00114811,smh1-sp0-mp0
86,60.0964,-237.644,2513,0.001,0.001,0.00114811,smh1-sp0-mp0
87,77.2045,-271.589,2454,0.001,0.001,0.00114811,smh1-sp0-mp0
88,39.7677,-294.735,2514,0.001,0.001,0.00114811,smh1-sp0-mp0
89,47.1757,-324.112,2440,0.001,0.001,0.00114811,smh1-sp0-mp0
90,57.3956,-292.587,2458,0.001,0.001,0.00114811,smh1-sp0-mp0
91,110.076,-170.942,2434,0.001,0.001,0.00114811,smh1-sp0-mp0
92,41.9913,-318.783,2476,0.001,0.001,0.00114811,smh1-sp0-mp0
93,39.1281,-346.205,2464,0.001,0.001,0.00114811,smh1-sp0-mp0
94,59.9374,-269.534,2502,0.001,0.001,0.00114811,smh1-sp0-mp0
95,58.3374,-425.243,2467,0.001,0.001,0.00114811,smh1-sp0-mp0
96,37.9959,-241.408,2510,0.001,0.001,0.00114811,smh1-sp0-mp0
97,89.653,-218.414,2455,0.001,0.001,0.00114811,smh1-sp0-mp0
98,93.0543,-240.664,2441,0.001,0.001,0.00114811,smh1-sp0-mp0
99,48.8409,-266.808,2501,0.001,0.001,0.00114811,smh1-sp0-mp0
100,131.282,-239.706,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
101,87.2765,-295.022,2427,0.001,0.001,0.00114811,smh1-sp0-mp0
102,71.5095,-399.053,2474,0.001,0.001,0.00114811,smh1-sp0-mp0
103,80.7081,-313.899,2513,0.001,0.001,0.00114811,smh1-sp0-mp0
104,54.7309,-350.841,2463,0.001,0.001,0.00114811,smh1-sp0-mp0
105,44.9344,-295.336,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
106,72.242,-276.361,2471,0.001,0.001,0.00114811,smh1-sp0-mp0
107,47.1929,-366.196,2431,0.001,0.001,0.00114811,smh1-sp0-mp0
108,55.8272,-330.482,2467,0.001,0.001,0.00114811,smh1-sp0-mp0
109,42.0129,-385.249,2441,0.001,0.001,0.00114811,smh1-sp0-mp0
110,43.5921,-303.055,2474,0.001,0.001,0.00114811,smh1-sp0-mp0
111,70.432,-318.941,2468,0.001,0.001,0.00114811,smh1-sp0-mp0
112,63.6668,-253.114,2497,0.001,0.001,0.00114811,smh1-sp0-mp0
113,52.2776,-205.583,2406,0.001,0.001,0.00114811,smh1-sp0-mp0
114,48.0212,-258.392,2478,0.001,0.001,0.00114811,smh1-sp0-mp0
115,36.2884,-332.43,2501,0.001,0.001,0.00114811,smh1-sp0-mp0
116,53.7998,-348.896,2463,0.001,0.001,0.00114811,smh1-sp0-mp0
117,35.1319,-363.913,2490,0.001,0.001,0.00114811,smh1-sp0-mp0
118,73.7989,-237.038,2480,0.001,0.001,0.00114811,smh1-sp0-mp0
119,41.1988,-364.984,2494,0.001,0.001,0.00114811,smh1-sp0-mp0
120,44.9949,-473.399,2456,0.001,0.001,0.00114811,smh1-sp0-mp0
121,55.846,-321.743,2473,0.001,0.001,0.00114811,smh1-sp0-mp0
122,51.623,-269.608,2498,0.001,0.001,0.00114811,smh1-sp0-mp0
123,62.8801,-313.149,2437,0.001,0.001,0.00114811,smh1-sp0-mp0
124,71.6821,-255.775,2508,0.001,0.001,0.00114811,smh1-sp0-mp0
125,56.479,-262.55,2483,0.001,0.001,0.00114811,smh1-sp0-mp0
126,51.1949,-422.242,2472,0.001,0.001,0.00114811,smh1-sp0-mp0
127,88.4566,-245.186,2481,0.001,0.001,0.00114811,smh1-sp0-mp0
128,25.2343,-309.048,2432,0.001,0.001,0.00114811,smh1-sp0-mp0
129,52.438,-314.769,2476,0.001,0.001,0.00114811,smh1-sp0-mp0
130,59.3274,-335.299,2437,0.001,0.001,0.00114811,smh1-sp0-mp0
131,55.4908,-316.004,2487,0.001,0.001,0.00114811,smh1-sp0-mp0
132,78.434,-352.025,2487,0.001,0.001,0.00114811,smh1-sp0-mp0
133,59.0136,-408.803,2459,0.001,0.001,0.00114811,smh1-sp0-mp0
134,57.1712,-302.307,2465,0.001,0.001,0.00114811,smh1-sp0-mp0
135,50.2716,-280.744,2488,0.001,0.001,0.00114811,smh1-sp0-mp0
136,79.0395,-263.977,2502,0.001,0.001,0.00114811,smh1-sp0-mp0
137,46.0482,-297.21,2504,0.001,0.001,0.00114811,smh1-sp0-mp0
138,55.9281,-284.176,2489,0.001,0.001,0.00114811,smh1-sp0-mp0
139,38.9232,-328.593,2443,0.001,0.001,0.00114811,smh1-sp0-mp0
140,38.7687,-316.029,2502,0.001,0.001,0.00114811,smh1-sp0-mp0
141,-2.55189,-285.661,2459,0.001,0.001,0.00114811,smh1-sp0-mp0
142,33.4924,-381.493,2501,0.001,0.001,0.00114811,smh1-sp0-mp0
143,30.5884,-342.735,2498,0.001,0.001,0.00114811,smh1-sp0-mp0
144,44.9141,-283.068,2504,0.001,0.001,0.00114811,smh1-sp0-mp0
145,64.3053,-323.327,2510,0.001,0.001,0.00114811,smh1-sp0-mp0
146,41.6727,-231.166,2459,0.001,0.001,0.00114811,smh1-sp0-mp0
147,58.5425,-308.113,2486,0.001,0.001,0.00114811,smh1-sp0-mp0
148,10.0022,-301.507,2425,0.001,0.001,0.00114811,smh1-sp0-mp0
149,79.5658,-301.802,2475,0.001,0.001,0.00114811,smh1-sp0-mp0
150,42.8712,-276.905,2496,0.001,0.001,0.00114811,smh1-sp0-mp0
151,54.6277,-325.373,2490,0.001,0.001,0.00114811,smh1-sp0-mp0
152,85.057,-353.794,2424,0.001,0.001,0.00114811,smh1-sp0-mp0
153,60.1269,-229.523,2477,0.001,0.001,0.00114811,smh1-sp0-mp0
154,49.9477,-311.934,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
155,48.35,-457.414,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
156,81.054,-307.579,2494,0.001,0.001,0.00114811,smh1-sp0-mp0
157,51.51,-388.257,2489,0.001,0.001,0.00114811,smh1-sp0-mp0
158,31.44,-397.186,2514,0.001,0.001,0.00114811,smh1-sp0-mp0
159,45.4926,-393.345,2436,0.001,0.001,0.00114811,smh1-sp0-mp0
160,75.7617,-387.662,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
161,-3.75032,-453.422,2469,0.001,0.001,0.00114811,smh1-sp0-mp0
162,59.3136,-273.381,2501,0.001,0.001,0.00114811,smh1-sp0-mp0
163,53.7764,-279.278,2498,0.001,0.001,0.00114811,smh1-sp0-mp0
164,25.6544,-272.765,2508,0.001,0.001,0.00114811,smh1-sp0-mp0
165,37.9591,-355.445,2453,0.001,0.001,0.00114811,smh1-sp0-mp0
166,34.6914,-335.248,2463,0.001,0.001,0.00114811,smh1-sp0-mp0
167,9.29356,-291.365,2469,0.001,0.001,0.00114811,smh1-sp0-mp0
168,-2.42776,-258.352,2486,0.001,0.001,0.00114811,smh1-sp0-mp0
169,28.916,-357.36,2498,0.001,0.001,0.00114811,smh1-sp0-mp0
170,50.0488,-345.97,2499,0.001,0.001,0.00114811,smh1-sp0-mp0
171,22.8023,-378.544,2523,0.001,0.001,0.00114811,smh1-sp0-mp0
172,51.6146,-383.693,2417,0.001,0.001,0.00114811,smh1-sp0-mp0
173,26.0026,-360.789,2516,0.001,0.001,0.00114811,smh1-sp0-mp0
174,67.141,-314.591,2472,0.001,0.001,0.00114811,smh1-sp0-mp0
175,66.5586,-218.565,2477,0.001,0.001,0.00114811,smh1-sp0-mp0
176,53.4642,-279.306,2524,0.001,0.001,0.00114811,smh1-sp0-mp0
177,39.5764,-349.988,2474,0.001,0.001,0.00114811,smh1-sp0-mp0
178,33.029,-300.886,2461,0.001,0.001,0.00114811,smh1-sp0-mp0
179,52.5692,-245.141,2458,0.001,0.001,0.00114811,smh1-sp0-mp0
180,39.0862,-228.333,2513,0.001,0.001,0.00114811,smh1-sp0-mp0
181,38.8287,-429.586,2479,0.001,0.001,0.00114811,smh1-sp0-mp0
182,-0.909396,-313.916,2497,0.001,0.001,0.00114811,smh1-sp0-mp0
183,34.7537,-411.115,2478,0.001,0.001,0.00114811,smh1-sp0-mp0
184,44.9887,-244.19,2424,0.001,0.001,0.00114811,smh1-sp0-mp0
185,73.3219,-303.691,2483,0.001,0.001,0.00114811,smh1-sp0-mp0
186,47.0997,-414.788,2434,0.001,0.001,0.00114811,smh1-sp0-mp0
187,48.7418,-428.061,2492,0.001,0.001,0.00114811,smh1-sp0-mp0
188,45.7597,-306.523,2492,0.001,0.001,0.00114811,smh1-sp0-mp0
189,50.2129,-180.452,2501,0.001,0.001,0.00114811,smh1-sp0-mp0
190,-6.48164,-424.875,2513,0.001,0.001,0.00114811,smh1-sp0-mp0
191,38.7567,-301.376,2509,0.001,0.001,0.00114811,smh1-sp0-mp0
192,31.5334,-416.07,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
193,95.3214,-371.162,2473,0.001,0.001,0.00114811,smh1-sp0-mp0
194,44.6813,-348.321,2478,0.001,0.001,0.00114811,smh1-sp0-mp0
195,35.1332,-340.204,2493,0.001,0.001,0.00114811,smh1-sp0-mp0
196,31.4334,-300.519,2464,0.001,0.001,0.00114811,smh1-sp0-mp0
197,59.5949,-360.682,2472,0.001,0.001,0.00114811,smh1-sp0-mp0
198,52.6573,-321.598,2481,0.001,0.001,0.00114811,smh1-sp0-mp0
199,22.6032,-310.19,2501,0.001,0.001,0.00114811,smh1-sp0-mp0
200,61.1216,-259.303,2423,0.001,0.001,0.00114811,smh1-sp0-mp0
201,36.251,-353.867,2495,0.001,0.001,0.00114811,smh1-sp0-mp0
202,40.1037,-257.078,2492,0.001,0.001,0.00114811,smh1-sp0-mp0
203,59.618,-434.14,2487,0.001,0.001,0.00114811,smh1-sp0-mp0
204,7.38658,-275.521,2461,0.001,0.001,0.00114811,smh1-sp0-mp0
205,59.9893,-267.944,2440,0.001,0.001,0.00114811,smh1-sp0-mp0
206,28.9845,-356.534,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
207,33.9749,-309.423,2468,0.001,0.001,0.00114811,smh1-sp0-mp0
208,51.4361,-328.167,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
209,61.4049,-378.033,2499,0.001,0.001,0.00114811,smh1-sp0-mp0
210,30.1762,-344.677,2487,0.001,0.001,0.00114811,smh1-sp0-mp0
211,57.5722,-325.964,2417,0.001,0.001,0.00114811,smh1-sp0-mp0
212,41.7548,-329.591,2480,0.001,0.001,0.00114811,smh1-sp0-mp0
213,28.3505,-247.259,2444,0.001,0.001,0.00114811,smh1-sp0-mp0
214,51.9405,-358.316,2424,0.001,0.001,0.00114811,smh1-sp0-mp0
215,33.3876,-284.955,2516,0.001,0.001,0.00114811,smh1-sp0-mp0
216,51.3761,-398.453,2507,0.001,0.001,0.00114811,smh1-sp0-mp0
217,45.2297,-404.511,2499,0.001,0.001,0.00114811,smh1-sp0-mp0
218,50.5553,-319.164,2457,0.001,0.001,0.00114811,smh1-sp0-mp0
219,48.0362,-305.896,2491,0.001,0.001,0.00114811,smh1-sp0-mp0
220,35.8818,-326.786,2509,0.001,0.001,0.00114811,smh1-sp0-mp0
221,40.0059,-299.553,2488,0.001,0.001,0.00114811,smh1-sp0-mp0
222,35.4151,-360.894,2483,0.001,0.001,0.00114811,smh1-sp0-mp0
223,26.1598,-306.263,2508,0.001,0.001,0.00114811,smh1-sp0-mp0
224,45.6413,-301.43,2460,0.001,0.001,0.00114811,smh1-sp0-mp0
225,42.3695,-330.934,2513,0.001,0.001,0.00114811,smh1-sp0-mp0
226,29.8009,-354.203,2522,0.001,0.001,0.00114811,smh1-sp0-mp0
227,12.0699,-416.876,2511,0.001,0.001,0.00114811,smh1-sp0-mp0
228,37.3029,-315.467,2509,0.001,0.001,0.00114811,smh1-sp0-mp0
229,48.6583,-422.312,2522,0.001,0.001,0.00114811,smh1-sp0-mp0
230,40.2726,-360.591,2473,0.001,0.001,0.00114811,smh1-sp0-mp0
231,27.0259,-312.54,2485,0.001,0.001,0.00114811,smh1-sp0-mp0
232,24.342,-385.124,2502,0.001,0.001,0.00114811,smh1-sp0-mp0
233,16.4642,-368.559,2517,0.001,0.001,0.00114811,smh1-sp0-mp0
234,47.4074,-321.54,2498,0.001,0.001,0.00114811,smh1-sp0-mp0
235,13.3305,-431.843,2496,0.001,0.001,0.00114811,smh1-sp0-mp0
236,41.0561,-305.571,2484,0.001,0.001,0.00114811,smh1-sp0-mp0
237,40.616,-333.132,2503,0.001,0.001,0.00114811,smh1-sp0-mp0
238,32.1672,-230.666,2487,0.001,0.001,0.00114811,smh1-sp0-mp0
239,46.2176,-246.087,2514,0.001,0.001,0.00114811,smh1-sp0-mp0
240,49.4517,-313.363,2516,0.001,0.001,0.00114811,smh1-sp0-mp0
241,61.4948,-304.433,2510,0.001,0.001,0.00114811,smh1-sp0-mp0
242,34.2067,-292.832,2511,0.001,0.001,0.00114811,smh1-sp0-mp0
243,48.4034,-339.47,2497,0.001,0.001,0.00114811,smh1-sp0-mp0
244,35.348,-350.678,2477,0.001,0.001,0.00114811,smh1-sp0-mp0
245,40.5728,-344.022,2521,0.001,0.001,0.00114811,smh1-sp0-mp0
246,40.5015,-279.958,2479,0.001,0.001,0.00114811,smh1-sp0-mp0
247,48.9151,-294.018,2519,0.001,0.001,0.00114811,smh1-sp0-mp0
248,23.6997,-334.545,2497,0.001,0.001,0.00114811,smh1-sp0-mp0
249,42.6075,-416.686,2504,0.001,0.001,0.00114811,smh1-sp0-mp0
250,30.6177,-332.195,2518,0.001,0.001,0.00114811,smh1-sp0-mp0
251,52.6113,-257.706,2512,0.001,0.001,0.00114811,smh1-sp0-mp0
252,-4.48409,-394.032,2501,0.001,0.001,0.00114811,smh1-sp0-mp0
253,49.0106,-382.264,2515,0.001,0.001,0.00114811,smh1-sp0-mp0
254,37.2547,-343.101,2499,0.001,0.001,0.00114811,smh1-sp0-mp0
0,85.7717,-259.925,2411,0.001,0.001,0.00114811,smh1-sp1-mp1
1,89.1116,-376.8,2467,0.001,0.001,0.00114811,smh1-sp1-mp1
2,42.5346,-372.847,2479,0.001,0.001,0.00114811,smh1-sp1-mp1
3,88.5064,-208.944,2457,0.001,0.001,0.00114811,smh1-sp1-mp1
4,41.6856,-258.845,2481,0.001,0.001,0.00114811,smh1-sp1-mp1
5,73.7952,-347.937,2459,0.001,0.001,0.00114811,smh1-sp1-mp1
6,57.0179,-241.03,2439,0.001,0.001,0.00114811,smh1-sp1-mp1
7,44.8691,-259.636,2473,0.001,0.001,0.00114811,smh1-sp1-mp1
8,57.1731,-325.906,2462,0.001,0.001,0.00114811,smh1-sp1-mp1
9,48.5219,-235.93,2478,0.001,0.001,0.00114811,smh1-sp1-mp1
10,51.4498,-197.994,2440,0.001,0.001,0.00114811,smh1-sp1-mp1
11,86.255,-213.6,2426,0.001,0.001,0.00114811,smh1-sp1-mp1
12,55.7098,-350.669,2441,0.001,0.001,0.00114811,smh1-sp1-mp1
13,38.7124,-336.09,2450,0.001,0.001,0.00114811,smh1-sp1-mp1
14,59.1599,-230.664,2450,0.001,0.001,0.00114811,smh1-sp1-mp1
15,72.4624,-309.684,2448,0.001,0.001,0.00114811,smh1-sp1-mp1
16,43.1655,-262.408,2481,0.001,0.001,0.00114811,smh1-sp1-mp1
17,45.0357,-441.257,2433,0.001,0.001,0.00114811,smh1-sp1-mp1
18,62.4694,-224.52,2502,0.001,0.001,0.00114811,smh1-sp1-mp1
19,53.3645,-405.485,2455,0.001,0.001,0.00114811,smh1-sp1-mp1
20,31.3856,-263.984,2456,0.001,0.001,0.00114811,smh1-sp1-mp1
21,58.8781,-279.559,2449,0.001,0.001,0.00114811,smh1-sp1-mp1
22,53.1181,-243.018,2430,0.001,0.001,0.00114811,smh1-sp1-mp1
23,60.7923,-299.317,2461,0.001,0.001,0.00114811,smh1-sp1-mp1
24,67.896,-335.885,2442,0.001,0.001,0.00114811,smh1-sp1-mp1
25,27.7991,-278.77,2454,0.001,0.001,0.00114811,smh1-sp1-mp1
26,59.1267,-224.56,2410,0.001,0.001,0.00114811,smh1-sp1-mp1
27,48.9498,-288.715,2402,0.001,0.001,0.00114811,smh1-sp1-mp1
28,58.5227,-277.062,2417,0.001,0.001,0.00114811,smh1-sp1-mp1
29,83.8705,-361.817,2430,0.001,0.001,0.00114811,smh1-sp1-mp1
30,85.1821,-245.049,2459,0.001,0.001,0.00114811,smh1-sp1-mp1
31,73.8441,-277.012,2456,0.001,0.001,0.00114811,smh1-sp1-mp1
32,58.4589,-355.158,2500,0.001,0.001,0.00114811,smh1-sp1-mp1
33,59.1486,-184.592,2477,0.001,0.001,0.00114811,smh1-sp1-mp1
34,42.1731,-364.997,2473,0.001,0.001,0.00114811,smh1-sp1-mp1
35,36.6337,-297.651,2438,0.001,0.001,0.00114811,smh1-sp1-mp1
36,60.905,-392.413,2455,0.001,0.001,0.00114811,smh1-sp1-mp1
37,109.752,-222.212,2457,0.001,0.001,0.00114811,smh1-sp1-mp1
38,27.9646,-272.837,2485,0.001,0.001,0.00114811,smh1-sp1-mp1
39,38.3873,-350.774,2472,0.001,0.001,0.00114811,smh1-sp1-mp1
40,70.9955,-308.329,2476,0.001,0.001,0.00114811,smh1-sp1-mp1
41,39.041,-331.65,2431,0.001,0.001,0.00114811,smh1-sp1-mp1
42,39.0586,-229.282,2447,0.001,0.001,0.00114811,smh1-sp1-mp1
43,26.0212,-270.32,2475,0.001,0.001,0.00114811,smh1-sp1-mp1
44,99.4978,-276.653,2419,0.001,0.001,0.00114811,smh1-sp1-mp1
45,-32.1726,-315.587,2454,0.001,0.001,0.00114811,smh1-sp1-mp1
46,11.425,-352.44,2426,0.001,0.001,0.00114811,smh1-sp1-mp1
47,44.5539,-355.957,2433,0.001,0.001,0.00114811,smh1-sp1-mp1
48,91.9353,-219.868,2446,0.001,0.001,0.00114811,smh1-sp1-mp1
49,49.6651,-360.21,2429,0.001,0.001,0.00114811,smh1-sp1-mp1
50,46.847,-401.582,2487,0.001,0.001,0.00114811,smh1-sp1-mp1
51,20.562,-350.415,2400,0.001,0.001,0.00114811,smh1-sp1-mp1
52,52.539,-287.893,2429,0.001,0.001,0.00114811,smh1-sp1-mp1
53,73.7538,-368.606,2413,0.001,0.001,0.00114811,smh1-sp1-mp1
54,74.2089,-242.155,2413,0.001,0.001,0.00114811,smh1-sp1-mp1
55,45.0737,-338.271,2420,0.001,0.001,0.00114811,smh1-sp1-mp1
56,122.365,-333.393,2431,0.001,0.001,0.00114811,smh1-sp1-mp1
57,57.2985,-245.307,2442,0.001,0.001,0.00114811,smh1-sp1-mp1
58,64.3085,-303.349,2453,0.001,0.001,0.00114811,smh1-sp1-mp1
59,33.1327,-326.5,2428,0.001,0.001,0.00114811,smh1-sp1-mp1
60,42.6832,-382.11,2436,0.001,0.001,0.00114811,smh1-sp1-mp1
61,53.4615,-274.209,2470,0.001,0.001,0.00114811,smh1-sp1-mp1
62,51.5815,-256.295,2460,0.001,0.001,0.00114811,smh1-sp1-mp1
63,54.448,-328.056,2453,0.001,0.001,0.00114811,smh1-sp1-mp1
64,89.1605,-368.253,2429,0.001,0.001,0.00114811,smh1-sp1-mp1
65,44.3561,-279.273,2422,0.001,0.001,0.00114811,smh1-sp1-mp1
66,54.5263,-395.686,2443,0.001,0.001,0.00114811,smh1-sp1-mp1
67,32.6454,-239.858,2420,0.001,0.001,0.00114811,smh1-sp1-mp1
68,64.8317,-423.329,2448,0.001,0.001,0.00114811,smh1-sp1-mp1
69,63.8551,-335.987,2459,0.001,0.001,0.00114811,smh1-sp1-mp1
70,98.5002,-344.566,2437,0.001,0.001,0.00114811,smh1-sp1-mp1
71,55.5622,-440.73,2387,0.001,0.001,0.00114811,smh1-sp1-mp1
72,35.9887,-310.953,2470,0.001,0.001,0.00114811,smh1-sp1-mp1
73,69.2267,-361.048,2371,0.001,0.001,0.00114811,smh1-sp1-mp1
74,21.7374,-337.169,2464,0.001,0.001,0.00114811,smh1-sp1-mp1
75,117.392,-357.16,2474,0.001,0.001,0.00114811,smh1-sp1-mp1
76,57.8498,-345.355,2480,0.001,0.001,0.00114811,smh1-sp1-mp1
77,65.7617,-278.838,2449,0.001,0.001,0.00114811,smh1-sp1-mp1
78,65.2967,-372.345,2420,0.001,0.001,0.00114811,smh1-sp1-mp1
79,71.5769,-291.071,2405,0.001,0.001,0.00114811,smh1-sp1-mp1
80,108.493,-334.884,2427,0.001,0.001,0.00114811,smh1-sp1-mp1
81,55.7205,-248.108,2462,0.001,0.001,0.00114811,smh1-sp1-mp1
82,40.1404,-359.366,2472,0.001,0.001,0.00114811,smh1-sp1-mp1
83,58.727,-336.829,2439,0.001,0.001,0.00114811,smh1-sp1-mp1
84,71.7427,-330.564,2445,0.001,0.001,0.00114811,smh1-sp1-mp1
85,61.2329,-241.372,2462,0.001,0.001,0.00114811,smh1-sp1-mp1
